Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Akermanis, Jason	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	2	-	-	3	-	-	-	-	-	5
Ashcroft, Marcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Black, Simon	-	-	-	1	-	-	-	-	-	-	-	-	3	3	-	-	-	3	-	-	2	-	-	-	-	-	12
Bradshaw, Daniel	-	-	-		-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	1	-	-	-	-	-	1
Brennan, Jared				-	-	-	-	-			-	-															
Brown, Jonathan	-	-		3	-	-			-					-	-	-	2	-	3	-	-	-	-	-	-	-	8
Caracella, Blake	-		-					-	-	-	-	-				-	-	-	1	-	-	-	-	-	-	-	1
Charman, Jamie	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Copeland, Robert									-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Gram, Jason													-	-													
Hadley, Richard																								-	-	-	
Hart, Shaun	-	-	-	-	-	-	-	-	3	-		-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	5
Johnson, Chris	-	-	-	2	-	-	-	-	1	-	-	-	-						-	-	-	-	-	-	-	-	3
Keating, Clark															-	-	-	-	-	-	-	-	-	-	-	-	
Lappin, Nigel	2	3	-	-	2	3	-	-	2	1	3	-	-	-	-					1	-	-	-	-	-	-	17
Leppitsch, Justin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-					-	-	-	-	-	-	2
Lynch, Alastair	-	-		-			-	3	-	-	-	-	2		-	-	-	-	-	-	-	-	-	-	-	-	5
McDonald, Beau			-	-	-		-		-	-	-		-	-													
McGrath, Ashley		-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		3	-	-	-	-	3
McLaren, Dylan	-	-				-		-				-															
McRae, Craig				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-			-	-	-	
Michael, Mal	-	-	-	-	1	-	-	-	-			-	-	-	-	-	-	-	-	-	-		-	-	-	-	1
Morrison, Shane			-					-																			
Notting, Tim	-	-	-	-	-	-	-									-	-	-	-			-	-		-		
Pike, Martin	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	2
Power, Luke	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	5
Scott, Brad	1	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					3
Scott, Chris	-	-	-	-	-	-	-	-	-	-	-			-	-	-		-		-	-	-	-				
Shattock, Aaron	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					
Voss, Michael	3	-	3	-	3	2	-	2	-	-	-		-	-	3	-	-	1	-	2	-	-	-	-	-	-	19
Weller, Luke												-	-	-			-										
White, Darryl	-	-	-	-	-	-	-			-	-	-			-	-	-	-	-	-		-	-	-	-	-	
Totals	6	5	3	6	6	5	0	5	6	6	3	0	5	3	5	1	2	6	4	3	6	6	0	0	0	0	92
Opponent	ES	PA	KA	CW	WB	GE	SY	AD	CA	ME	SK	WC	RI	FR	HW	ES	PA	KA	CW	SY	GE	WB	CW	AD	SY	CW	
