Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-									
Akermanis, Jason	-	-	-	-	-	-	-	-	-	-	3	2	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Boyd, Matthew	-	1	-	-	3	-	-	-	-	-	2	-	1	-	3	-	-	2	-	-	-	-	-	-	-	12
Callan, Tim		-	-	-	-	-	-		-	-									-	-	-	-	-	-	-	
Cooney, Adam	3	-	2	-	-	2	3	-	3	3	-	3	-	-	-	-	-	-	-	2	3	-	-	-	-	24
Cross, Daniel	-	2	-	-	-	3	-	-	-	-	-	-	3	3	-	-	-	-	-	-	1	-	-	-	-	12
Eagleton, Nathan	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	2
Everitt, Andrejs											-	-	-	-	-	-	-	-			-					
Giansiracusa, Daniel	-	-	-	-	-	-	2	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Gilbee, Lindsay	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-		-	-	-	-	2
Griffen, Ryan	-	-	3	3	-	-	-	-	-	2	-	-	-	2		-	-	-	-	-	-	-	-	-	-	10
Hahn, Mitch	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	3
Harbrow, Jarrod			-	-	-										-	-	-	-	-	-	-	-	-	-	-	
Hargrave, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Higgins, Shaun	-	-																			-	-	-	-	-	
Hill, Josh	-	-	-	-	-	-	-	-						-	-		-	-		-	-	-	-	-	-	
Hudson, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-		-	-	-	
Johnson, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lake, Brian	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	2
Minson, Will	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Morris, Dale	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Murphy, Robert	-	-	-	-	-	1	-	-	1	-		-	-	-	-	-	-	1	1	-	-	-	-	-	-	4
Ray, Farren									-	-	-	-	-	-	-	-	-	-	-	-			-			
Reid, Sam																						-				
Skipper, Wayde																						-				
Street, Peter																			-							
Tiller, Stephen							-	-		-	-			-	-	-		-	-					-	-	
Ward, Callan											-	-	-						-	-	-					
Welsh, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
West, Scott	-	3	-			-																				3
Wight, Cameron	-	-	-	-	-	-	-	-	-						-											
Williams, Tom								-	-	-	-	-	-													
Totals	4	6	6	3	3	6	5	1	4	6	5	6	4	6	4	0	0	3	1	2	6	2	0	0	0	83
Opponent	AD	ME	SK	ES	RI	WC	SY	FR	NM	HW	SK	BL	CW	PA	ME	GE	CA	SY	NM	BL	ES	AD	HW	SY	GE	
