Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	-	1	2	1	2	2	1	2	1	1	-	-	1	-	4	1	-									19
Akermanis, Jason	1	-	1	4	2	2	3	3	1	2	2	5	1	2	1	-	4	-	-	1	4	1	-	2	4	46
Boyd, Matthew	1	4	-	2	3	6	8	2	4	4	3	4	4	-	2	2	2	8	6	5	2	1	6	4	3	86
Callan, Tim		-	1	2	1	-	-		-	-									-	-	1	1	-	1	-	7
Cooney, Adam	3	3	4	3	7	5	6	5	4	7	2	7	7	4	-	9	-	1	6	4	4	2	4	-	3	100
Cross, Daniel	3	1	4	3	8	1	2	3	3	3	3	2	4	6	1	5	1	6	5	5	4	2	4	6	6	91
Eagleton, Nathan	3			2	2	3	2	4	-	-	-	1	2	1	3	1	-	1	2	2	-	2	1	-	-	32
Everitt, Andrejs											1	-	-	-	-	-	-	1			-					2
Giansiracusa, Daniel	1	5	2	1	3	-	4	3	1	4	1	4	4	1	-	3	6	1	3	-	4	4	-	2	-	57
Gilbee, Lindsay	-	-	-	-	1	-	1	1	2	4	1	-	1	-	6	-	5	2	-	-		1	-	1	-	26
Griffen, Ryan	3	1	5	7	2	2	2	3	2	2	-	3	3	2		5	-	1	5	1	-	6	4	2	-	61
Hahn, Mitch	1	4	-	-	1	2	1	1	-	1	1	2	1	-	2	-	1	4	1	1	2	3	-	2	-	31
Harbrow, Jarrod			2	1	-										-	2	-	1	3	1	2	-	1	-	2	15
Hargrave, Ryan	1	1	-	1	-	1	-	-	-	-	1	-	2	2	-	1	2	1	1	3	-	1	1	-	-	19
Higgins, Shaun	1	1																			1	-	-	-	-	3
Hill, Josh	1	-	1	1	-	1	1	2						1	-		2	1		1	-	2	-	-	-	14
Hudson, Ben	1	1	6	3	3	8	1	3	3	3	2	7	3	2	3	4	1	2		2	4		3	6	-	71
Johnson, Brad	1	-	1	-	-	1	-	-	3	-	-	2	-	-	-	1	-	-	1	-	1	2	-	1	2	16
Lake, Brian	1	-	-	-	-	-	-	1	-	-	-	1	-	-	1	-	-	-	-	1	-	1	-	-	1	7
Minson, Will	3	1	6	3	3	2	5	3	3	2	-	1	2	4	3	1	1	4	4	3	1	2	2	2	2	63
Morris, Dale	-	1	-	-	-	-	1	-	1	-	1	2	3	-	1	-	3	1	-	-	-	1	-	-	-	15
Murphy, Robert	-	-	-	-	-	-	-	-	-	1		1	-	-	-	1	-	-	-	1	-	-	1	-	-	5
Ray, Farren									-	-	-	1	-	1	5	-	-	-	-	-			2			9
Reid, Sam																						-				
Skipper, Wayde																						1				1
Street, Peter																			-							
Tiller, Stephen							-	-		1	-			-	-	-		-	-					1	-	2
Ward, Callan											1	1	-						3	-	-					5
Welsh, Scott	1	-	-	-	-	-	-	1	1	-	-	-	-	-		1	1	1	-	-	1	1	-	1	-	9
West, Scott	3	3	2			3																				11
Wight, Cameron	1	-	-	-	-	-	-	-	-						1											2
Williams, Tom								1	-	1	1	-	-													3
Totals	30	27	37	34	38	39	38	38	29	36	20	44	38	26	33	37	29	36	40	31	31	34	29	31	23	828
Opponent	AD	ME	SK	ES	RI	WC	SY	FR	NM	HW	SK	BL	CW	PA	ME	GE	CA	SY	NM	BL	ES	AD	HW	SY	GE	
