Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Ambrose, Patrick	-	-						-	-	-	-	-	-	-	-	-	1	-		-	-	-		1
Ashby, Jason			-	1	1	1	-																	3
Aylett, Kurt								1	-															1
Baguley, Mark	3	3	1	2	2	1	1	1	-	-	3	2	3		4	5	-	3	1	6	1	3	2	47
Bellchambers, Tom									1	-	2	1	-					1				-	-	5
Carlisle, Jake	-	-	-	-	-	1	-	-	-	3	2	-		-	1	-	-	-	-		-			7
Chapman, Paul	-	-	1		2	1	2	1		1	2	-		-	1	2	1	-	1	-	1	-	-	16
Colyer, Travis				-									1	1	3	1	1	1	2	2	1	1	1	15
Daniher, Joe	-	-	-	-	-	-	-	2	-	-	-	-	-	-	1	2			-	-	1	-	-	6
DellOlio, Cory											-					-	-	-	-					
Dempsey, Courtenay						2	2	3	2	1	2	1	3	4	5	1	1	1	-	3	2	2	-	35
Fantasia, Orazio																			-		1	1		2
Fletcher, Dustin	5	5	3		5	5	7	4	4	2	5		2	3		2	4	4						60
Gleeson, Martin	1	5	-	1	5	1		-														1	1	15
Goddard, Brendon	2	4	1	-			3	1	5	5	2	1	2	5	3		2	3	1	1	2	2	2	47
Hardingham, Kyle	1	-	-	-	-	-								2	-									3
Heppell, Dyson	2	1	2	3	2	1	-	-	1	-	5	-	1	5	-	1	1	2	4	-		3	5	39
Hibberd, Michael	3	2	1	2	5	4	8	4	2	-	8	5	6	3			4			3	5	7	9	81
Hocking, Heath	-	1	-	-	1		1	1	1	-	-	-	-	1	1	1	-	1	1	2	-	-	2	14
Hooker, Cale	2	1	2	3	2	4	3	2	6	3	4	-	2	2	2	9	3	4	3	5	1	4	1	68
Howlett, Ben	-	2	1	2	-	-	-			1	-	1	-	2	1	1	-	-	-	-	1	-	-	12
Hurley, Michael	2	3	4	2	-	3	2	5	1			1	4	5	3	3	5	4	2	4	5	2	7	67
Jetta, Leroy				-	-																			
Kavanagh, Elliott												-	-						-					
Melksham, Jake			1	-	-	2	2	-	-	-	3	2	1	-	1	-			-	-				12
Merrett, Jackson	1	1	2	-	-	-	1	-	-					1	1	1	-	2						10
Merrett, Zach	1	-				-	1	1	1	2	-	1	1	-	-	-	-	2	1	1	-	-	2	14
Myers, David	-	2	2		-				1	2	2	2	-	1	3	4	-	1	1	2	-		-	23
Ryder, Patrick	1	-			1	1	2	1	1	2	1	1	1	2	-	1	-	1	-	-	1	-	2	19
Stanton, Brent	2	2	-	3	2	1	-	2	2	3	1	2	2	1	2	5	-	1	1	2	2	1	3	40
Steinberg, Ariel																				3	2		3	8
Watson, Jobe	-	-	-	-	-	-	-	4	1	2	2									1	2	1	-	13
Winderlich, Jason			-	-		-	2			-		-	2		2	1	2	4	3	2	-	3	1	22
Zaharakis, David	3	-	-	-	1	1	2	-	2	3	1	1	2	-	3	1	3	4	-	3	1	2	1	34
van Unen, Dylan				2																				2
Totals	29	32	21	21	29	29	39	33	31	30	45	21	33	38	37	41	28	39	21	40	29	33	42	741
Opponent	NM	HW	CA	FR	SK	CW	WB	BL	SY	RI	GW	ME	AD	GE	PA	CW	WB	SY	RI	WC	GC	CA	NM	
