Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Ambrose, Patrick	-	-						1	-	-	-	-	1	1	1	3	-	1		-	-	2		10
Ashby, Jason			-	-	-	-	-																	
Aylett, Kurt								-	-															
Baguley, Mark	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Bellchambers, Tom									1	1	2	2	-					-				-	1	7
Carlisle, Jake	2	2	1	-	-	1	1	-	1	-	-	1		4	1	7	10	2	3		2			38
Chapman, Paul	1	-	2		1	1	1	1		2	-	1		-	-	-	2	1	2	-	-	2	1	18
Colyer, Travis				1									-	1	1	1	-	-	-	1	1	-	-	6
Daniher, Joe	3	1	1	1	-	1	1	1	-	4	7	3	1	3	2	3			2	2	1	3	3	43
DellOlio, Cory											1					1	-	1	1					4
Dempsey, Courtenay						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Fantasia, Orazio																			-		-	-		
Fletcher, Dustin	-	-	-		-	-	-	1	-	-	-		-	-		-	-	-						1
Gleeson, Martin	-	-	-	-	-	-		-														-	-	
Goddard, Brendon	-	-	5	-			1	2	-	1	-	1	1	-	-		-	-	1	-	5	1	-	18
Hardingham, Kyle	2	2	4	2	1	-								1	-									12
Heppell, Dyson	-	-	-	1	-	-	-	-	1	-	1	-	1	-	-	-	-	1	1	-		-	1	7
Hibberd, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	1			-			-	-	-	-	1
Hocking, Heath	-	-	-	-	-		-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1
Hooker, Cale	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Howlett, Ben	1	1	-	-	1	1	1			1	1	-	-	1	-	-	-	1	1	-	1	-	2	13
Hurley, Michael	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	1	1	-	2	-	-	4
Jetta, Leroy				-	-																			
Kavanagh, Elliott												-	-						-					
Melksham, Jake			1	2	1	1	-	-	-	1	-	1	-	-	-	-			3	-				10
Merrett, Jackson	-	-	-	-	-	2	-	-	-					-	-	1	1	-						4
Merrett, Zach	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	1	3
Myers, David	-	-	-		1				-	-	-	-	-	-	-	-	-	-	-	-	-		-	1
Ryder, Patrick	2	-			1	1	-	1	4	1	1	2	2	-	1	1	1	3	-	-	2	1	2	26
Stanton, Brent	-	1	1	3	1	-	3	-	-	-	1	-	1	2	-	-	1	-	-	-	-	1	-	15
Steinberg, Ariel																				-	-		-	
Watson, Jobe	1	-	1	-	-	-	-	1	-	-	-									-	-	-	-	3
Winderlich, Jason			4	1		3	-			1		2	2		-	-	1	-	-	4	-	-	1	19
Zaharakis, David	-	-	1	-	-	1	-	1	2	1	1	-	3	1	1	-	-	-	1	-	1	-	-	14
van Unen, Dylan				-																				
Totals	12	7	21	11	9	12	8	9	9	13	15	13	13	15	7	17	16	11	17	7	15	11	12	280
Opponent	NM	HW	CA	FR	SK	CW	WB	BL	SY	RI	GW	ME	AD	GE	PA	CW	WB	SY	RI	WC	GC	CA	NM	
