Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Ambrose, Patrick	1	-						-	1	-	3	2	1	1	-	-	-	1		-	1	-		11
Ashby, Jason			-	-	-	-	2																	2
Aylett, Kurt								-	-															
Baguley, Mark	-	-	-	-	-	-	-	-	1	-	-	2	-		-	1	1	-	-	1	1	-	-	7
Bellchambers, Tom									1	-	-	2	-					-				-	2	5
Carlisle, Jake	2	2	-	-	2	1	1	-	1	2	2	1		4	-	8	5	2	2		2			37
Chapman, Paul	-	-	-		-	1	1	-		-	1	1		-	-	-	1	-	-	-	-	1	-	6
Colyer, Travis				-									-	-	-	-	-	-	-	1	-	1	-	2
Daniher, Joe	3	-	1	3	3	2	1	-	1	1	6	-	2	-	1	1			-	1	-	-	1	27
DellOlio, Cory											-					1	-	1	1					3
Dempsey, Courtenay						1	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	3
Fantasia, Orazio																			-		-	-		
Fletcher, Dustin	-	-	-		-	-	-	1	-	-	-		-	1		1	-	-						3
Gleeson, Martin	-	-	1	1	-	-		-														1	-	3
Goddard, Brendon	-	-	2	-			1	1	-	1	-	1	-	1	1		1	-	1	-	2	1	1	14
Hardingham, Kyle	2	-	-	1	-	-								-	-									3
Heppell, Dyson	-	-	-	-	-	1	-	1	2	-	1	1	-	-	-	-	1	-	-	-		-	-	7
Hibberd, Michael	-	-	-	2	2	-	1	-	-	-	-	-	1	1			1			1	-	-	1	10
Hocking, Heath	-	1	-	-	-		-	-	-	-	-	1	2	-	-	-	1	-	1	1	-	-	-	7
Hooker, Cale	-	2	3	1	1	1	2	-	-	-	-	1	1	-	1	-	4	-	2	1	2	1	-	23
Howlett, Ben	1	-	-	1	-	1	-			-	2	-	-	-	-	-	-	-	-	-	-	1	-	6
Hurley, Michael	2	1	-	-	-	-	1	-	-			-	-	1	1	1	-	4	-	-	2	2	1	16
Jetta, Leroy				-	-																			
Kavanagh, Elliott												-	-						-					
Melksham, Jake			-	1	1	1	-	-	-	-	-	-	-	-	-	-			-	-				3
Merrett, Jackson	1	-	-	-	-	-	-	-	-					-	-	1	-	-						2
Merrett, Zach	-	-				1	1	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	5
Myers, David	-	-	-		-				-	-	-	1	-	-	-	-	-	-	1	-	2		-	4
Ryder, Patrick	1	1			1	1	-	1	1	1	1	-	1	1	1	1	1	-	1	-	1	-	1	16
Stanton, Brent	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Steinberg, Ariel																				-	1		-	1
Watson, Jobe	-	-	-	-	-	-	-	-	1	-	-									-	-	1	1	3
Winderlich, Jason			1	-		-	-			1		-	1		1	-	2	-	-	1	-	-	-	7
Zaharakis, David	-	-	-	-	-	1	-	-	-	-	-	1	2	-	-	-	-	-	-	-	-	-	-	4
van Unen, Dylan				1																				1
Totals	13	7	8	11	10	12	12	5	9	7	16	14	11	10	6	17	18	8	10	7	14	9	9	243
Opponent	NM	HW	CA	FR	SK	CW	WB	BL	SY	RI	GW	ME	AD	GE	PA	CW	WB	SY	RI	WC	GC	CA	NM	
