Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Bateman, Chance	3			1	-		1	1	2	1	2	4	2	1	1	-	-	1	-	3	1	2	1	3	30
Birchall, Grant	5	2	3	-	-	3	-	2	1	2	1	-	2	1	-	6	1	2	1	3	1	-	4	2	42
Boyle, Tim	2	1	-	3	-	1	3	1	1	-	-	1	2					-	-	3	1	4	2	-	25
Brown, Campbell		1	-	1	2	-	1	1	-	1	1	1	1	3	2	1	2	1	1	-	-	1	-	2	23
Campbell, Robert	1	7	5	2	3	2	2	1	3	2	-	1	-	3	2	1	5	-	2	4	-	2	2	4	54
Clarke, Tim	-	1																							1
Crawford, Shane		5	1	1	3	6	-	2	4	2	7	5	3	6	-	3	3	2	4	5	5	4	4	1	76
Croad, Trent	1	-				-	-	1	-		1	-	2	-	2	1	-	-	1	-	-	1	3	-	13
Dixon, Ben		1	-	4	1	2	2	1		-					1	1	1	-	1	1	-	2	1	1	20
Dowler, Beau																	2								2
Ellis, Xavier	-	1	-	1	2					-		1	4	3	-	4				7	1				24
Franklin, Lance	1	1	3	6	2	3	1	3	2	3	-		2	1	2	3		1	4	1	3	4	2	1	49
Gilham, Stephen	-	1	2	1	2	-	2	1	4	-	-	-	-	8	2	2	-	3	1	1	-	1	-	2	33
Guerra, Brent	2	4	7	2	2	2	1	-	-	2	4	-	1	4	1	1	2	3	3	3	1	1	2	3	51
Hodge, Luke	2	2	7	1	2	4	2	1	-	2	12	7	5	3	6	1	7	3	4	6	1	5	6	7	96
Jacobs, Danny	-	2	3	3					1	1	3	1		-											14
Ladson, Rick	2	1	3		2	2	-	1	4		1	-	3	3	3	3	3	-	1	1	-	1	2	2	38
Lewis, Jordan	-	2	7	3	2	1	4	-	1	1	4	1	2	-	3	4	-	1	3	2	-	5	3	3	52
Little, Matthew																-									
McGlynn, Ben	1	1	-	1	-	2	2	4	1	4	2	3	2	5	2	5	3	1	3	4		4			50
Mitchell, Sam	4	5	5	7	4	4	5	2	1	4	2	3	6	5	4	2		2	5	6	8	4	6	2	96
Moss, Garry							1																		1
Murphy, Tom					2	3	3										2								10
Osborne, Michael	1		1	2	4	-	1	1	1	1	2	1	1										3	-	19
Roughead, Jarryd	-		2	-	2	-		-	-	1	2	3	1	1	-	-	2	2	2	1	2	3	3	2	29
Sewell, Brad	7	4	7	3	5	7	6	3	5	2	2	7	4	2	6	5	4	5	4	2	3	-	4	7	104
Smith, Joel								1	1	3	5	-	3	1	3	1	-	2	2	1	-	2	2	1	28
Taylor, Simon	5	1	2	5	1	1	4	2	-	1	3	2	1	-	2	2	4	4	2	5	5	2	2	2	58
Thorp, Mitch															-										
Thurgood, Josh					1									4											5
Tuck, Travis																	3								3
Vandenberg, Richard						1											-	1	1		1	1	-	3	8
Williams, Mark	1	1	3	-																					5
Young, Clinton	4	7	6	-		1	4	5	3	3	2	1	-	-	3	2	2	-	-	1	2	7	2	3	58
Totals	42	51	67	47	42	45	45	34	35	36	56	42	47	54	45	48	46	34	45	60	35	56	54	51	1117
Opponent	BL	ME	KA	GE	WB	ES	FR	SK	WC	PA	SY	CA	CW	AD	RI	SK	KA	ES	BL	PA	WB	SY	AD	KA	
