Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Bateman, Chance	4			1	-		4	2	-	-	1	1	1	2	-	1	-	-	-	1	1	-	-	2	21
Birchall, Grant	1	1	1	-	-	-	-	-	-	1	1	-	1	2	-	-	-	-	1	-	1	1	1	-	12
Boyle, Tim	-	-	-	1	1	-	-	-	-	1	-	-	1					1	-	-	-	-	1	-	6
Brown, Campbell		-	1	1	2	-	1	-	-	2	-	-	-	-	1	1	-	2	-	-	1	1	3	-	16
Campbell, Robert	-	-	1	1	3	-	1	1	-	-	-	2	-	1	1	-	1	2	-	2	-	1	1	1	19
Clarke, Tim	1	1																							2
Crawford, Shane		2	-	1	2	2	1	-	-	-	1	2	1	-	1	1	1	1	1	2	-	3	-	-	22
Croad, Trent	2	-				2	1	2	-		3	-	-	1	3	-	2	2	3	-	1	-	1	2	25
Dixon, Ben		1	-	2	1	1	-	-		-					-	2	-	1	-	-	-	2	-	-	10
Dowler, Beau																	-								
Ellis, Xavier	-	-	-	-	-					-		-	-	-	-	-				1	-				1
Franklin, Lance	1	-	-	-	2	1	-	2	-	1	-		-	-	3	1		1	-	1	1	1	2	-	17
Gilham, Stephen	1	-	1	-	2	-	-	-	1	-	-	-	-	-	2	1	1	1	1	1	-	-	1	1	14
Guerra, Brent	1	-	1	1	1	1	1	1	-	-	3	1	-	-	-	1	-	1	2	-	2	2	-	-	19
Hodge, Luke	1	-	-	1	1	-	1	-	-	2	1	3	2	1	-	2	1	1	1	1	5	3	2	-	29
Jacobs, Danny	2	1	-	2					-	1	-	-		-											6
Ladson, Rick	1	1	-		1	1	-	-	-		2	-	-	1	1	2	1	-	-	1	-	1	1	2	16
Lewis, Jordan	3	2	2	-	4	1	-	-	1	-	4	-	-	3	1	1	2	2	-	2	-	2	2	2	34
Little, Matthew																-									
McGlynn, Ben	1	2	-	-	3	2	-	1	4	3	-	1	2	2	2	4	-	2	-	1		1			31
Mitchell, Sam	3	2	1	1	-	-	2	2	1	3	4	1	-	2	-	1		1	4	2	-	-	2	-	32
Moss, Garry							1																		1
Murphy, Tom					1	-	1										1								3
Osborne, Michael	-		-	1	-	1	2	-	-	-	1	-	-										1	-	6
Roughead, Jarryd	-		-	-	1	-		1	-	1	-	3	-	-	-	1	1	1	1	1	1	-	-	2	14
Sewell, Brad	3	1	-	1	1	1	-	-	1	1	1	2	1	1	-	1	-	-	1	-	-	-	1	3	20
Smith, Joel								-	-	-	-	-	-	-	1	1	-	1	2	-	-	-	-	-	5
Taylor, Simon	-	-	2	1	-	1	3	-	1	2	1	-	-	-	-	-	-	-	1	2	2	3	-	-	19
Thorp, Mitch															1										1
Thurgood, Josh					-									-											
Tuck, Travis																	-								
Vandenberg, Richard						1											-	-	-		1	1	1	-	4
Williams, Mark	-	4	3	-																					7
Young, Clinton	2	3	2	1		1	2	-	1	2	2	-	1	-	-	1	1	-	1	2	1	1	-	-	24
Totals	27	21	15	16	26	16	21	12	10	20	25	16	10	16	17	22	12	20	19	20	17	23	20	15	436
Opponent	BL	ME	KA	GE	WB	ES	FR	SK	WC	PA	SY	CA	CW	AD	RI	SK	KA	ES	BL	PA	WB	SY	AD	KA	
