Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ackland, Cain	-	-	-	1	1	-	-	-	-	1	-	-													3
Bassett, Scott			4	-										-		-							4	3	11
Bishop, Matthew													3	-	2		2	1	2	3	1	-	4	1	19
Brogan, Dean									-					1		1	-	1	-				-		3
Burgoyne, Peter	-	2	-	1	1	-	2	2	-	2		1	2	-	-	2	4		1	3	1	1	1	-	26
Carr, Josh	4	2	-	2	-	1	1	3	-	-	1	1	-	1	1	1	2	-	1	-	1	-	2	1	25
Cockatoo-Collins, Che	1	2	-	-	-	-	1	-	1	1	-	4	-	1	1			-	2	1	2	-	1	-	18
Cornes, Chad	-	-	-	1	1	2	-	-	1	-	-	2	2	-	-	2	-	1	-	-	1	2	-	-	15
Cornes, Kane										-	-	2	-	3		-	-								5
Dew, Stuart	2	1	1	2	2	2	-	2	3	2	4	1	2	1	-	-	-	-	3	5	3	-	1	-	37
Francis, Fabian	1	4	1	-	3	1	-	1	1	4	4	3	5	3	4	3	3	1	1	-	-	2	3	2	50
Francou, Josh	3	2	2	1	1	-	-	2	1	-	2	1			1	3	-	2	1	-	-	2	1	1	26
French, Barnaby																				1	-	-		-	1
Guerra, Brent	3	1	-	1	1	1	1	1	1		-		-	2	1	1	-	-	4	1		-	-	-	19
Harwood, Mark																		-	-						
James, Roger	1	-	2	-	-	1	-	2	2	1	1	2	2	1	3	2	-	2	2	1	-	-	-	2	27
Kingsley, Adam	2	7	3	2	3	1	1	1	3	9	8	3			1		4	2	2	2	4	7	5	5	75
Lockwood, Bowen	-	-											2				-								2
Lyle, Brayden						1	1	2	1	-	-										1			-	6
Mead, Darren	1	3		2	2	2	1	1	1	-	5	1	1	1	2	1	2	3	1	1	1	1	5	1	39
Montgomery, Brett	1	-	-	4	3	2	-	2	2	4	2	-	1	2	2	3	2	3	-	-	1	4	6	4	48
Murray, Derek														1	-	-				-	-	1	-		2
Paxman, Stephen	3	1	4	1	1	1	5	1	3	-	4	3	4	2	2	8	2	3	1	3	2	1			55
Poulton, Jared	-		4									2	2	1	2		1	-							12
Primus, Matthew	2	1	1	-	-	1	1	2		3	2	2	4		1	2	2	-	1	-	-	-	-	1	26
Schofield, Jarrad	2	2	1	1	1	2	-	2	4	1	-	3	3	-	4	-	1	3	1	4	-	1	2	1	39
Steinberner, Nathan					1							1	-			2									4
Stevens, Nick	-	-	4	6	-	2	3	1	2	-	2	2	2	2	-	4	4	2	-	1	1	3	3	6	50
Tredrea, Warren		-	-	-	-	1	-	-	1	1	-	-	-	-	-	-	1	-	-	-	1	-	-	2	7
Wakelin, Darryl	1	-	2	1	1	4	-	2	5	-	-	1	-	2	1	-		-	1	-	2	2	1	1	27
Wanganeen, Gavin	-	3	2	-	-	4	-	-	-	1	1	-	-	4	-	3	4	1	4	2	6	1	6	4	46
Wilson, Michael	1	1	1	2	3	3	3	-	3	2	-														19
Totals	28	32	32	28	25	32	20	27	35	32	36	35	35	28	28	38	34	25	28	28	28	28	45	35	742
Opponent	BL	ES	AD	SK	GE	WB	WC	CW	ME	HW	SY	CA	KA	FR	RI	BL	ES	AD	SK	GE	WB	WC	BL	HW	
