Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ackland, Cain	-	-	1	-	-	-	-	-	-	1	-	-													2
Bassett, Scott			1	-										-		-							1	4	6
Bishop, Matthew													-	-	-		2	-	1	-	-	1	1	1	6
Brogan, Dean									1					2		-	1	2	1				3		10
Burgoyne, Peter	-	-	1	1	-	-	-	2	1	2		-	-	1	-	2	2		-	3	-	3	1	1	20
Carr, Josh	2	-	1	1	2	-	-	-	2	3	-	-	1	1	2	-	1	-	5	3	4	-	2	2	32
Cockatoo-Collins, Che	2	1	-	-	1	2	1	2	2	2	2	2	1	1	1			-	1	2	1	-	4	2	30
Cornes, Chad	1	-	-	-	3	-	-	1	2	1	1	1	-	2	4	1	-	3	1	4	1	1	-	-	27
Cornes, Kane										1	2	1	1	-		-	-								5
Dew, Stuart	1	-	1	-	4	2	-	-	-	3	1	-	1	1	1	-	1	1	2	1	-	1	2	-	23
Francis, Fabian	1	-	-	-	-	1	-	-	-	2	-	-	1	1	2	3	1	-	1	2	1	-	1	3	20
Francou, Josh	2	1	8	2	1	1	-	2	-	1	2	-			1	2	2	4	3	1	1	2	1	2	39
French, Barnaby																				-	1	5		1	7
Guerra, Brent	-	3	-	-	-	1	1	1	1		-		-	1	-	3	-	-	1	1		2	-	-	15
Harwood, Mark																		-	-						
James, Roger	-	1	-	2	-	1	-	2	1	-	-	-	-	2	1	1	1	3	-	1	-	2	-	2	20
Kingsley, Adam	4	1	1	1	-	-	-	-	3	5	1	-			-		3	2	-	-	1	1	2	3	28
Lockwood, Bowen	-	-											-				-								
Lyle, Brayden						-	-	-	-	-	-										-			1	1
Mead, Darren	-	3		4	3	1	2	3	3	1	4	2	-	4	5	3	6	2	2	2	1	-	4	2	57
Montgomery, Brett	1	2	-	1	2	3	-	4	1	1	2	1	2	-	-	1	4	-	-	2	1	-	1	1	30
Murray, Derek														2	-	-				1	-	-	-		3
Paxman, Stephen	-	1	3	-	3	1	-	2	1	2	1	2	-	2	1	1	1	-	-	3	1	2			27
Poulton, Jared	-		3									2	-	1	-		-	2							8
Primus, Matthew	-	4	-	1	2	2	-	3		5	3	2	1		1	-	-	1	2	3	2	-	1	1	34
Schofield, Jarrad	1	2	-	-	-	-	-	-	1	1	1	2	3	-	-	-	-	2	2	5	-	4	1	-	25
Steinberner, Nathan					1							-	1			-									2
Stevens, Nick	-	2	2	2	1	1	-	2	2	2	2	1	-	2	-	-	-	1	1	-	2	1	-	1	25
Tredrea, Warren		-	3	-	-	-	1	4	1	1	1	-	-	2	1	-	1	-	-	-	1	1	1	3	21
Wakelin, Darryl	-	1	3	1	1	1	-	-	2	-	1	-	2	-	-	1		1	-	3	2	1	1	1	22
Wanganeen, Gavin	1	-	-	-	2	2	-	-	-	1	-	1	-	2	-	1	1	1	2	-	-	-	-	1	15
Wilson, Michael	1	1	-	4	4	1	1	2	1	4	-														19
Totals	17	23	28	20	30	20	6	30	25	39	24	17	14	27	20	19	27	25	25	37	20	27	27	32	579
Opponent	BL	ES	AD	SK	GE	WB	WC	CW	ME	HW	SY	CA	KA	FR	RI	BL	ES	AD	SK	GE	WB	WC	BL	HW	
