Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ackland, Cain	-	1	-	-	-	-	1	-	-	1	1	-													4
Bassett, Scott			1	1										-		3							1	3	9
Bishop, Matthew													3	-	-		-	1	1	1	-	1	-	-	7
Brogan, Dean									-					1		3	-	-	1				1		6
Burgoyne, Peter	-	1	-	-	-	-	2	-	-	1		-	-	-	-	1	-		-	-	-	-	-	-	5
Carr, Josh	-	-	-	-	1	-	-	-	1	-	-	1	2	-	-	-	1	1	-	1	1	-	-	1	10
Cockatoo-Collins, Che	1	4	1	1	1	3	3	3	-	2	3	-	5	2	-			-	-	1	1	3	1	1	36
Cornes, Chad	1	-	2	2	4	1	2	1	1	2	3	2	1	5	2	5	7	2	2	4	1	4	-	3	57
Cornes, Kane										1	-	-	-	-		1	-								2
Dew, Stuart	-	-	-	-	-	-	-	1	1	-	-	-	-	-	1	-	1	1	-	1	-	-	-	1	7
Francis, Fabian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	1	-	-	3
Francou, Josh	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	
French, Barnaby																				2	1	-		-	3
Guerra, Brent	2	1	-	1	1	1	-	-	-		-		-	1	-	-	3	-	1	1		1	-	-	13
Harwood, Mark																		2	1						3
James, Roger	-	-	-	-	1	-	1	-	-	-	-	1	-	-	-	-	2	-	1	1	-	-	-	-	7
Kingsley, Adam	-	1	-	-	-	-	-	-	1	-	1	-			2		-	-	-	-	-	1	2	-	8
Lockwood, Bowen	-	-											-				-								
Lyle, Brayden						-	-	-	-	-	-										-			-	
Mead, Darren	-	-		1	1	-	1	-	1	-	-	2	-	-	1	1	2	-	-	-	2	2	-	-	14
Montgomery, Brett	-	-	-	1	-	1	3	1	3	2	-	-	1	2	2	1	1	1	1	-	-	-	1	-	21
Murray, Derek														-	1	-				-	-	-	-		1
Paxman, Stephen	1	-	1	-	1	1	1	-	-	-	-	-	2	1	-	-	1	-	1	-	-	-			10
Poulton, Jared	-		1									2	-	-	-		1	-							4
Primus, Matthew	-	1	2	1	1	2	-	1		-	2	-	1		-	-	3	-	-	2	1	-	1	-	18
Schofield, Jarrad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Steinberner, Nathan					-							-	-			-									
Stevens, Nick	-	-	1	-	-	2	-	-	2	-	-	1	-	-	-	-	2	-	-	1	1	-	-	-	10
Tredrea, Warren		2	-	3	2	1	1	4	3	3	1	2	4	3	3	3	3	4	-	1	3	3	1	2	52
Wakelin, Darryl	2	-	1	-	1	1	-	1	1	3	1	-	-	1	-	1		-	-	2	2	-	1	1	19
Wanganeen, Gavin	-	1	-	-	1	-	1	1	1	-	-	1	-	-	-	1	-	1	1	-	-	1	-	1	11
Wilson, Michael	-	-	-	2	-	-	-	1	1	-	-														4
Totals	7	12	10	13	15	13	16	14	16	15	12	12	19	16	13	21	27	13	10	18	13	17	9	13	344
Opponent	BL	ES	AD	SK	GE	WB	WC	CW	ME	HW	SY	CA	KA	FR	RI	BL	ES	AD	SK	GE	WB	WC	BL	HW	
