Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ackland, Cain	-	1	1	-	1	-	2	-	1	-	1	-													7
Bassett, Scott			1	-										2		1							2	2	8
Bishop, Matthew													-	2	-		1	-	1	-	-	1	-	-	5
Brogan, Dean									-					2		1	-	-	-				-		3
Burgoyne, Peter	4	-	-	2	1	1	2	-	1	1		-	1	2	3	1	2		-	1	-	1	1	-	24
Carr, Josh	1	2	1	1	1	-	-	-	-	1	-	-	1	2	3	1	1	-	-	-	-	1	-	1	17
Cockatoo-Collins, Che	-	2	-	1	1	1	-	-	2	1	1	2	1	-	-			-	2	-	-	-	2	1	17
Cornes, Chad	-	3	-	-	1	1	1	2	-	1	1	-	1	2	1	1	2	2	2	-	2	-	1	-	24
Cornes, Kane										1	1	1	-	-		-	-								3
Dew, Stuart	1	-	-	1	-	1	-	-	1	-	-	-	1	-	1	1	-	-	2	-	-	1	-	-	10
Francis, Fabian	-	1	-	-	1	-	-	-	-	-	-	-	-	-	1	-	2	1	1	-	-	3	1	-	11
Francou, Josh	1	3	4	2	2	-	1	1	3	-	-	1			-	1	-	-	1	3	2	2	1	1	29
French, Barnaby																				-	1	-		-	1
Guerra, Brent	-	-	-	-	1	-	1	-	-		-		-	4	1	1	2	-	1	-		1	4	2	18
Harwood, Mark																		1	1						2
James, Roger	-	-	1	1	-	-	1	-	1	1	-	-	-	1	-	-	-	2	1	2	-	-	-	-	11
Kingsley, Adam	-	-	1	-	2	2	1	1	-	1	-	1			2		1	1	-	-	-	-	-	-	13
Lockwood, Bowen	-	-											-				-								
Lyle, Brayden						-	-	-	-	1	-										-			-	1
Mead, Darren	-	1		-	2	-	1	-	1	-	-	3	1	2	1	-	-	1	-	2	1	-	1	-	17
Montgomery, Brett	1	1	-	1	-	-	1	1	1	1	2	1	2	3	1	1	-	1	-	1	1	1	1	-	22
Murray, Derek														2	-	-				1	-	-	-		3
Paxman, Stephen	-	1	2	1	1	1	-	1	-	-	2	-	-	1	1	-	1	1	-	1	-	-			14
Poulton, Jared	-		1									-	-	-	-		-	1							2
Primus, Matthew	2	-	7	3	3	1	5	3		1	2	1	2		1	4	2	3	1	-	5	1	3	3	53
Schofield, Jarrad	-	-	1	-	2	-	-	-	2	1	1	-	-	1	-	-	-	1	-	1	1	-	-	-	11
Steinberner, Nathan					-							-	2			-									2
Stevens, Nick	-	2	1	1	-	1	-	-	2	-	-	-	-	-	1	-	1	2	-	1	-	-	1	-	13
Tredrea, Warren		1	1	3	1	2	1	2	-	-	-	1	-	1	1	1	-	-	-	1	1	-	1	1	19
Wakelin, Darryl	1	2	-	1	1	-	-	-	-	-	-	-	-	1	-	-		-	-	-	1	-	1	2	10
Wanganeen, Gavin	1	1	-	-	-	-	-	-	-	-	-	-	-	1	1	-	4	1	-	-	-	-	1	-	10
Wilson, Michael	1	1	1	-	1	-	1	2	1	1	-														9
Totals	13	22	23	18	22	11	18	13	16	12	11	11	12	29	19	14	19	18	13	14	15	12	21	13	389
Opponent	BL	ES	AD	SK	GE	WB	WC	CW	ME	HW	SY	CA	KA	FR	RI	BL	ES	AD	SK	GE	WB	WC	BL	HW	
