Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ackland, Cain	-	-	1	-	1	-	2	-	-	-	1	-													5
Bassett, Scott			-	-										-		-							-	-	
Bishop, Matthew													-	-	-		-	-	-	-	-	-	-	-	
Brogan, Dean									-					-		-	-	-	1				-		1
Burgoyne, Peter	1	2	2	1	-	-	3	-	2	1		-	-	-	2	-	-		-	-	-	2	-	2	18
Carr, Josh	1	-	-	1	-	-	2	-	-	-	-	1	-	1	-	1	-	-	-	-	1	1	-	-	9
Cockatoo-Collins, Che	1	2	-	-	-	1	-	-	-	1	2	-	-	-	-			2	-	-	2	-	1	-	12
Cornes, Chad	1	-	2	1	1	1	-	5	-	1	3	-	-	2	-	1	-	-	-	4	-	1	1	2	26
Cornes, Kane										1	1	-	1	-		1	-								4
Dew, Stuart	-	-	-	2	3	-	1	-	1	1	-	1	-	1	-	2	4	-	1	-	-	2	-	-	19
Francis, Fabian	1	1	-	1	-	-	-	-	-	-	1	-	1	-	-	-	1	-	2	1	1	3	-	1	14
Francou, Josh	1	-	-	1	-	-	-	-	-	-	1	-			-	-	1	1	-	1	-	-	1	-	7
French, Barnaby																				-	2	-		-	2
Guerra, Brent	-	-	-	-	-	1	-	-	-		-		-	1	-	-	1	-	-	-		-	-	1	4
Harwood, Mark																		-	2						2
James, Roger	-	-	-	-	-	1	1	1	-	-	1	-	1	-	1	-	1	1	-	-	1	-	-	-	9
Kingsley, Adam	-	-	-	-	-	-	-	-	-	-	-	-			1		-	-	-	-	-	-	-	-	1
Lockwood, Bowen	-	-											-				-								
Lyle, Brayden						1	-	-	-	-	-										1			-	2
Mead, Darren	-	1		-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Montgomery, Brett	1	-	2	-	-	-	-	1	-	1	-	-	2	-	-	-	-	-	-	-	-	-	-	-	7
Murray, Derek														1	-	1				-	1	1	1		5
Paxman, Stephen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-			2
Poulton, Jared	-		-									-	1	-	-		-	-							1
Primus, Matthew	1	-	-	-	-	-	-	1		-	1	1	-		-	1	-	-	-	-	-	-	-	-	5
Schofield, Jarrad	1	-	1	-	1	-	1	1	-	-	-	2	1	-	1	1	1	-	1	1	1	1	-	-	15
Steinberner, Nathan					-							-	-			-									
Stevens, Nick	1	-	1	-	-	1	-	1	1	1	3	-	-	1	1	-	1	3	1	2	-	-	-	-	18
Tredrea, Warren		1	-	2	1	-	1	1	2	2	1	1	2	1	2	1	2	3	2	2	3	3	1	2	36
Wakelin, Darryl	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1
Wanganeen, Gavin	2	-	2	3	1	-	1	2	2	2	-	3	1	-	-	1	-	-	-	-	-	2	-	-	22
Wilson, Michael	-	-	-	-	1	-	-	-	-	-	-														1
Totals	12	7	12	12	9	6	13	13	8	11	15	9	10	8	8	10	12	10	10	12	14	16	5	8	250
Opponent	BL	ES	AD	SK	GE	WB	WC	CW	ME	HW	SY	CA	KA	FR	RI	BL	ES	AD	SK	GE	WB	WC	BL	HW	
