Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ackland, Cain	-	12	4	3	-	8	11	6	5	6	6	2													63
Bassett, Scott			-	-										-		-							-	-	
Bishop, Matthew													1	9	1		2	-	-	2	8	3	1	-	27
Brogan, Dean									10					10		10	2	3	6				10		51
Burgoyne, Peter	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-		-	-	-	-	-	-	
Carr, Josh	-	-	-	-	-	-	-	-	-	1	1	2	-	-	1	-	-	-	1	1	-	-	-	-	7
Cockatoo-Collins, Che	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Cornes, Chad	-	1	1	1	1	1	1	2	-	1	-	4	2	4	2	2	-	3	3	2	1	2	1	-	35
Cornes, Kane										-	-	-	-	-		-	-								
Dew, Stuart	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	2
Francis, Fabian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Francou, Josh	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	
French, Barnaby																				10	5	10		5	30
Guerra, Brent	-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	-	-		-	-	-	
Harwood, Mark																		1	-						1
James, Roger	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kingsley, Adam	-	-	-	-	-	-	-	-	-	-	-	-			-		-	-	-	-	-	-	-	-	
Lockwood, Bowen	1	-											-				-								1
Lyle, Brayden						-	-	-	-	-	-										-			-	
Mead, Darren	3	1		3	1	1	2	3	10	-	1	3	-	2	1	-	1	4	1	2	-	1	-	-	40
Montgomery, Brett	-	-	-	-	-	-	2	-	-	1	-	1	-	-	1	-	-	-	1	1	-	-	-	-	7
Murray, Derek														-	-	-				-	-	-	-		
Paxman, Stephen	-	1	1	-	-	1	-	-	1	-	1	-	1	-	-	-	-	-	-	-	-	-			6
Poulton, Jared	-		-									-	-	2	-		1	1							4
Primus, Matthew	24	20	13	24	28	28	23	42		32	27	30	15		16	18	20	23	18	26	14	7	21	19	488
Schofield, Jarrad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Steinberner, Nathan					-							-	-			-									
Stevens, Nick	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	1	-	1	4
Tredrea, Warren		-	2	3	-	1	-	-	-	-	-	-	-	3	-	1	-	-	-	-	-	1	-	-	11
Wakelin, Darryl	-	-	-	1	-	-	-	-	-	-	1	1	1	-	2	-		-	-	2	-	-	-	-	8
Wanganeen, Gavin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Wilson, Michael	-	-	-	1	-	-	-	-	-	-	-														1
Totals	28	35	21	36	30	40	39	53	27	41	38	43	20	30	25	31	26	36	30	46	28	25	33	25	786
Opponent	BL	ES	AD	SK	GE	WB	WC	CW	ME	HW	SY	CA	KA	FR	RI	BL	ES	AD	SK	GE	WB	WC	BL	HW	
