Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	EF	SF	PF	Tot
Ablett, Gary												2	2	1	5	-	6	3	3	3	2	1	-			28
Bairstow, Mark	3	1	3	-	-	2	-	4	2	1	6	3	5	2	3	3	2	2	1	-	-	-	-	-	1	44
Bews, Andrew						-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	2
Bourke, Damian	-	-	-	-	-	2	-	-	-	-	1	-	1	-			-	-			-	1		-	-	5
Brown, Paul								1	-	1	-				-	-	-	1	-							3
Brownless, Bill	1	2	11	-	5	1	4	1	6	6	4	7	3			3	4		4		3	6	8	2		81
Bruns, Neville	4		1	-	1															-	1	-	2	2	-	11
Christensen, Martin	-	-	-	-												-									-	
Couch, Paul	-	1	3	1	1		-	-	1	1	-	-	2	-	1	2	1	1	-	3	1	1	1	-	-	21
Darcy, Tim	1	-				1	2	-	-	-	-	-	-	2	3	1	1	5	1	1	1	1		-	-	20
Denham, Sean																				3	2	1	2	-		8
Exell, Gavin	2	4	5	5	1	3	1													2						23
Flanigan, Darren														-	-											
Fletcher, Adrian	-	-	-	2	-	-																				2
Forssman, Darren										1	-	-	-	2	-	2	-	-								5
Hinkley, Ken	-	-	-	-	1	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-		3
Hocking, Garry	3	-	1	2	2	3	1	1	-	3	-	3	2	3	1	3	5	-	1	1	-	1	2	3	-	41
Hocking, Steve							1	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	3
Hooper, Stephen	-	-	-	-	-	-									-	-	-	-	-	-			-		-	
Lamb, Jamie					-															-	1	-	-	-	-	1
Malakellis, Spiro	-	-	-	-			1	-	-										-			2	-			3
Malakellis, Tony		1	1	1	-	1																				4
Mansfield, Michael					-		-	6	-	4	2	-	-	1	1	2	2	2	1					2	1	24
McCrabb, Austin	-	-	-	-	-	-																				
Merriman, Russell								2	2	4	1	4	-	1	2	2	1	-	-						-	19
Neeld, Mark	1	-	-	-	1	-	4	-	2	-	-	-	-	-				-	-	-	1		-	3	2	14
Poole, Trevor						-					1	-	3	-	-	1	1	-	-	1	-	-	-	-	1	8
Rogers, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Russell, Dwayne	2	4	2	2	1	-	-	1	-																	12
Schulze, Michael							-	2	-	-	-	-	-	-	-											2
Scott, Robert	1	-	-				1	-	-	2															2	6
Simpson, Sean	-	2	-	-	-	-				-	1	1	1	-	-	1	-	-	-	1	-	-	-	-		7
Spencer, Trevor																-	-	-	-	-	1	-	-	-	-	1
Sterrett, Ray				-	-	-	1																			1
Stoneham, Barry	-	-	-	-	-	1	-	-	-	3	2	-	-	-	2	-	1	-	-	-	-	-	-	1	1	11
Wills, Andrew						-	1	-	1	-	1	-	-	-	-					1	-	1	-	-	-	5
Totals	18	15	27	13	13	14	17	18	14	27	20	20	19	13	18	20	24	14	12	17	13	16	15	13	8	418
Opponent	SK	FO	BB	CA	WC	SY	NM	CW	FI	AD	HW	ME	RI	ES	SK	FO	BB	CA	WC	SY	NM	CW	SK	HW	WC	
