Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	EF	SF	PF	Tot
Ablett, Gary												-	-	-	-	-	-	-	-	-	-	-	-			
Bairstow, Mark	1	-	-	-	-	-	-	2	-	-	3	3	3	-	2	1	-	-	-	-	-	-	-	-	-	15
Bews, Andrew						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bourke, Damian	3	-	3	-	-	-	2	-	2	2	-	-	-	1			-	-			-	3		-	-	16
Brown, Paul								-	-	-	-				-	-	2	-	-							2
Brownless, Bill	-	-	2	-	-	-	-	-	-	-	-	1	-			-	-		-		-	-	-	-		3
Bruns, Neville	2		-	-	-															-	-	-	-	-	-	2
Christensen, Martin	-	-	-	-												-									-	
Couch, Paul	-	-	-	-	-		-	-	-	-	1	-	-	2	3	-	-	-	-	2	3	-	-	-	-	11
Darcy, Tim	-	-				-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-		-	-	2
Denham, Sean																				-	-	-	-	-		
Exell, Gavin	-	-	-	-	-	-	-													-						
Flanigan, Darren														-	-											
Fletcher, Adrian	-	-	-	-	-	-																				
Forssman, Darren										-	-	-	-	-	-	-	-	-								
Hinkley, Ken	-	-	-	2	-	-	-	3	-	1	-	-	-	-	1	2	3	-	1	-	-	-	-	-		13
Hocking, Garry	-	-	1	-	-	-	-	-	-	3	-	2	2	3	-	3	1	2	2	-	-	-	-	-	-	19
Hocking, Steve							-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1
Hooper, Stephen	-	-	-	-	-	-									-	-	-	-	-	-			-		-	
Lamb, Jamie					-															-	-	-	-	-	-	
Malakellis, Spiro	-	-	-	-			-	1	-										-			-	-			1
Malakellis, Tony		-	-	-	-	-																				
Mansfield, Michael					-		-	-	-	-	-	-	-	-	-	-	-	-	-					-	-	
McCrabb, Austin	-	-	-	3	-	-																				3
Merriman, Russell								-	-	-	-	-	-	-	-	-	-	-	-						-	
Neeld, Mark	-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	-	-	-		-	-	-	
Poole, Trevor						-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rogers, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	2
Russell, Dwayne	-	-	-	-	-	-	-	-	-																	
Schulze, Michael							-	-	-	-	-	-	-	-	-											
Scott, Robert	-	1	-				-	-	-	-															-	1
Simpson, Sean	-	3	-	-	-	-				-	-	-	-	-	-	-	-	-	-	3	-	-	-	-		6
Spencer, Trevor																-	-	-	-	-	-	-	-	-	-	
Sterrett, Ray				-	-	1	-																			1
Stoneham, Barry	-	2	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	5
Wills, Andrew						-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-	
Totals	6	6	6	6	0	1	2	6	2	6	6	6	5	6	6	6	6	2	3	6	5	5	0	0	0	103
Opponent	SK	FO	BB	CA	WC	SY	NM	CW	FI	AD	HW	ME	RI	ES	SK	FO	BB	CA	WC	SY	NM	CW	SK	HW	WC	
