Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Ball, Luke								-	3	-	-		1	1	1	2		-	1	1	2		-	12
Beams, Dayne															-	1	-	3	1	2		-	1	8
Blair, Jarryd	1	-	1	3	1	-	-	-	-	-	1	-	-	-	1		-	-	-	-	-	1	-	9
Brown, Nathan	-	-	1	2	2	2	2	4	3	1	-	2	2	1	3		3	1	1	2	-	-	2	34
Clarke, Martin	2	4	1	-	1	1	-		-	3														12
Cloke, Travis	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	
Didak, Alan										2	1										1	2	-	6
Dwyer, Sam	-	-	1	1	1	-	1	1	-			2	1	-	2	1	1	1	-	1	-	-	-	14
Elliott, Jamie	-	-	-	-	-	-	-	1	-	-		-	-	2	2	-	-	-	-	-			-	5
Fasolo, Alex			-	-	-																			
Frost, Jack	3		-																					3
Goldsack, Tyson	2	-	2		-	5										1	1	1	1	4	2	3	1	23
Grundy, Brodie																	-	-	-	1	1	1	-	3
Hudson, Ben			2	-	1								1	1	1	1								7
Johnson, Ben	1	7	9																					17
Jolly, Darren	-	-				1	-	-	-	2	-	-												3
Keeffe, Lachlan																3	2	2	3	4	2	1	-	17
Kennedy, Ben						-	1	-	-	1	-	1	-	-			-				-	-		3
Krakouer, Andrew						-	-	-	-	-				-	-	-								
Lumumba, Heritier	2	4	3	3	1	3	2	7	4	4	2	3	4				3	3	2	2	2		3	57
Lynch, Quinten	-	-	2	-	-	-	-	-	-	-	1	-	-					3	3	-	-	-		9
Macaffer, Brent	1	-		2	1	2	4	-	3	3	-	1	-	1	-	-	-	2	1	-	-	-	2	23
Martin, Kyle										-	-	-	-											
Maxwell, Nick	6	4					-	5	1	2	3	1	3	2	1	4	3	-	2	1	2	2	5	47
Mooney, Caolan							-									-								
Oxley, Adam											-	2												2
Pendlebury, Scott	2	3	1	3	3	1	-	2	-	3	2	2	3	-	2	4	-	-	1	2	4	2	-	40
Reid, Ben	4	3	4	7	3	3	3	-	3	-	4	1		1	1	1	-	1	-	-	1	1	-	41
Russell, Jordan	5	4	3	2	3			3	7				2									1		30
Seedsman, Paul		-		-	1	5	4	4	1	2	-	5	7	1	2	1					4	-	2	39
Shaw, Heath		1	-	4	5	4	4			6	8	7	3	7	5	5	4	4	4	4	5	2	-	82
Sidebottom, Steele	-	1	1	-	1	1	1	1	2	-	2	1	3	-	5	3	1	5	-	2	1	2	3	36
Sinclair, Ben	-	-	-	-	-						1	1	3	1	1	-	2	3	1	1				14
Swan, Dane	2	6	2	5	3	1	-	2	1	1	-	4	-	3	2	1	2	3	3	1	2	3	2	49
Thomas, Dale			1	-	2	3	5																	11
Thomas, Josh	4			-		-	1	-		1	1	2	-	1	1	2	-	-	-	1	4	3	-	21
Toovey, Alan	2	1	2	2	2																			9
Williams, Marley								1	-	3	-	3	3	1	3	4	1	5	4	4	5	6	4	47
Witts, Jarrod						-		-	-					-	-	-	-							
Young, Clinton														1	4									5
Totals	37	38	36	34	31	32	28	31	28	34	26	38	36	24	37	34	23	37	28	33	38	30	25	738
Opponent	NM	CA	HW	RI	ES	SK	FR	GE	SY	BL	ME	WB	PA	CA	AD	GC	GW	ES	SY	HW	WC	NM	PA	
