Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Ball, Luke								-	-	-	-		-	-	-	-		-	-	-	-		-	
Beams, Dayne															2	-	-	1	-	-		-	-	3
Blair, Jarryd	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1
Brown, Nathan	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-		-	-	-	-	2	-	-	4
Clarke, Martin	-	2	-	1	-	-	-		1	-														4
Cloke, Travis	-	-	-	-	-	-	-	-	-		-	1	-	-	-	-	-	-	-	-	-	-	-	1
Didak, Alan										2	-										-	-	-	2
Dwyer, Sam	-	4	-	-	-	-	1	2	-			-	1	-	-	3	-	-	-	2	-	-	-	13
Elliott, Jamie	-	2	1	2	-	1	-	-	1	-		-	-	-	-	-	1	-	-	2			3	13
Fasolo, Alex			-	-	-																			
Frost, Jack	-		-																					
Goldsack, Tyson	-	-	-		-	1										1	-	-	-	-	-	-	-	2
Grundy, Brodie																	-	-	-	-	-	-	-	
Hudson, Ben			-	-	-								-	-	-	-								
Johnson, Ben	1	-	-																					1
Jolly, Darren	-	-				1	-	-	-	-	-	-												1
Keeffe, Lachlan																-	-	-	-	-	-	-	-	
Kennedy, Ben						1	-	-	-	1	1	1	-	-			-				1	1		6
Krakouer, Andrew						-	-	-	-	-				-	-	-								
Lumumba, Heritier	-	-	-	2	2	1	1	1	6	1	2	2	2				2	2	-	2	-		2	28
Lynch, Quinten	-	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	-		
Macaffer, Brent	-	-		-	1	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	4
Martin, Kyle										-	-	1	-											1
Maxwell, Nick	-	1					-	-	1	1	-	-	1	-	6	-	-	-	-	-	-	1	-	11
Mooney, Caolan							-									-								
Oxley, Adam											1	2												3
Pendlebury, Scott	-	-	-	-	4	-	-	-	-	-	-	1	-	-	-	1	-	-	4	-	-	2	-	12
Reid, Ben	-	-	-	-	4	-	1	-	1	-	-	-		-	-	1	-	-	-	-	-	-	-	7
Russell, Jordan	-	-	-	-	-			-	-				-									-		
Seedsman, Paul		-		2	-	3	2	2	1	1	3	-	-	1	4	1					1	3	1	25
Shaw, Heath		4	1	2	9	6	4			5	10	1	3	4	6	2	10	1	-	1	7	1	-	77
Sidebottom, Steele	-	-	-	-	6	-	-	-	1	-	-	1	-	-	3	-	2	3	1	2	-	1	-	20
Sinclair, Ben	-	1	-	1	-						-	2	-	2	2	1	1	1	4	-				15
Swan, Dane	1	2	-	2	1	3	1	-	1	1	3	8	1	4	-	-	1	1	3	2	1	1	2	39
Thomas, Dale			1	1	3	2	-																	7
Thomas, Josh	-			-		-	-	-		-	-	1	-	-	-	-	-	-	-	-	-	1	-	2
Toovey, Alan	2	-	-	1	1																			4
Williams, Marley								-	-	3	-	1	2	-	2	7	10	2	-	2	2	3	1	35
Witts, Jarrod						-		-	-					-	-	-	1							1
Young, Clinton														-	3									3
Totals	5	17	3	14	31	22	10	5	13	15	20	22	10	11	28	17	28	12	12	13	14	14	9	345
Opponent	NM	CA	HW	RI	ES	SK	FR	GE	SY	BL	ME	WB	PA	CA	AD	GC	GW	ES	SY	HW	WC	NM	PA	
