Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	-						-	-	-	-	1	-										-		1
Bartlett, Trent	-	-	-	1	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Brown, Nathan	1	-	-	-	-	-	2	3	2	2	4	1	1	4	-	2	-	1	1	-	4	3	5	36
Contessa, Adam			-	-	2	-	-	-	1	-	1	-	-	4	-	-	-	-	-	1	2	1	-	12
Cox, Simon	-	-	-	-	-	2	-	-	-								-		-	-	-	-	-	2
Croft, Matthew	-	-					-	-	-	-	2	-	-	-	-	-	-	-	1	-	-	-	-	3
Curley, Todd	-	1	1	-	-	-	1	-	1	-	-	3	-	3	3	1	-	-		2	1	2	-	19
Darcy, Luke	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-							-	1
Dent, Matthew							-							-	-	1	-	-						1
Dimattina, Paul		1	1	2	-			1	-	-	1	-	1	13	-	-			-					20
Dooley, Paul								-	-								-	-	-	-	-	-		
Eagleton, Nathan	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	2	-	6
Ellis, Craig			-	-	-	-	-	-	-	-	1	-	-											1
Garlick, Simon	1	-	-	-	1	-	1	-	-	-	-	-	-	-		2	-	-	-	-	-	-	2	7
Grant, Chris	-	-	-	-		-	-	2	-	-	-	-	-	-						-	-	-	-	2
Hahn, Mitch										-	-	1	-						-	-	-	-		1
Hudson, Paul	1	1	-	-			-	-	1	-	1	-	-	-	-	-	3	-	-	-	3	-	1	11
Hunter, Kingsley	1	2	-	2	-	1	4	5	4	1	2	1	4	-			-						-	27
Johnson, Brad	1		1	-	-	-	4	-	1	2	-	2	3	-	-	4	9	3	2	11	-		-	43
Kolyniuk, Steven	-	-		-	-	-				-					-			-		-	-	1	-	1
Kretiuk, Steven	-	-		2	-	-								1	-	-	-	-	-		-	-	-	3
Liberatore, Tony	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	2
Macri, Christin					-		-																	
Mahoney, Josh			-		-	-																	1	1
Murphy, Robert																			-	-	-			
Penny, Luke													-	-	-	-	-	1	-	-				1
Plunkett, Jim	-	-	-												-	-	-	-				-		
Robbins, Matthew						-									2	1	1	-	1	-	-	-	1	6
Romero, Jose	2	-			1	1	-	1	1	-	-	1	3	-	-	-	2	1	-	2	4	3	2	24
Smith, Rohan	1	1	3	1	1	4	1	-	1	2	-	-	-	-	5	2	1	3	1	2	-	-	1	30
Southern, Daniel	-	-	5	-	1	2	-																	8
West, Scott	-	-	-	-	-	-	-	1	1	-	-	-	-	3	-	-	1	-	-	-	-	1	-	7
Wiggins, Patrick															-	-			-					
Wills, Andrew		-	-	-				-	-		2	-	-	-				-						2
Wynd, Scott	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	9	6	12	8	6	10	13	13	15	7	15	9	12	28	10	14	17	10	6	18	15	13	13	279
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
