Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	3						4	13	8	2	15	3										8		56
Bartlett, Trent	6	16	3	14	1	11	6			12	16	8	8	6	7	6	8	6	9	4	10	14	6	177
Brown, Nathan	33	24	22	20	15	14	19	28	24	26	17	27	22	28	18	22	16	17	29	27	32	35	27	542
Contessa, Adam			21	5	14	12	24	2	21	11	18	13	9	20	18	20	22	14	4	17	14	19	16	314
Cox, Simon	1	4	10	10	10	15	3	11	3								7		16	17	26	20	18	171
Croft, Matthew	6	7					7	10	12	21	19	9	15	11	14	14	22	8	17	8	9	12	12	233
Curley, Todd	14	16	15	21	7	13	14	12	7	10	11	12	18	14	25	19	21	4		12	10	15	9	299
Darcy, Luke	14	10	24	20	15	17	19	9	15	22	19	11	19	22	18	8							9	271
Dent, Matthew							16							7	10	17	21	15						86
Dimattina, Paul		13	22	19	19			6	11	9	21	15	15	26	33	3			3					215
Dooley, Paul								2	4								5	8	2	1	5	7		34
Eagleton, Nathan	14	10	10	9	12	22	17	23	11	16	4	17	18	9	12	15	18	10	19	13	9	12	13	313
Ellis, Craig			8	13	10	10	7	11	15	15	16	14	6											125
Garlick, Simon	10	13	18	16	3	7	14	9	14	11	19	12	10	13		10	10	19	15	15	9	7	23	277
Grant, Chris	21	20	19	3		10	15	19	14	20	14	10	9	11						16	29	19	14	263
Hahn, Mitch										2	7	5	1						15	10	13	9		62
Hudson, Paul	15	20	9	3			7	15	14	13	17	5	6	8	11	18	7	10	13	13	13	5	9	231
Hunter, Kingsley	11	13	10	14	11	10	11	23	19	15	16	11	14	16			3						5	202
Johnson, Brad	19		23	14	25	20	29	11	26	31	16	25	22	19	20	32	19	22	15	36	24		19	467
Kolyniuk, Steven	12	12		5	8	11				10					6			3		9	6	8	2	92
Kretiuk, Steven	15	17		10	13	-								9	8	17	5	9	4		14	15	5	141
Liberatore, Tony	29	16	11	14	12	22	9	8	25	20	28	16	22	18	23	19	13	14	23	23	21	24	24	434
Macri, Christin					5		4																	9
Mahoney, Josh			4		4	3																	18	29
Murphy, Robert																			13	-	7			20
Penny, Luke													2	4	5	10	13	14	10	2				60
Plunkett, Jim	12	13	3												9	6	11	5				5		64
Robbins, Matthew						12									15	16	17	15	19	16	1	5	6	122
Romero, Jose	25	23			13	18	30	30	23	24	29	16	28	9	26	27	23	30	32	28	33	34	22	523
Smith, Rohan	24	16	10	23	15	21	21	16	8	14	15	11	12	16	23	14	23	22	13	15	5	21	21	379
Southern, Daniel	7	6	13	8	6	9	7																	56
West, Scott	33	16	31	19	29	29	27	28	38	26	31	33	33	33	24	26	15	38	26	33	30	33	26	657
Wiggins, Patrick															1	-			1					2
Wills, Andrew		7	5	-				8	4		12	6	8	1				13						64
Wynd, Scott	8	10	7	9	9	7		10	9	4	5	6	9	4	9	6	11	15	10	15	16	16	8	203
Totals	332	302	298	269	256	293	310	304	325	334	365	285	306	304	335	325	310	311	308	330	336	343	312	7193
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
