Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	3						2	9	6	1	12	2										5		40
Bartlett, Trent	4	9	2	12	-	5	2			6	7	6	5	2	5	4	7	3	3	3	3	11	4	103
Brown, Nathan	19	15	15	11	13	7	13	17	14	13	9	20	13	18	11	12	11	11	20	14	20	21	15	332
Contessa, Adam			11	5	9	7	8	2	9	9	6	8	-	13	13	11	11	7	1	8	6	10	10	164
Cox, Simon	-	3	9	9	8	12	2	6	3								5		13	12	21	14	12	129
Croft, Matthew	4	3					4	8	6	12	12	4	6	8	11	9	13	7	9	4	6	5	7	138
Curley, Todd	11	12	14	15	7	11	10	10	5	3	9	11	15	10	19	13	15	4		4	7	12	6	223
Darcy, Luke	11	9	15	13	12	15	12	5	6	16	8	6	11	12	13	5							3	172
Dent, Matthew							10							5	8	11	14	10						58
Dimattina, Paul		9	16	13	16			4	9	6	15	9	11	19	21	2			1					151
Dooley, Paul								1	1								4	5	1	-	2	4		18
Eagleton, Nathan	12	8	7	6	11	16	15	16	6	12	2	12	15	5	5	10	15	8	13	11	8	8	10	231
Ellis, Craig			5	9	6	5	5	5	7	9	11	12	4											78
Garlick, Simon	6	9	12	10	3	3	5	6	10	7	14	7	9	6		9	8	13	12	9	7	4	16	185
Grant, Chris	16	11	12	1		7	11	14	11	18	10	9	7	6						13	26	12	9	193
Hahn, Mitch										-	4	3	-						10	6	4	4		31
Hudson, Paul	12	12	6	3			4	11	11	10	14	4	2	4	7	14	7	7	7	6	11	4	4	160
Hunter, Kingsley	9	9	6	8	7	9	7	16	13	9	14	8	13	16			2						5	151
Johnson, Brad	12		17	10	21	13	20	8	17	28	11	22	16	15	16	24	14	18	12	21	19		12	346
Kolyniuk, Steven	11	11		3	7	9				9					4			2		6	6	8	1	77
Kretiuk, Steven	6	13		6	9	-								6	4	3	3	5	2		10	6	3	76
Liberatore, Tony	9	4	2	4	7	5	6	4	12	11	11	10	11	9	9	10	8	5	12	13	15	13	14	204
Macri, Christin					2		2																	4
Mahoney, Josh			2		3	-																	7	12
Murphy, Robert																			8	-	5			13
Penny, Luke													1	3	4	5	8	9	7	2				39
Plunkett, Jim	8	7	2												5	3	7	5				3		40
Robbins, Matthew						8									10	13	15	9	12	12	1	4	4	88
Romero, Jose	10	12			4	6	18	16	15	17	14	13	17	7	19	16	17	20	20	20	19	22	11	313
Smith, Rohan	16	14	8	18	11	16	13	9	6	12	12	7	9	9	14	11	16	16	7	13	5	15	14	271
Southern, Daniel	5	3	7	5	3	5	4																	32
West, Scott	23	7	13	11	18	12	13	15	19	14	10	20	17	19	10	16	5	18	16	10	13	24	8	331
Wiggins, Patrick															1	-			-					1
Wills, Andrew		6	3	-				7	2		10	5	6	1				7						47
Wynd, Scott	4	5	1	3	4	3		3	5	-	4	2	5	-	2	2	5	6	3	4	5	5	4	75
Totals	211	191	185	175	181	174	186	192	193	222	219	200	193	193	211	203	210	195	189	191	219	214	179	4526
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
