Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	1						3	8	4	1	11	2										6		36
Bartlett, Trent	3	8	2	8	-	6	1			6	7	4	5	4	2	-	6	2	3	1	5	8	3	84
Brown, Nathan	22	18	10	14	11	9	17	20	12	24	11	19	13	21	10	18	11	9	15	21	24	24	22	375
Contessa, Adam			8	3	10	7	11	1	14	9	13	5	3	13	12	14	9	7	2	12	9	12	7	181
Cox, Simon	-	4	8	8	3	14	1	4	2								4		12	11	17	15	11	114
Croft, Matthew	4	3					3	6	5	8	12	4	4	8	8	8	10	3	5	4	6	8	7	116
Curley, Todd	8	11	12	13	2	9	11	9	6	7	8	9	13	12	17	13	16	3		5	6	13	8	211
Darcy, Luke	5	7	8	11	7	10	10	8	7	14	9	2	6	12	10	3							6	135
Dent, Matthew							10							7	9	12	17	10						65
Dimattina, Paul		9	13	12	11			4	9	7	15	5	13	20	19	3			1					141
Dooley, Paul								2	3								2	3	2	-	3	6		21
Eagleton, Nathan	5	8	8	5	7	17	12	16	9	13	2	8	11	8	4	7	10	8	9	13	6	9	6	201
Ellis, Craig			5	9	4	5	6	6	8	8	11	6	2											70
Garlick, Simon	8	9	9	10	2	2	9	4	8	5	13	6	8	7		9	10	9	7	11	7	4	18	175
Grant, Chris	8	9	8	2		5	7	12	3	9	8	3	3	5						12	15	11	7	127
Hahn, Mitch										2	2	4	1						7	6	8	3		33
Hudson, Paul	12	13	7	1			3	5	11	11	10	2	2	5	7	8	6	7	9	7	7	3	5	141
Hunter, Kingsley	3	8	6	9	8	5	5	13	10	9	11	8	10	8			2						4	119
Johnson, Brad	11		15	9	16	10	21	4	21	21	13	14	11	11	15	20	12	17	10	25	14		8	298
Kolyniuk, Steven	7	8		4	5	10				5					4			3		5	3	6	1	61
Kretiuk, Steven	11	8		3	8	-								3	1	8	4	3	-		6	10	3	68
Liberatore, Tony	13	8	7	6	3	8	5	5	13	14	14	6	15	10	13	12	3	8	16	15	17	15	15	241
Macri, Christin					1		3																	4
Mahoney, Josh			1		1	1																	8	11
Murphy, Robert																			10	-	6			16
Penny, Luke													2	2	4	3	7	6	5	2				31
Plunkett, Jim	10	8	1												4	4	6	4				3		40
Robbins, Matthew						6									7	9	13	6	10	11	-	4	4	70
Romero, Jose	21	17			6	11	18	21	15	16	22	13	19	6	20	16	18	19	20	24	20	25	15	362
Smith, Rohan	20	11	6	11	8	13	16	10	5	10	10	5	7	12	14	11	15	14	9	13	4	16	19	259
Southern, Daniel	5	6	10	3	2	2	6																	34
West, Scott	20	10	17	15	20	13	15	17	17	13	17	14	21	21	13	14	4	28	12	13	14	27	7	362
Wiggins, Patrick															-	-			-					
Wills, Andrew		4	3	-				5	3		9	4	4	-				5						37
Wynd, Scott	1	3	1	3	2	3		-	3	1	1	3	2	1	3	3	2	6	3	5	6	12	3	67
Totals	198	190	165	159	137	166	193	180	188	213	229	146	175	196	196	195	187	180	167	216	203	240	187	4306
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
