Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	2						2	5	3	1	4	1										2		20
Bartlett, Trent	3	9	1	9	1	5	5			6	9	4	3	2	6	6	3	4	6	3	6	6	4	101
Brown, Nathan	10	6	10	4	3	4	2	9	11	3	5	6	9	7	7	4	5	8	11	4	9	9	6	152
Contessa, Adam			14	2	6	5	14	1	4	2	5	5	7	7	6	6	13	8	3	4	6	5	6	129
Cox, Simon	1	-	3	2	7	2	1	6	1								3		4	6	4	5	6	51
Croft, Matthew	2	4					3	5	6	14	7	4	12	3	7	6	11	4	12	3	2	5	5	115
Curley, Todd	4	6	2	8	5	5	3	4	2	4	3	2	7	2	7	7	4	-		6	5	3	5	94
Darcy, Luke	9	6	16	9	8	8	10	1	8	8	10	9	12	10	8	3							4	139
Dent, Matthew							6							-	1	5	5	4						21
Dimattina, Paul		5	10	7	8			2	2	2	6	12	4	6	13	-			2					79
Dooley, Paul								-	1								4	5	-	1	2	2		15
Eagleton, Nathan	8	2	2	6	5	6	4	8	3	4	2	8	8	1	8	9	9	2	12	2	2	6	3	120
Ellis, Craig			4	3	6	6	-	4	7	6	4	6	4											50
Garlick, Simon	2	5	10	6	1	5	5	5	5	6	5	7	1	5		2	2	9	8	5	2	3	6	105
Grant, Chris	12	11	12	2		5	9	6	10	10	6	8	8	7						4	14	10	7	141
Hahn, Mitch										-	4	1	-						8	4	6	5		28
Hudson, Paul	4	7	1	2			4	8	4	1	7	3	5	2	4	9	1	3	3	5	6	2	4	85
Hunter, Kingsley	7	5	4	5	2	4	5	9	9	5	4	4	3	7			1						1	75
Johnson, Brad	6		5	4	7	9	8	7	7	5	3	8	9	7	4	10	7	5	6	10	9		11	147
Kolyniuk, Steven	5	4		1	3	2				5					2			-		4	2	2	1	31
Kretiuk, Steven	4	6		7	3	-								6	7	9	1	6	4		8	4	2	67
Liberatore, Tony	17	7	4	10	8	13	5	3	13	7	14	9	10	8	11	7	10	6	9	9	4	10	9	203
Macri, Christin					4		2																	6
Mahoney, Josh			3		3	2																	10	18
Murphy, Robert																			3	-	1			4
Penny, Luke													1	2	1	6	6	8	5	-				29
Plunkett, Jim	2	5	2												5	2	6	1				2		25
Robbins, Matthew						5									7	6	3	9	8	6	1	-	2	47
Romero, Jose	9	5			7	8	11	11	6	7	8	3	10	3	5	11	6	8	8	5	12	8	8	159
Smith, Rohan	4	5	2	11	8	8	7	6	5	4	6	6	4	4	10	3	6	7	5	2	1	5	2	121
Southern, Daniel	2	2	1	5	4	6	1																	21
West, Scott	12	7	15	5	9	16	16	12	21	14	14	15	14	11	10	12	11	10	15	20	14	7	18	298
Wiggins, Patrick															1	-			1					2
Wills, Andrew		4	2	1				3	1		5	1	3	1				7						28
Wynd, Scott	9	7	7	6	7	4		10	6	3	4	2	7	3	6	3	10	9	7	9	10	4	5	138
Totals	134	118	130	115	115	128	123	125	135	117	135	124	141	104	136	126	127	123	140	112	126	105	125	2864
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
