Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	-						-	-	-	-	-	-										-		
Bartlett, Trent	-	-	-	2	-	1	-			-	1	2	-	-	3	2	1	-	-	2	2	2	2	20
Brown, Nathan	1	1	1	-	-	-	-	-	-	1	1	1	1	2	3	-	1	2	1	-	1	-	-	17
Contessa, Adam			1	-	-	1	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	1	-	5
Cox, Simon	-	-	1	1	3	1	-	1	-								1		-	1	1	-	1	11
Croft, Matthew	-	-					1	1	-	3	2	-	2	-	2	4	2	1	5	2	2	2	-	29
Curley, Todd	1	-	-	2	2	-	-	-	-	-	-	-	1	-	2	1	1	-		-	1	-	-	11
Darcy, Luke	4	-	5	1	1	4	-	-	2	2	3	2	-	2	2	2							-	30
Dent, Matthew							-							-	-	1	-	-						1
Dimattina, Paul		-	-	-	1			-	-	-	-	1	-	-	1	-			-					3
Dooley, Paul								-	-								1	-	-	-	1	1		3
Eagleton, Nathan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	1	-	-	1	-	4
Ellis, Craig			2	-	1	-	-	3	-	-	1	2	2											11
Garlick, Simon	-	-	1	-	-	-	-	-	-	-	-	2	-	-		-	-	2	-	1	-	-	-	6
Grant, Chris	5	1	1	-		-	-	3	-	4	2	3	1	1						2	5	-	2	30
Hahn, Mitch										-	1	-	-						-	-	1	1		3
Hudson, Paul	-	-	-	-			1	3	2	-	2	2	-	-	1	2	-	-	-	-	-	-	1	14
Hunter, Kingsley	2	1	-	2	-	-	1	-	-	-	-	1	-	4			-						-	11
Johnson, Brad	-		-	-	2	1	1	2	-	-	1	1	2	1	2	2	1	-	-	1	3		1	21
Kolyniuk, Steven	1	1		-	-	-				1					-			-		1	1	-	-	5
Kretiuk, Steven	1	1		1	-	-								1	1	1	-	-	-		1	1	-	8
Liberatore, Tony	-	-	-	-	-	2	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Macri, Christin					1		1																	2
Mahoney, Josh			1		3	1																	-	5
Murphy, Robert																			-	-	-			
Penny, Luke													-	-	1	1	-	2	-	-				4
Plunkett, Jim	-	-	-												-	-	1	1				-		2
Robbins, Matthew						-									1	-	-	1	-	-	1	-	-	3
Romero, Jose	-	-			-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	2	3
Smith, Rohan	1	1	-	-	2	-	-	-	-	-	2	1	-	-	2	-	1	-	-	1	-	1	1	13
Southern, Daniel	-	-	-	1	-	3	-																	4
West, Scott	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	2
Wiggins, Patrick															-	-			1					1
Wills, Andrew		-	-	-				-	-		-	-	-	-				-						
Wynd, Scott	-	-	1	-	1	-		3	-	-	-	1	2	-	-	-	1	1	1	1	2	-	1	15
Totals	16	6	14	10	18	14	5	16	5	11	16	20	11	13	22	17	11	11	9	12	22	10	11	300
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
