Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Alvey, Mark	-						2	4	2	1	3	1										3		16
Bartlett, Trent	2	7	1	2	1	6	4			6	9	2	3	4	2	2	1	3	6	1	7	3	2	74
Brown, Nathan	14	9	7	9	2	7	6	11	10	13	8	7	9	10	7	10	5	6	9	13	12	14	12	210
Contessa, Adam			10	-	5	5	16	-	12	2	12	5	9	7	5	9	11	7	3	9	8	9	6	150
Cox, Simon	1	1	1	1	2	3	1	5	-								2		3	5	5	6	6	42
Croft, Matthew	2	4					3	2	6	9	7	5	9	3	3	5	9	1	8	4	3	7	5	95
Curley, Todd	3	4	1	6	-	2	4	2	2	7	2	1	3	4	6	6	6	-		8	3	3	3	76
Darcy, Luke	3	1	9	7	3	2	7	4	9	6	11	5	8	10	5	3							6	99
Dent, Matthew							6							2	2	6	7	5						28
Dimattina, Paul		4	6	6	3			2	2	3	6	6	4	7	12	1			2					64
Dooley, Paul								1	3								1	3	1	1	3	3		16
Eagleton, Nathan	2	2	3	3	1	6	2	7	5	4	2	5	3	4	7	5	3	2	6	2	1	4	3	82
Ellis, Craig			3	4	4	5	2	6	8	6	5	2	2											47
Garlick, Simon	4	4	6	6	-	4	9	3	4	4	5	5	1	7		1	2	6	3	6	2	3	7	92
Grant, Chris	5	9	7	2		3	4	5	3	2	4	1	2	5						3	3	7	5	70
Hahn, Mitch										2	3	2	1						5	4	9	5		31
Hudson, Paul	3	8	3	-			3	4	3	3	3	1	4	4	4	4	-	3	6	7	2	1	5	71
Hunter, Kingsley	2	4	4	6	4	1	4	7	6	6	2	3	1	-			1						-	51
Johnson, Brad	7		6	4	4	7	9	3	9	3	5	3	6	4	4	8	5	4	3	15	5		7	121
Kolyniuk, Steven	1	1		2	1	2				1					2			1		3	-	-	1	15
Kretiuk, Steven	9	4		4	4	-								3	4	14	2	4	2		4	9	2	65
Liberatore, Tony	20	12	9	10	5	17	3	4	13	9	17	6	11	9	14	9	5	9	11	10	6	11	10	230
Macri, Christin					3		2																	5
Mahoney, Josh			2		1	3																	11	17
Murphy, Robert																			5	-	2			7
Penny, Luke													1	1	1	5	5	5	3	-				21
Plunkett, Jim	4	6	1												4	3	4	-				2		24
Robbins, Matthew						4									5	3	2	6	7	4	-	1	2	34
Romero, Jose	15	11			9	12	12	14	8	7	15	3	11	2	7	11	6	10	12	8	14	12	11	210
Smith, Rohan	8	2	2	5	4	5	8	7	2	2	3	4	3	7	9	3	7	6	6	2	-	6	7	108
Southern, Daniel	2	3	6	3	3	4	3																	24
West, Scott	10	9	18	8	11	17	14	13	19	12	21	13	16	14	14	10	10	20	10	23	17	9	18	326
Wiggins, Patrick															-	-			1					1
Wills, Andrew		1	2	-				1	2		2	1	2	-				6						17
Wynd, Scott	4	5	6	6	5	4		7	4	4	1	4	4	4	7	4	6	9	7	11	11	11	4	128
Totals	121	111	113	94	75	119	124	112	132	112	146	85	113	111	124	122	100	116	119	139	117	129	133	2667
Opponent	AD	BL	PA	CA	CW	ES	HW	WC	SK	SY	FR	ME	GE	RI	KA	AD	BL	PA	CA	CW	ES	HW	BL	
