Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Anthony, John		-		-	-					-															
Ballantyne, Hayden	2			-	-	-	-	-	2	-	-		-	-	-	2	1	-	-	-	-	2	1	-	10
Barlow, Michael	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	2
Bradley, Kepler	-	-	-											-	-	-	-	-	-	-	-		-		
Broughton, Greg	-	-	1	-	-	-	-	2	-	1	-	1	-	-	-										5
Clarke, Zac	-	-	-	-	-	-	-	-	-	-		-	-			-					-			-	
Crichton, Jesse									1	1	-	-													2
Crowley, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Crozier, Hayden										-	-	-													
Dawson, Zac	-	-	-	-	-	-	-	-	-	-	-							-	-	-	-	-	-	-	
Duffield, Paul	-	-	-	-	-	-	1	-	-	-				-	1	-	-	1	1	-	1	-	1	-	6
Fyfe, Nat	1	-	-		-												-	-		-	-	-	-	-	1
Griffin, Jonathon					-	-			-		-	-	-	2	-	-	-	-	-			-			2
Grover, Antoni														-											
Hill, Stephen	2	2	-	1	1	-	1	2	2	2	-			1	6	2	2	1	1	-	1	1	-	1	29
Ibbotson, Garrick	-	-	-	-	-	1	-	-		-	-	2	1	-	-	2	-	-	-	-	-	-	-	-	6
Johnson, Michael	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	1	1	-	-	-	4
Lower, Nick												-	-	-											
Mayne, Chris	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-		-	-	-	-	-	2	-	-	4
McPharlin, Luke	-	-	4	1	-	-	1	-	-	1	-	-	-	1	1	7	2	2		3	-	-			23
McPhee, Adam	-	2	-	-	-	-	-				-	-	-	1	-	-	-	1	-	-	-	-	-	-	4
Mellington, Josh	-	-	-																						
Mundy, David			-	-	2	1	-	-	1	-	-	-	2	-	-	2	-	-	-	-	-	2	-	-	10
Mzungu, Tendai	-	2	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Neale, Lachie				-	-	-	-	-	-	-	-	-	-						-						
Pavlich, Matthew	-	-	-	-	1	-	1	-	1	-	-	-	-	-	-	-	-	1	-	2		-	1	-	7
Pearce, Clancee	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
Pitt, Jayden												-	-												
Roberton, Dylan						-	-	-					-	-	-	1	-	-	1						2
Sandilands, Aaron	-	-	-	-			-	-	-	-	-									-	-	-	-	-	
Sheridan, Tom																						-			
Silvagni, Alex									-			-	-										-	-	
Spurr, Lee						-	-	1							2	-	-	-	1	-	-	-	-	-	4
Suban, Nick	-	-	1	-							-	4	1			-			-	-	-	-	-	-	6
Sutcliffe, Cameron														-	-	1	-								1
Walters, Michael															-	1	-	-	-	2	1	-	-	-	4
de Boer, Matthew	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	1	-		-	-	3
van Berlo, Jay								-	-																
Totals	5	7	6	2	4	5	4	5	10	7	1	8	4	5	10	19	5	6	4	9	4	7	3	1	141
Opponent	GE	SY	BL	SK	CA	GC	PA	HW	WC	AD	RI	ES	CW	WB	ME	GW	PA	WC	AD	RI	NM	ME	GE	AD	
