Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Armstrong, Steven													2				1	5	3	-		1	3	6	1	1	23
Banfield, Drew									1	-	-	-	1		-	1	4			2	1	4	1		1	-	16
Braun, Michael	1	4	5	7	2	9	3	11	3	2	4	7		1	2	6	6	3	5	6	1	2	4	3	4	10	111
Butler, Sam													2	4	2	4	6	3	1	5	2	8	2	1	1	2	43
Chick, Daniel	-		3	1	1	-	2	2	2	-	1	1	1	1		-	-	3	1		1	3	1	2	1	2	29
Cousins, Ben	4	5	2				4	6	8	4	8	3	2	2	1		5	10	3	5	11	4	6	4	6	2	105
Cox, Dean	2	7	2	2	-	-	1	2	-	1	2	-	-						4	7	-	2	1	1	6	2	42
Embley, Andrew	8	3	3	2	5	3	7	10	6	2	5	4	3	4	-	4		3	2	5	2			2	4	4	91
Fletcher, Chad	3	6	5	3	2	6	5	2	2	2	2	3	6	4	3			2	3	8	3	9	4	5	4	2	94
Gardiner, Michael													2	2	2												6
Glass, Darren	-	-	-	1	-	-	-	1	-	-	-	-	1	-		-	-	1	-	-	-	-	-	-	-	-	4
Graham, Jaymie	-	-	2	-	2	3	2	1	2	1	1	1	2	3	3	4	1	-	1	2	-	1	1		2		35
Hansen, Ashley	2						3	3	-	1	2			4	5		4	2	-					3	7	2	38
Hunter, Adam	2	1	1	1	-	1	1	-	-	1	3	3	2	2	1	-					2	1	-	3	-	-	25
Hurn, Shannon					2	1		-				-			1	2											6
Jones, Brett		-		1	4	-									-	-	1	-		2	2	-	2	3	1	2	18
Jones, Rowan	2	4	5	2	4	-	3			3	3	1	1		2	1	1	2	2	1	2	4	2	-	-	-	45
Judd, Chris	8	3	3	7	7	11	9	3	6				3	6	6	5	3	2	5	2	5	3	3	7	3	5	115
Kerr, Daniel	3	3	1	1		3	7	4	3	7	2	-	-	5		4	5	4	4	1				4	1	4	66
LeCras, Mark														-	2							1	-				3
Lynch, Quinten	1	1	6	6	5	1	-	3	1	1	1	3	7	3	3	4	2	4	4	2	3	7	3	6	3	2	82
McDougall, Andrew																2											2
Morton, Mitch																	2										2
Nicoski, Mark	4	3	4	3			6	2	2	2	1	4	2	1													34
Priddis, Matt										2		2															4
Rosa, Matt		2	2	3	4	2	5	4	1	4	-		-			2						5	-	3			37
Sampi, Ashley	1	-	2	-	2	2	-										2	2	2	-	3						16
Seaby, Mark	-	-	-	-	2	1	-	1	3		-	1		3	2	2	1	1	2	-	-	1		2	1	-	23
Selwood, Adam	1	-	1	1	4	1	2	2	-	1	5	5	2	1	1	-	1	3	3	3	1	2	3	-	3	3	49
Staker, Brent	4	7	3	3	1	3	-	2	4	3	3	5	5	2	4	1	2	-	4	2	3	3	4				68
Stenglein, Tyson	-	1	1	-	-	1	2	2	3	2	2	-	2	2	-	4	4	1	1	5	1	3	1	4	4	3	49
Waters, Beau	2	1	-	2	1			1	-	1	2	1		-	1	2	2	-	-	4	4	2	2	6	3	2	39
Wirrpanda, David	2	-	-	-	1	-	1	-	2	2	1	1	2	-	1	1	3	-	1	-	-		2	-		-	20
Wooden, Josh					3	4																					7
Totals	50	51	51	46	52	52	63	62	49	42	48	45	48	50	42	49	56	51	51	62	47	66	45	65	56	48	1347
Opponent	SK	AD	RI	KA	BL	FR	CW	ES	ME	GE	CA	PA	WB	HW	SY	CW	AD	SK	KA	BL	FR	RI	SY	WB	AD	SY	
