Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Armstrong, Steven													-				-	-	-	-		-	-	-	1	1	2
Banfield, Drew									-	1	-	1	-		1	-	-			-	1	-	-		-	-	4
Braun, Michael	-	-	-	2	2	-	1	3	-	-	-	1		-	1	-	-	-	-	-	1	1	2	-	-	1	15
Butler, Sam													-	-	-	1	-	1	1	2	1	-	1	1	1	1	10
Chick, Daniel	1		-	1	-	-	1	2	-	-	-	-	3	-		2	4	1	1		2	-	2	1	1	1	23
Cousins, Ben	-	2	-				-	2	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1	2	-	7
Cox, Dean	1	-	-	1	-	1	-	-	1	3	-	2	1						-	1	1	-	-	2	-	-	14
Embley, Andrew	1	-	-	1	1	-	-	-	-	-	-	-	1	-	1	1		-	-	1	1			-	1	1	10
Fletcher, Chad	1	2	-	1	-	-	1	-	1	-	1	2	-	3	-			-	-	1	-	-	3	1	2	-	19
Gardiner, Michael													-	2	1												3
Glass, Darren	1	1	1	-	-	1	1	1	-	-	1	-	-	-		1	-	2	-	-	-	-	1	-	-	2	13
Graham, Jaymie	-	2	2	1	1	1	-	1	-	-	1	1	3	2	1	-	1	1	1	-	2	1	-		1		23
Hansen, Ashley	-						-	-	1	-	-			1	1		-	1	-					1	1	-	6
Hunter, Adam	2	2	-	3	2	2	1	-	1	2	1	2	-	1	1	-					1	-	2	1	1	2	27
Hurn, Shannon					-	-		1				-			1	-											2
Jones, Brett		-		1	-	-									-	-	-	1		1	-	1	-	-	1	1	6
Jones, Rowan	1	-	-	-	-	2	1			2	-	-	1		1	1	1	-	1	-	-	-	-	-	2	-	13
Judd, Chris	1	3	1	-	-	1	1	1	-				-	2	1	3	1	2	-	1	1	-	1	-	-	1	21
Kerr, Daniel	1	-	-	2		1	-	-	2	1	1	1	-	3		2	-	-	4	2				1	2	-	23
LeCras, Mark														-	-							-	-				
Lynch, Quinten	1	2	1	-	-	-	-	1	-	-	1	3	-	-	-	1	1	1	1	1	-	-	1	-	-	4	19
McDougall, Andrew																-											
Morton, Mitch																	-										
Nicoski, Mark	1	-	2	2			-	2	-	1	2	-	3	-													13
Priddis, Matt										-		-															
Rosa, Matt		1	1	1	-	1	-	-	1	-	-		1			-						-	-	1			7
Sampi, Ashley	1	-	-	1	-	-	-										-	-	-	-	-						2
Seaby, Mark	-	1	-	-	2	1	-	-	2		-	1		1	1	1	2	3	-	1	2	-		-	-	2	20
Selwood, Adam	3	-	1	1	1	-	1	1	-	2	1	1	-	4	-	-	-	-	2	-	1	2	-	1	1	1	24
Staker, Brent	1	-	-	1	-	2	1	-	1	-	-	1	1	2	1	4	2	1	1	-	2	-	4				25
Stenglein, Tyson	-	-	-	-	-	1	-	1	1	2	-	1	-	-	2	2	2	-	1	-	2	-	-	1	-	1	17
Waters, Beau	-	1	1	1	1			1	-	-	3	-		2	3	2	1	-	3	-	-	2	-	-	-	2	23
Wirrpanda, David	1	2	-	-	-	1	2	-	-	-	-	1	-	-	1	-	1	2	-	-	-		1	-		-	12
Wooden, Josh					-	1																					1
Totals	18	19	10	20	10	16	11	17	11	14	12	18	14	23	18	21	16	16	16	11	18	7	18	12	17	21	404
Opponent	SK	AD	RI	KA	BL	FR	CW	ES	ME	GE	CA	PA	WB	HW	SY	CW	AD	SK	KA	BL	FR	RI	SY	WB	AD	SY	
