Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Biggs, Shane								-	On							-	-	-	-	-	-	-	-	1/0
Bontempelli, Marcus	-	-		-	-	-	-	-	Off		-	-	-	-	-	-	-	-	-	-	-	-	-	0/1
Boyd, Matthew	-	-		-	-		-	-	-	-	-	-	-	-	-	-	Off	-	-		-		-	0/1
Boyd, Tom	-	-	-	-	-	-	-	Off	-	Off	-	-		-	-									0/2
Campbell, Tom															Off	-	-	-	-	-				0/1
Cordy, Ayce		Off	-	-	Off	-	-	-																0/2
Cordy, Zaine																					On	-		1/0
Crameri, Stewart	-	-	-	-	-	-	-	-		-					-	-	-	-	-	-	-	Off	-	0/1
Dahlhaus, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dale, Bailey							-	On	-	-	On	-			-	-	On	On						4/0
Daniel, Caleb													On	-	-	-	-	-	On	-		On	On	4/0
Darley, Sam																		-	Off					0/1
Dickson, Tory	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	0/1
Goodes, Brett	-	On	On			-	-	-														-		2/0
Grant, Jarrad	On	-	-	-					-	-	-	-	-	-	-	On	-	-	-	-	Off	-	-	2/1
Hamling, Joel									-	-	-	-	-					-	-	-	-	-	-	
Honeychurch, Mitch	-	-	-	On	-	-	Off						-								-	-	Off	1/2
Hrovat, Nathan			-	-	On	-			-	-	-													1/0
Hunter, Lachie						On	On	-						On	On	-	-	-	-	-	-	-	-	4/0
Johannisen, Jason	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-		
Jong, Lin	-	-	-	-	-		-	-	-	-								-	-	-			-	
Macrae, Jack	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McLean, Toby										On	-	-	-											1/0
Minson, Will	-	-	-						-	-	Off	Off	-	-									-	0/2
Morris, Dale	-	-	Off									-	-	-	-	-	-	-	-	Off	-		-	0/2
Murphy, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-		-	
Pearce, Daniel																				On				1/0
Picken, Liam	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-		-	-	-	
Prudden, Josh														-	-	Off	-							0/1
Redpath, Jack	Off												-	-	-	-	-	-	-	-	-	-	-	0/1
Roberts, Fletcher					-	-	-	-	-	-	-	-	-	-								-	-	
Roughead, Jordan	-	-	-	-	-	-	-	-	-	-	-	-	Off		-						-	-		0/1
Smith, Clay				-	-	Off																		0/1
Smith, Roarke																				-				
Stevens, Koby			-	-	-	-	-	-	-	-	-	-	-	Off										0/1
Stringer, Jake	-	-	-	Off	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	0/1
Talia, Michael	-	-	-	-	-	-	-	-						-		-	-	-	-	-				
Wallis, Mitch	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Webb, Lukas			-	-	-	-			-	-	-	On									-	-		1/0
Wood, Easton	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals																								
Opponent	WC	RI	HW	AD	SY	SK	FR	ME	GW	PA	BL	SK	CA	GC	GE	CW	ES	PA	ME	WC	NM	BL	AD	
