Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Biggs, Shane								-	1							1	-	1	-	-	1	-	-	4
Bontempelli, Marcus	-	2		-	-	1	3	-	1		1	-	-	2	-	-	1	-	-	4	2	2	-	19
Boyd, Matthew	1	-		-	1		-	4	4	-	1	-	-	-	-	-	1	2	1		-		-	15
Boyd, Tom	-	2	-	1	2	1	1	-	2	-	3	-		-	1									13
Campbell, Tom															-	5	-	-	-	1				6
Cordy, Ayce		-	-	-	-	1	2	2																5
Cordy, Zaine																					-	1		1
Crameri, Stewart	-	-	2	-	-	-	1	1		-					-	1	1	2	1	-	2	-	1	12
Dahlhaus, Luke	1	1	-	1	1	2	1	3	1	1	1	-	1	-	1	-	-	1	1	-	2	2	-	21
Dale, Bailey							-	-	-	-	-	-			-	-	-	-						
Daniel, Caleb													-	3	1	-	1	1	-	1		-	-	7
Darley, Sam																		1	-					1
Dickson, Tory	1	1	1	1	2	1	-	-	2	1	1	1	-	-	-	1	1	4	3	2	-	1	1	25
Goodes, Brett	3	-	-			2	3	-														1		9
Grant, Jarrad	-	-	-	-					-	-	-	1	2	-	-	-	1	3	1	1	2	-	1	12
Hamling, Joel									1	-	-	2	1					1	-	-	-	-	-	5
Honeychurch, Mitch	2	1	3	-	1	1	1						1								-	1	2	13
Hrovat, Nathan			1	-	1	1			1	-	-													4
Hunter, Lachie						-	3	-						-	-	2	1	-	2	1	4	-	-	13
Johannisen, Jason	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-			1	-	-		3
Jong, Lin	-	1	1	2	-		-	-	1	1								-	1	-			1	8
Macrae, Jack	1	1	2	-	3	2			-	1	-	2	1	3	1	-	-	-	2	-	1	2	3	25
McLean, Toby										-	2	2	4											8
Minson, Will	-	-	1						3	1	1	1	1	-									1	9
Morris, Dale	3	-	-									1	-	-	-	1	-	1	1	1	1		1	10
Murphy, Robert	1	-	-	1	-	-	2	1	-	1	1	-	-	2	-	-	-		-	-	-		-	9
Pearce, Daniel																				-				
Picken, Liam	1	-	-	2	1	-	3	-	-		2	2	2	2	-	3	3	1	-		1	-	2	25
Prudden, Josh														-	1	-	1							2
Redpath, Jack	1												-	1	-	2	3	1	-	1	-	1	-	10
Roberts, Fletcher					-	1	-	-	-	-	-	1	-	1								1	-	4
Roughead, Jordan	-	-	-	1	-	1	2	-	2	-	3	-	-		-						-	-		9
Smith, Clay				1	-	1																		2
Smith, Roarke																				-				
Stevens, Koby			2	-	1	2	1	1	-	2	-	2	-	1										12
Stringer, Jake	2	-	-	2	1	-	-	2		-	-	1	-	-	-	1	-	1	1	-	-	-	-	11
Talia, Michael	-	-	-	-	-	-	1	-						1		1	1	-	-	1				5
Wallis, Mitch	3	3	-				1	2	2	2	2	-	1	1	4	2	-	3	3	-	3	1	2	35
Webb, Lukas			1	-	1	1			-	-	-	-									-	1		4
Wood, Easton	-	1		-	1	-	-	-	2	1	1	-	1	-	-	2	1	-	2	1	-	2	-	15
Totals	20	13	14	12	16	19	25	16	23	11	19	17	15	17	9	22	16	23	19	15	19	16	15	391
Opponent	WC	RI	HW	AD	SY	SK	FR	ME	GW	PA	BL	SK	CA	GC	GE	CW	ES	PA	ME	WC	NM	BL	AD	
