Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Biggs, Shane								-	-							-	-	-	-	-	-	-	-	
Bontempelli, Marcus	3	3		-	-	-	-	-	-		-	-	-	3	-	1	-	-	-	-	3	-	-	13
Boyd, Matthew	-	-		-	-		-	-	-	-	-	-	3	-	-	3	-	2	-		-		-	8
Boyd, Tom	-	-	-	-	-	-	-	-	-	-	-	-		-	-									
Campbell, Tom															-	-	-	-	-	-				
Cordy, Ayce		-	-	-	-	-	-	-																
Cordy, Zaine																					-	-		
Crameri, Stewart	-	-	-	-	-	-	-	-		-					-	-	3	-	-	-	-	-	-	3
Dahlhaus, Luke	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	3	-	2	-	-	7
Dale, Bailey							-	-	-	-	-	-			-	-	-	-						
Daniel, Caleb													-	-	-	-	-	-	-	-		-	-	
Darley, Sam																		-	-					
Dickson, Tory	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Goodes, Brett	-	-	-			-	-	-														-		
Grant, Jarrad	-	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hamling, Joel									-	-	-	-	-					-	-	-	-	-	-	
Honeychurch, Mitch	-	-	-	-	-	-	-						-								-	-	-	
Hrovat, Nathan			-	-	-	-			-	-	-													
Hunter, Lachie						-	-	-						-	-	-	-	-	1	-	1	-	-	2
Johannisen, Jason	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	2			-	-	-		4
Jong, Lin	1	-	-	1	-		-	-	-	-								-	-	-			-	2
Macrae, Jack	-	-	-	-	-	-			-	1	3	-	2	2	-	-	-	3	-	-	-	-	-	11
McLean, Toby										-	-	-	-											
Minson, Will	-	-	-						-	-	-	-	-	-									-	
Morris, Dale	-	-	-									-	-	-	-	-	-	-	-	-	-		-	
Murphy, Robert	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-		2	-	-		-	5
Pearce, Daniel																				-				
Picken, Liam	-	-	-	-	2	1	-	-	-		-	-	1	-	-	-	-	-	-		-	-	-	4
Prudden, Josh														-	-	-	-							
Redpath, Jack	-												-	-	-	-	-	-	-	-	-	-	-	
Roberts, Fletcher					-	-	-	-	-	-	-	-	-	-								-	-	
Roughead, Jordan	-	-	-	-	-	-	-	-	-	-	-	-	-		-						-	-		
Smith, Clay				-	-	-																		
Smith, Roarke																				-				
Stevens, Koby			-	-	-	-	-	-	-	-	-	-	-	-										
Stringer, Jake	-	-	-	2	-	-	-	-		-	1	-	-	-	-	-	-	-	-	-	-	-	-	3
Talia, Michael	-	-	-	-	-	-	-	-						-		-	-	-	-	-				
Wallis, Mitch	-	-	-				-	-	3	-	2	-	-	-	2	-	-	1	-	-	-	-	-	8
Webb, Lukas			-	-	-	-			-	-	-	-									-	-		
Wood, Easton	-	-		-	-	-	-	-	2	-	-	3	-	-	-	-	1	-	-	-	-	-	-	6
Totals	4	4	0	6	3	1	1	0	6	1	6	4	6	5	3	4	6	6	6	0	6	0	0	78
Opponent	WC	RI	HW	AD	SY	SK	FR	ME	GW	PA	BL	SK	CA	GC	GE	CW	ES	PA	ME	WC	NM	BL	AD	
