Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Biggs, Shane								-	-							-	-	-	-	-	-	-	-	
Bontempelli, Marcus	2	1		2	-	4	2	2	4		3	2	5	1	4	1	3	3	4	1	5	1	-	50
Boyd, Matthew	-	1		-	-		-	1	-	-	-	-	-	-	-	-	-	-	1		-		-	3
Boyd, Tom	4	4	-	1	-	-	3	1	1	1	2	2		5	17									41
Campbell, Tom															32	28	21	15	29	12				137
Cordy, Ayce		4	6	13	7	16	3	20																69
Cordy, Zaine																					-	-		
Crameri, Stewart	-	-	1	-	1	-	1	-		-					-	-	-	-	-	-	-	-	-	3
Dahlhaus, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dale, Bailey							-	-	-	-	-	-			-	-	-	-						
Daniel, Caleb													-	-	-	-	-	-	-	-		-	-	
Darley, Sam																		-	-					
Dickson, Tory	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Goodes, Brett	-	-	-			2	-	1														-		3
Grant, Jarrad	-	-	-	1					-	6	2	-	-	1	2	-	-	1	2	1	-	2	2	20
Hamling, Joel									-	-	-	-	-					-	-	-	-	1	-	1
Honeychurch, Mitch	-	-	-	-	1	-	-						-								-	-	-	1
Hrovat, Nathan			-	-	-	-			-	-	-													
Hunter, Lachie						-	-	-						-	-	-	-	-	-	-	-	-	-	
Johannisen, Jason	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-		
Jong, Lin	1	1	-	4	9		1	2	1	1								3	2	3			3	31
Macrae, Jack	-	-	2	-	2	-			-	-	1	-	-	-	-	-	-	-	-	1	-	2	-	8
McLean, Toby										-	-	-	-											
Minson, Will	28	30	21						17	40	15	15	35	38									26	265
Morris, Dale	-	-	-									-	-	-	-	-	-	-	-	-	-		-	
Murphy, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-		-	
Pearce, Daniel																				-				
Picken, Liam	-	-	-	2	-	-	-	-	-		-	-	-	-	-	-	-	-	-		-	-	-	2
Prudden, Josh														-	-	-	-							
Redpath, Jack	1												1	-	2	3	3	3	4	8	4	10	4	43
Roberts, Fletcher					-	-	-	-	-	-	-	-	-	-								-	-	
Roughead, Jordan	-	-	-	5	14	5	2	21	24	19	14	14	8		-						20	24		170
Smith, Clay				-	1	-																		1
Smith, Roarke																				-				
Stevens, Koby			2	1	1	1	1	1	1	1	-	-	-	-										9
Stringer, Jake	-	-	1	-	-	-	-	1		2	-	-	-	-	-	2	-	-	-	-	-	-	-	6
Talia, Michael	-	-	-	-	-	-	-	-						-		-	-	-	-	2				2
Wallis, Mitch	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Webb, Lukas			-	-	-	-			-	-	-	-									-	-		
Wood, Easton	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	36	41	33	29	36	28	13	50	48	70	37	33	49	45	57	34	27	25	42	28	30	40	35	866
Opponent	WC	RI	HW	AD	SY	SK	FR	ME	GW	PA	BL	SK	CA	GC	GE	CW	ES	PA	ME	WC	NM	BL	AD	
