Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Biggs, Shane								2	-							1	1	-	-	1	2	1	-	8
Bontempelli, Marcus	6	6		2	9	7	5	1	3		1	3	4	7	5	1	6	5	4	5	10	8	7	105
Boyd, Matthew	3	2		3	-		2	5	-	2	1	1	1	-	2	1	-	2	4		-		-	29
Boyd, Tom	1	-	-	-	1	-	-	-	-	1	1	2		1	3									10
Campbell, Tom															2	3	1	1	5	2				14
Cordy, Ayce		-	-	1	1	3	2	2																9
Cordy, Zaine																					-	-		
Crameri, Stewart	-	-	1	2	-	2	-	2		1					2	-	-	1	1	1	2	-	1	16
Dahlhaus, Luke	3	3	6	4	5	1	5	1	6	5	5	2	2	4	4	3	3	2	4	4	5	5	4	86
Dale, Bailey							1	1	1	1	1	-			-	2	-	-						7
Daniel, Caleb													-	1	-	-	-	2	1	2		-	-	6
Darley, Sam																		-	1					1
Dickson, Tory	1	1	-	-	2	4	1	-	1	-	2	-	2	1	1	-	-	-	-	1	-	-	1	18
Goodes, Brett	5	1	1			4	5	1														1		18
Grant, Jarrad	1	-	2	2					-	5	1	1	2	2	1	-	1	2	-	1	2	-	1	24
Hamling, Joel									1	-	-	-	-					-	-	-	-	-	-	1
Honeychurch, Mitch	3	3	1	-	1	2	2						1								-	1	-	14
Hrovat, Nathan			4	-	1	4			-	-	-													9
Hunter, Lachie						1	-	2						1	3	2	-	-	3	1	1	-	1	15
Johannisen, Jason	-	-	1	-	1	-	-	-	1	3	-	-	2	1	1	-	2			1	-	1		14
Jong, Lin	4	1	5	5	2		-	2	3	3								-	5	4			2	36
Macrae, Jack	3	5	2	5	4	3			1	9	8	4	5	3	6	6	8	4	4	4	3	2	6	95
McLean, Toby										-	1	-	3											4
Minson, Will	7	1	1						7	9	1	-	2	-									7	35
Morris, Dale	1	-	-									-	-	-	-	-	-	-	-	-	-		-	1
Murphy, Robert	-	-	-	-	1	1	2	-	1	1	-	-	3	-	-	-	-		-	1	1		1	12
Pearce, Daniel																				1				1
Picken, Liam	1	1	-	5	11	3	1	3	4		5	2	7	6	5	3	1	4	4		4	1	5	76
Prudden, Josh														1	1	-	-							2
Redpath, Jack	1												-	-	-	1	1	1	-	1	-	2	-	7
Roberts, Fletcher					-	-	-	-	-	-	-	-	-	-								-	-	
Roughead, Jordan	-	-	-	-	1	-	2	-	2	2	1	-	-		1						-	3		12
Smith, Clay				1	-	1																		2
Smith, Roarke																				1				1
Stevens, Koby			4	3	2	3	-	2	4	9	5	3	7	2										44
Stringer, Jake	2	-	5	-	3	1	-	2		-	2	3	1	-	1	2	1	1	1	1	5	2	2	35
Talia, Michael	-	-	1	-	-	1	-	-						-		-	-	-	-	-				2
Wallis, Mitch	7	8	-				4	8	8	6	5	6	6	3	3	9	7	7	8	5	9	5	7	121
Webb, Lukas			-	1	2	-			2	-	-	1									-	-		6
Wood, Easton	-	-		-	-	1	1	-	-	1	-	-	1	-	-	-	-	2	2	-	-	-	1	9
Totals	49	32	34	34	47	42	33	34	45	58	40	28	49	33	41	34	32	34	47	37	44	32	46	905
Opponent	WC	RI	HW	AD	SY	SK	FR	ME	GW	PA	BL	SK	CA	GC	GE	CW	ES	PA	ME	WC	NM	BL	AD	
