Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Biggs, Shane								-	-							-	-	-	1	-	2	-	-	3
Bontempelli, Marcus	1	-		1	2	-	1	-	-		1	1	-	2	-	1	-	1	3	-	1	2	-	17
Boyd, Matthew	-	-		-	-		-	-	-	-	-	-	1	-	-	-	-	-	-		-		-	1
Boyd, Tom	1	-	3	2	2	-	2	-	1	-	4	1		-	-									16
Campbell, Tom															-	-	-	-	-	-				
Cordy, Ayce		-	-	1	-	1	-	-																2
Cordy, Zaine																					-	-		
Crameri, Stewart	-	2	1	1	2	1	2	-		1					-	2	7	3	2	3	2	1	2	32
Dahlhaus, Luke	1	-	1	1	-	1	1	1	2	-	1	-	1	2	1	1	-	-	1	-	-	1	1	17
Dale, Bailey							1	1	-	1	1	1			-	1	-	-						6
Daniel, Caleb													1	-	-	1	2	1	-	-		1	-	6
Darley, Sam																		-	-					
Dickson, Tory	2	4	-	-	-	-	7	-	4	1	2	1	1	1	3	4	4	3	3	2	2	1	5	50
Goodes, Brett	-	-	-			1	-	-														1		2
Grant, Jarrad	-	1	-	1					1	-	-	1	1	-	1	-	-	1	3	-	-	-	1	11
Hamling, Joel									-	-	-	-	-					-	-	-	-	-	-	
Honeychurch, Mitch	1	1	1	-	2	1	-						-								2	1	-	9
Hrovat, Nathan			-	-	-	-			-	1	1													2
Hunter, Lachie						-	-	1						-	-	1	-	-	1	-	-	-	-	3
Johannisen, Jason	2	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	1			-	2	-		7
Jong, Lin	-	-	1	2	1		-	1	-	-								-	2	-			1	8
Macrae, Jack	-	-	-	1	-	-			-	-	-	-	-	1	-	-	-	-	1	-	-	2	-	5
McLean, Toby										-	1	1	-											2
Minson, Will	-	-	1						2	-	-	-	-	-									-	3
Morris, Dale	-	-	-									-	-	-	-	-	-	-	-	-	-		-	
Murphy, Robert	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-		-	-	-		-	2
Pearce, Daniel																				-				
Picken, Liam	1	-	-	1	-	2	-	1	2		2	1	-	-	-	-	-	1	-		1	1	-	13
Prudden, Josh														-	-	-	-							
Redpath, Jack	1												-	3	1	1	-	4	2	2	-	3	2	19
Roberts, Fletcher					-	-	-	-	-	-	-	-	-	-								-	-	
Roughead, Jordan	-	-	-	-	-	-	-	-	-	2	-	-	-		-						1	1		4
Smith, Clay				1	-	-																		1
Smith, Roarke																				-				
Stevens, Koby			-	-	-	1	-	-	1	1	1	-	-	-										4
Stringer, Jake	3	2	-	6	1	4	-	2		2	5	-	3	2	1	1	4	4	4	5	1	4	2	56
Talia, Michael	-	-	-	-	-	-	-	-						2		-	-	-	-	-				2
Wallis, Mitch	-	1	-				-	1	1	-	3	-	1	1	2	1	1	1	1	1	-	-	-	15
Webb, Lukas			-	-	-	-			-	-	-	1									-	-		1
Wood, Easton	1	1		-	1	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Totals	14	12	8	18	11	13	14	9	16	9	22	9	9	14	9	15	19	19	24	13	14	19	14	324
Opponent	WC	RI	HW	AD	SY	SK	FR	ME	GW	PA	BL	SK	CA	GC	GE	CW	ES	PA	ME	WC	NM	BL	AD	
