Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R23	R24	QF	PF	GF	Tot
Bartel, Jimmy	14	16	18	14	19	12	15	8	13	17	15	1		12	16	13	13	17	11	15	13	16	12	10	15	325
Brown, Mitch													6	8												14
Byrnes, Shannon													6				4			5	9	7				31
Chapman, Paul		14	12	16	13	14	15	16	13		12	17	12	16	14	5	14	18	14	11	14	13	11	14	14	312
Christensen, Allen		2	6	5		5	3	6					13	6	8	14	12	8	16	7	4	10	10	9	10	154
Corey, Joel	14	15	13	8	13	11	13	8	13	9	10	14	16		16	13	12	13	13	12				11	10	257
Cowan, Josh									5	5							4									14
Duncan, Mitch	10	11	13		8	9	11	9		9	9	10	9	8	4		10	10	9	8		15	11	3	6	192
Enright, Corey	20	16	11	16	15	14	13	11		15	15	16	22	18	13	13	5	20		15	14	15	10	16	7	330
Gillies, Tom													8	-												8
Guthrie, Cameron	5	3																								8
Hawkins, Tom	3	5	10		7	6	3	5	4				9			9	10	6	10		8	7	6	8	9	125
Hogan, Simon																1										1
Hunt, Josh	12	9	12	4		11	9	8	12	10	11	7		8	5	6	7		8	12	10	10	13	10	9	203
Hunt, Taylor	8	8	9	13	1			7	12	12	7	7	12		4	3										103
Johnson, Steve	14	19	10	13	16		15	12	21	17	14	8	9	10	11	12		21	18	12	11	13	19	11	13	319
Kelly, James	11	11	18	7	12	16	17	13	15	6	17	11		10	13	8	15	16	16	12	10	18	18	17	12	319
Ling, Cameron		12	16	13	10		7		13	13	13	13	12	15	19	14		11	9	11	15	8	11	12	18	265
Lonergan, Tom	9			7	5	5	5		6	7	6	2	9	2	3	3	2	3	1	9	-		5	6	4	99
Mackie, Andrew	13	12		11	9	15	14	12	13	16	14	16	21	7		16	10	12	8		12	17	8	22	9	287
Menzel, Daniel	4	12	9	4	7	7	9		13	7	6	11	12	8	9					9	11	12	3			153
Milburn, Darren	8	10	9	8	13	13		8	14		3	6					7	13	17			6				135
Mooney, Cameron	9		4	4		6			9									9	12	4						57
Motlop, Steven													8	9	5	1										23
Ottens, Brad	5	2	5	6	6	2	2	1		7	5	4		5	5			2		4	6	7	7	3	3	87
Podsiadly, James		1	5	11	12	11	7	7	12	11	11	14	11	4	8	11	4		11	11	4	7	6	8	2	189
Scarlett, Matthew	15		10	14	17	7	14	5	6	11	9	10	9	6	7		18	14	5		7	12	4	5	6	211
Selwood, Joel	2		20	13	18	17	19	15	19	13	13					13	15	20	14	11	13	14	13	16	18	296
Simpson, Dawson													2													2
Stokes, Mathew	5	11	14		11	18	7	9	13	15	7	10		11	5	10	8	10	6	6	12		4	8	8	208
Taylor, Harry	16	8	3	2	8	11	9	7		12	11	13	10	9	15	8	10	7	9	10	3	3	9	11	4	208
Varcoe, Travis	8	14	6	7	8	13	6	9	2	3	3	8	8		6	9	6	10	15	4	7	12	6	7	10	187
Vardy, Nathan								1	3	7	4	4		2	3	1				4						29
West, Trent																5	8	7	6		5	2	4	9	5	51
Wojcinski, David	14	8		10	5	7	8	-	8	6		9	13	4	5		4	4	13	8	4	10	6	6	10	162
Totals	219	219	233	206	233	230	221	177	239	228	215	211	237	178	194	188	198	251	241	200	192	234	196	222	202	5364
Opponent	SK	FR	PA	SY	HW	NM	CW	CA	GC	WB	HW	SK	AD	ES	WC	BL	RI	ME	GC	AD	SY	CW	HW	WC	CW	
