Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Abraham, Winston	2	2	3	-	2	-	-	-	1	1	-	1	-	-	1	-	-	-	2	1	-	1	-	-	-	17
Allison, Brett				1	1	1	-	-										-	-					1	1	5
Anderson, Brady	-	2	2	-	2	4	1	-	-	-					-	1	-					-				12
Archer, Glenn	1	-	-	2	-	2	-	-	1	3	-	3	1	-	1	1			-		-	2	1	2	1	21
Bell, Peter	1	3	2	2	1	-	-	1	1	1	-	1	1	-	-	2	-	-	1	-	2	4	3	1	4	31
Blakey, John	1	-	1	1	3	3	-	-	3	-	1	1	-	1	1	1	-	-	-	1	1	2	1	2	-	24
Capuano, Matthew	1		1	1	2	1												-	3	-	-	-	-	1	-	10
Carey, Wayne	2	2	2	-	-	1	-	2	1	1	2	1	2	-	1	2	-	-	1	4	-	1	1	1	-	27
Chandler, Brett		3	2					1	2	-	2	1	2	1	1	-	-	-	2	1			3			21
Cochrane, Stuart						-							-	-												
Crocker, Darren											-	-	-			-	2			2	-					4
Freeborn, Glenn	-																	-	-	-	-	1	1	-	1	3
Grant, Shannon	-	1	1	1	1	1	-	2	1	1	-	-	-	1	1	-	-	4	-	-	1	1	-	2	-	19
Groom, Chris	-	-								-																
Harvey, Brent			3	1	-	-	1	-	-	3	2	1	2	1	2	-	-	1	-	-	1	-	-	-	1	19
Hewitt, Evan	1	1	1	1	-	1	2	-	-	-	1	-	1	2	-	1	-	1				-				13
King, David	1	2	-				1	-	-	2	1	1	3	5	2	2	2	-	1	-	-	-	2	1	1	27
Longmire, John				-	-			2	1	1	-	1	-				-						1			6
Martyn, Mick	-	1	-	3	1	1	-	1			1			1	-	2	-	3	1	1	1		2	1	-	20
McCartney, Jason	-	-	-	-	-	-	1	-	-	-	1	-	-	-	1				2	1	-	2	-	1	2	11
McKernan, Corey			-	2	-	-	1	5	1	1			2	-	2	-	2	1	1	1	2	1	1	1	1	25
Mellington, Anthony		-	1			-						-	-													1
Miles, Dion											-	-														
Pickett, Byron	-	3	1	-	1	3	-	1	1	-	-	1	-	3	2	2	1	3	-	3	1	1	-	3	2	32
Pike, Martin	1	-	-	-				1	-				-	-	-	1	-	2	-	-	-	-	-	-	-	5
Roberts, Mark											-	-	1	-	1	-	-	1	1	-	-	-	2	-	-	6
Rock, Anthony	-	-		1	4		1	1	2	1	-	-				1	1	-		2	1	-	-	1	-	16
Scott, Robert	1	-	3	-	-	-	-	1	1			-	-	-	-	-	2	-	-	1	1	1		1	-	12
Sholl, Craig	-	1	2	3	-	-	-	-	1	1	1	-	2		-	-	1	1	-	-	-	1	1	-	2	17
Simpson, Adam	-	1			-	-	1		-	-				-	-	1	-	-	3	2	1	2	-	2	1	14
Stevens, Anthony	2	1	-	1	1	1	-	1	2	-	1	1	-	2	-	-	-	1	2	1	-	3	-	-	-	20
Stevens, Danny							-			-	1															1
Watt, Shannon														1	1											2
Welsh, Scott	-	-	-	-	-	-	-		-	-	-	-		-												
Totals	14	23	25	20	19	19	9	19	19	16	14	13	17	18	17	17	11	18	20	21	12	23	19	21	17	441
Opponent	WC	ME	PA	BL	FR	AD	WB	SY	CA	GE	CW	RI	HW	ES	SK	WC	ME	PA	BL	FR	AD	WB	ES	ME	AD	
