Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Adcock, Jed							-		-																	
Akermanis, Jason	1	-	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	7
Black, Simon	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	4
Bradshaw, Daniel	1	3		-			2	6	1	-	1	3	-	-	1	1	-	1	1	-	1	2	3	4	4	35
Brennan, Jared	-	-				-	-	1	2	1	1	-														5
Brown, Jonathan			2	4	2	3	3	-			1	4	3	2	3					3	-	1	4	5	-	40
Caracella, Blake	1	-	-	1										3	-	2	-	-	-	-	-	2	-	2	-	11
Charman, Jamie	-	1	1	1	-	1	1	3			-	-	1	1	1	-	-									11
Copeland, Robert	-	-	-	-	-	-	-	1	1	-	-	-	-	2	1	-	-	-	2	-	-	-	-	-	-	7
Corrie, Anthony				-	-	-	-		-		-	1							1							2
Hadley, Richard	-	-	-			-	1	-	-	-	1	-	-	-	-	-	2	-	-	-	1	-	-	-	-	5
Hart, Shaun	-	-	-	-	-	-	-	-	-	-				-	-	-		-	-	-	-	-	-	-		
Johnson, Chris	3	-	1	-	1	2	-	1	-	1	-	1	-	2	-	1	-	-	1	-	1	1	-	1	-	17
Keating, Clark	2	1						-	-									-	-	-	-	1		-	1	5
Lappin, Nigel	-	-	-	1	-	1	-	-	-	-	-	-	-	1	1	-	-	-	1	-	-	-	-	-	-	5
Leppitsch, Justin	-	1	1	-	3	-	5	-	1	1	1	3	-	1	2	1	2		2	1	1	2	-	-	-	28
Lynch, Alastair			4		2	-	-							-	2	1	1	-			3	1		5	-	19
Macdonald, Joel										2	1	1	1	-	-	-	-	1	1				-			7
McGrath, Ashley	-	-	-	-	-			-	-	2	-	-	-	-	-	-	-	-	-	-			-			2
McLaren, Dylan			-	1	-					-	-	-	-	-	1	-	-	1	1	-	-	-	1	-	-	5
McRae, Craig	-	-	-	1	-	-	-	-		-						1	-	-	-	-	-	-	-	-	-	2
Michael, Mal	-	1	1	-	-	1	-	-	-	-	1	-	-	3	1	2	-	-	2	-	-	1	1	1	1	16
Notting, Tim	-	-	-	-	-	1	-	-	-	2	-	-	-	-	-	-	1	-	2	-	-	-	1	-	1	8
Pike, Martin	4	-	-	-	1	-	-	-	-	-	1	-	-	1	2	-	1	-	-	-	-	-	-	1	1	12
Power, Luke	-		-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	1	-	4
Pratt, Daniel									1	2			-													3
Rischitelli, Michael																	-									
Scott, Brad	-	-	-	-	-	-	-	-	-	-	-		-										-	-	-	
Scott, Chris												2	-	-	-	1	-	-		-	-	1	-	-	-	4
Shattock, Aaron		-		2	-	-	1	1	-																	4
Voss, Michael	-	2	-	-	-	-		-	-	1	-	1	-	1	-	1	-	-	1	1	1	-	-	-	-	9
White, Darryl	-	-	1		-	-				-	-	1	1					1	1	1	-	-			1	7
Totals	12	9	12	13	10	11	14	13	6	12	9	17	6	17	15	11	7	4	18	7	8	13	10	20	10	284
Opponent	SY	AD	CW	WC	HW	SK	KA	CA	FR	ME	PA	ES	GE	RI	WB	CW	AD	SY	WC	HW	SK	KA	SK	GE	PA	
