Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Adcock, Jed							1		1																	2
Akermanis, Jason	1	2	-	1	2	2	-	-	2	2	3	-	2	1	-	1	1	-	1	3	2	4	1	-	1	32
Black, Simon	-	-	-	1	1	-	-	2	2	-	-	-	2	-	-	-	-	1	-	1	-	-	1	-	-	11
Bradshaw, Daniel	-	1		-			1	2	-	-	-	1	1	-	-	1	-	-	-	-	1	-	1	2	2	13
Brennan, Jared	1	-				-	-	-	-	-	-	-														1
Brown, Jonathan			-	-	5	-	2	1			2	1	-	1	5					-	1	-	2	-	1	21
Caracella, Blake	-	2	1	1										-	2	2	1	-	-	-	1	-	1	-	-	11
Charman, Jamie	-	-	-	-	-	-	-	1			-	-	-	-	-	-	1									2
Copeland, Robert	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	3
Corrie, Anthony				1	-	-	-		-		-	-							1							2
Hadley, Richard	-	-	-			-	-	-	-	-	-	-	-	-	1	2	1	1	-	1	-	-	-	-	-	6
Hart, Shaun	-	1	-	1	-	1	1	-	-	-				-	-	1		1	-	-	-	-	-	-		6
Johnson, Chris	-	-	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-	1	-	-	-	-	-	4
Keating, Clark	1	-						-	-									-	3	1	-	1		2	-	8
Lappin, Nigel	1	2	1	3	-	-	-	-	-	2	1	-	2	-	1	-	2	-	-	-	1	-	1	-	-	17
Leppitsch, Justin	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-		1	-	-	-	-	-	-	2
Lynch, Alastair			2		5	2	1							2	-	2	1	1			1	1		4	-	22
Macdonald, Joel										-	3	-	-	-	-	1	1	-	-				-			5
McGrath, Ashley	-	-	-	-	1			3	-	1	1	3	2	1	1	-	-	1	-	-			-			14
McLaren, Dylan			-	-	1					1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	3
McRae, Craig	2	1	-	3	-	-	-	1		-						1	1	1	-	1	-	1	2	1	2	17
Michael, Mal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Notting, Tim	2	-	2	2	1	1	-	-	1	1	-	1	-	-	1	-	1	1	-	-	1	3	-	-	3	21
Pike, Martin	2	1	-	-	2	-	-	-	1	1	1	-	1	3	1	-	-	-	1	2	1	1	-	-	-	18
Power, Luke	-		-	1	-	-	2	-	2	2	1	-	-	1	1	-	-	-	-	1	-	2	-	-	1	14
Pratt, Daniel									-	-			-													
Rischitelli, Michael																	-									
Scott, Brad	-	-	-	-	-	-	-	-	-	-	1		-										-	-	-	1
Scott, Chris												1	-	-	-	-	-	-		-	-	-	-	-	-	1
Shattock, Aaron		-		-	1	-	-	-	-																	1
Voss, Michael	-	2	-	1	-	-		3	1	-	-	-	1	1	1	1	1	-	2	-	1	-	1	1	-	17
White, Darryl	-	-	-		-	-				1	-	-	-					-	-	-	-	-			-	1
Totals	10	12	6	15	20	6	8	13	10	12	13	9	11	11	15	12	12	8	9	11	10	13	10	10	10	276
Opponent	SY	AD	CW	WC	HW	SK	KA	CA	FR	ME	PA	ES	GE	RI	WB	CW	AD	SY	WC	HW	SK	KA	SK	GE	PA	
