Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bell, Peter	3	1	-	2	1	-	-	2	1	-			-	-	1	-	-	2	2	2	2	-	1	1	-	21
Black, Heath	1	3	2	1	-	-	2	1	-	-	2	2	-	4		6	3	5	1	-	1	3	4	1	-	42
Campbell, Adam										-																
Carr, Josh	2	5	8	-	1	-	-	2	1	-	4	5	-	-	6	-			2	-	3	5	5	-	-	49
Carr, Matthew	-	1	-	2	-	-	-	2	-	2	-	1	-	2	2	-	-	-	1	-	1	2	-	-	-	16
Cook, Troy					-		1					-	-	1	-		-	-	-	-	-	-	-	-	-	2
Crowley, Ryan	2	-	-	-	-	-	-					-	2	1	-	-	-	-			-	-	1	-	-	6
Dodd, Steven	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	4	-	-	-	-	2	-	-	-	-	8
Drum, Marcus													-	-	-	-	1									1
Duffield, Paul					-	1	4	2	-		2	1														10
Farmer, Jeff	-	1	-	-	-		1	-		1	-	5	-		1	-	-	-	2	-	-	-	-	-	-	11
Gilmore, Daniel	3	1			-						-					-	-	-	1	-						5
Grover, Antoni		1	-	-	1	2	-	1	-	2	-									-	-	-	-			7
Haddrill, Robert												-														
Hasleby, Paul	-		-	-		-	-	-	-	-	-	2	-	-	-			-			-		2			4
Hayden, Roger		-	1	-									2	3	-	1	-	-	1	-	1	4	3	-	1	17
Headland, Des	1	-	-	1	-	-				2	-	7	-	1	-	2			4	-	1	2	-	1	-	22
Johnson, Michael	1	2	2	-	-	2	-	-	-	3	-	1	1	2	-	1	-	-	-	1	2	3	-	1	2	24
Longmuir, Justin	1	-	-	-				-	-				-	1				2	-	-	-	-	-	-	-	4
McManus, Shaun	5	3	-	-	-				-	-	-	-	-	2	-	-	-	-	1	-	2	1	1	1	1	17
McPharlin, Luke	-	-	-	-	-	-	1	-		-	-	-			1	1	-	-	-	-	1	1	2	-	-	7
Medhurst, Paul	-	1	-	-		-	3		-	1	-	4		-			-									9
Mundy, David	-	-	-	-	-	-	-	-	-	2	-	2	-	-	3	-	3	-	-	1	2	-	1	-	1	15
Murphy, Ryan	1							-	-				-	-	-	2	-	-	-					-	-	3
Parker, Shane	-	-	-	-	-	-	-	-	-	-	2	3	-	-	-	-	1	-	-	-	-	-	1	-	-	7
Pavlich, Matthew	-	-	-	-	1	-	1	-	-	-	-	-	1	-	-	1	-	-	1	-	-	-	-	-	-	5
Peake, Brett		5				6		8	8	5	3	16	3	12	4	7	6	2	1	2	8	14	10	-	3	123
Polak, Graham			-	-	-	-	-	-	-	-	-		-									-				
Sandilands, Aaron	-	-	-	-	-	-				-	-	-		-	1	-	-	-	-	-	-	-	-	-	-	1
Schammer, Byron	3	1	1	1	1	-	1	2	3	-	-	1		-	-	1	-	1	2	1	-	1	-	-	-	20
Schofield, Jarrad								-	-																	
Thornton, Scott					-	-	-	1	-																	1
Walker, James	1					-	-	1	-	-	3	-														5
Warren, Michael							-																			
Webster, Luke													-		-	2	-	-	-	-				-	-	2
Totals	24	25	15	7	5	11	14	22	13	18	16	51	9	29	19	28	14	12	19	7	26	36	31	5	8	464
Opponent	HW	CA	PA	AD	SK	WC	ME	KA	BL	RI	WB	GE	SY	ES	CW	ME	CA	HW	AD	SK	WC	PA	AD	ME	SY	
