Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bell, Peter	-	-	1	-	-	-	-	1	-	-			1	1	-	1	-	-	-	-	-	-	-	-	-	5
Black, Heath	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
Campbell, Adam										-																
Carr, Josh	-	-	-	1	-	2	-	-	-	-	-	-	1	-	-	-			-	-	-	-	-	-	1	5
Carr, Matthew	-	1	-	1	1	-	-	2	-	-	-	-	-	-	-	2	-	-	1	-	-	-	-	-	-	8
Cook, Troy					-		-					1	-	-	-		-	-	1	1	-	-	-	-	1	4
Crowley, Ryan	-	2	-	1	-	1	-					-	-	-	-	-	-	1			1	1	1	-	2	10
Dodd, Steven	-	-	-	-	-	-	-	-	-	1	-	1	-	-	3	1	-	1	-	-	1	-	1	1	-	10
Drum, Marcus													-	-	-	-	1									1
Duffield, Paul					-	-	-	-	-		-	-														
Farmer, Jeff	1	-	-	1	-		-	-		-	-	2	-		1	1	-	-	-	1	2	1	1	1	-	12
Gilmore, Daniel	-	-			-						-					1	1	-	1	-						3
Grover, Antoni		-	1	1	1	2	-	-	-	-	-									-	-	1	-			6
Haddrill, Robert												-														
Hasleby, Paul	1		-	-		-	-	1	1	-	2	-	-	-	-			-			1		-			6
Hayden, Roger		1	-	-									-	-	-	-	-	-	1	-	-	-	-	-	-	2
Headland, Des	-	-	-	-	1	-				-	-	-	-	-	-	-			-	1	-	1	-	-	-	3
Johnson, Michael	2	1	1	-	1	-	2	1	-	2	1	1	1	1	-	-	-	2	-	1	-	1	1	3	-	22
Longmuir, Justin	1	-	1	1				1	2				1	4				2	1	-	1	3	-	-	-	18
McManus, Shaun	1	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	3
McPharlin, Luke	4	1	3	1	4	-	-	-		1	-	-			2	1	2	2	3	1	2	-	2	-	1	30
Medhurst, Paul	2	1	-	1		-	2		3	1	1	1		-			-									12
Mundy, David	-	-	2	1	-	-	-	1	-	-	3	1	3	1	-	1	2	-	-	-	-	-	-	2	-	17
Murphy, Ryan	1							-	-				-	3	1	-	-	2	-					4	-	11
Parker, Shane	-	-	-	-	-	1	1	-	1	-	-	-	-	-	1	-	-	1	-	-	1	-	-	-	-	6
Pavlich, Matthew	1	1	3	-	1	2	1	3	2	-	3	2	1	3	2	1	1	3	1	1	1	4	2	-	6	45
Peake, Brett		-				-		-	-	-	-	-	-	-	-	-	-	1	-	2	-	-	-	-	-	3
Polak, Graham			1	1	1	1	2	1	1	-	-		1									2				11
Sandilands, Aaron	-	-	-	-	-	-				-	-	-		-	-	1	1	-	-	-	-	-	1	-	-	3
Schammer, Byron	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	2	-	-	-	2
Schofield, Jarrad								-	-																	
Thornton, Scott					-	1	-	-	-																	1
Walker, James	-					-	-	-	-	-	-	1														1
Warren, Michael							-																			
Webster, Luke													-		-	-	-	-	1	-				-	-	1
Totals	14	8	13	10	10	10	8	11	10	5	10	10	9	13	10	10	8	15	10	9	10	17	9	11	11	261
Opponent	HW	CA	PA	AD	SK	WC	ME	KA	BL	RI	WB	GE	SY	ES	CW	ME	CA	HW	AD	SK	WC	PA	AD	ME	SY	
