Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bell, Peter	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	2	-	2	3	-	-	-	-	7
Black, Heath	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	3	-	-	-	-	-	-	3
Campbell, Adam										-																
Carr, Josh	-	3	3	-	2	1	-	-	-	-	1	-	1	-	1	-			-	-	-	-	-	-	-	12
Carr, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Cook, Troy					-		-					-	-	-	-		-	-	-	-	-	-	-	-	-	
Crowley, Ryan	-	-	-	-	-	-	-					-	-	-	-	-	-	-			-	-	-	-	-	
Dodd, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Drum, Marcus													-	-	-	-	-									
Duffield, Paul					-	-	-	-	-		-	-														
Farmer, Jeff	-	-	-	-	-		-	-		-	-	-	-		2	-	-	-	-	-	-	2	-	-	-	4
Gilmore, Daniel	-	-			-						-					-	-	-	-	-						
Grover, Antoni		-	-	-	-	-	-	-	-	-	-									-	-	-	-			
Haddrill, Robert												-														
Hasleby, Paul	-		-	-		-	-	2	-	-	-	-	-	-	-			-			-		-			2
Hayden, Roger		-	-	-									-	-	-	-	-	1	-	-	-	-	-	-	-	1
Headland, Des	-	-	-	-	-	-				-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Johnson, Michael	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Longmuir, Justin	-	-	-	-				-	-				-	1				3	-	-	-	-	-	-	-	4
McManus, Shaun	-	1	-	-	-				-	-	-	-	-	3	-	-	-	-	-	3	-	-	-	-	-	7
McPharlin, Luke	-	-	-	-	-	-	-	-		-	-	-			-	-	-	-	-	-	-	-	-	-	-	
Medhurst, Paul	-	-	-	-		-	-		-	-	-	-		-			-									
Mundy, David	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Murphy, Ryan	-							-	-				-	-	-	-	3	-	-					-	-	3
Parker, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Pavlich, Matthew	-	-	1	-	3	-	2	3	-	-	-	-	-	2	3	-	1	-	-	-	-	-	-	-	-	15
Peake, Brett		-				-		-	-	3	-	-	-	-	-	3	-	-	-	1	-	3	-	-	-	10
Polak, Graham			-	-	-	-	-	-	-	-	-		-									-				
Sandilands, Aaron	-	-	-	1	-	-				-	-	-		-	-	1	-	-	-	-	2	1	-	-	-	5
Schammer, Byron	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	2	-	-	-	-	-	-	2
Schofield, Jarrad								-	-																	
Thornton, Scott					-	-	-	-	-																	
Walker, James	-					-	-	-	-	-	-	-														
Warren, Michael							-																			
Webster, Luke													-		-	-	-	-	-	-				-	-	
Totals	0	4	4	1	5	3	2	5	0	3	1	0	1	6	6	4	4	6	5	6	5	6	0	0	0	77
Opponent	HW	CA	PA	AD	SK	WC	ME	KA	BL	RI	WB	GE	SY	ES	CW	ME	CA	HW	AD	SK	WC	PA	AD	ME	SY	
