Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Bartel, Jimmy	15	11	9	10	8	8		14	10	19	10	19	11	18			7	11	9	4	10	14	13	230
Brown, Mitch		1				6								9										16
Byrnes, Shannon		6	4			5	3																	18
Chapman, Paul	19	15	10	16	21	15	14	15	18	14	18	13		22	9	5	12	10		8	10	15	13	292
Christensen, Allen	4	9	10	12	15	10	5					8	11	10	9		12	6	14		16	5	10	166
Corey, Joel	9	14	10	9	13	10	10	7	13		7	11	10	10	10	12	10			2	4	9	9	189
Duncan, Mitch	12	8	11	3	10	15	17	9	13	15	13	11	12		11	20	11	14	8	11	12	15	11	262
Enright, Corey	8	12	10	14	13	13	7	15	17		9	16	17	16	14	16	12	4	13	12	18	12	15	283
Gillies, Tom			6	8		11	6			9														40
Guthrie, Cameron	4	6	7	6	6	1	4	8	3	7	6		7	1	8	3	7		7		9			100
Hawkins, Tom	7	16	6	9	11	13	4	8	10		7	8	9	10	9	12	14	10	2	8	11	10	4	198
Horlin-Smith, George			9	5									6											20
Hunt, Josh				12	6	13	10	11	12	11	12	14		12	6	3	11	5		12	19	8	8	185
Hunt, Taylor	5	9	15	8	12		6	4	5	9	7	8	5	9	5	5	4	4	7	7		2	10	146
Johnson, Steve	12	11	10	15	17	18	16	16	25	19	9	12	10		20	13	-	17	17	14	14	14		299
Kelly, James	13	11	13			14	17	11		21	11	12	11	15	18	11	15	11		12	12	17	12	257
Lonergan, Tom	6	5	4	7	5		5	6	3	9	7	9	3	15	5	15	9	7	8	-	7	6	3	144
Mackie, Andrew	15	8	3	15	18	10	14	18	13	20	10	16	11	15	10	23	12	10	15	15	13	14	13	311
McCarthy, Lincoln										3														3
Motlop, Steven	8	6	11	13	10	17	8	6	9		11	10	9	9	12	14	4	2	7	9	12	2	3	192
Murdoch, Jordan													10	9		6			4	12	15	9	2	67
Podsiadly, James	11	12	11	6	7	16	5	8	6	6		5	7					8	10	7	9	12	7	153
Scarlett, Matthew	8				11	15			12	11	11	13	10	12	10	12		11	8	6		13	6	169
Schroder, Jordan										4														4
Selwood, Joel	17	11	15	13	9		9	19	16	9	16	18	19	17	11	11	18	13	16	7		16	13	293
Sheringham, Jackson															3	6	8	6	5					28
Simpkin, Jonathan									1										9	4			8	22
Simpson, Dawson												-		4										4
Smedts, Billie	4	6			2	8	13	3		10			10	9	4	11	7	5			2			94
Stephenson, Orren	1		4					6	6	1	3							7	6					34
Stokes, Mathew	10	4		8	8			12	10	6	5	4	6	6	8	8	12	7	6	10	10	5	4	149
Stringer, Jesse				3	7	8	6	3	6	9	6													48
Taylor, Harry	9	12	6	15	13	9	5	11	8	13	11	10	5		6	11	8	8	7	8	8	15	7	205
Varcoe, Travis																					1			1
Vardy, Nathan																						8	3	11
Walker, Josh															5	10	4	4	4	2	8			37
West, Trent	4	4	6	7	4	2	5	3	7	5	3	5	4	5	6	8	3			5	2	7	8	103
Wojcinski, David											8	9		8					8					33
Totals	201	197	190	214	226	237	189	213	223	230	200	231	203	241	199	235	200	180	190	175	222	228	182	4806
Opponent	FR	HW	NM	RI	BL	ME	AD	CW	WB	GW	CA	SY	PA	GC	CW	ES	AD	HW	WC	SK	WB	SY	FR	
