Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Alessio, Steven								2	-	1	-	-	-	3	3	3	2					2	-	16
Banks, Matthew					3																			3
Barnard, Paul	-	1				-				1	-	-	1	-	-	1	4	1	1	2	-	-	-	12
Berbakov, Peter			-		2			2	-	2	1	-	-	-	-	-	-	-	-	-	1			8
Bewick, Darren	3	-	-	-	-	1	1	1	-	-	-	-	1	1	-	-	1	2	-	-	1	-	-	12
Blumfield, Justin		-	1	1	-	-	-	-	-	1	-	-	3	1	-	1	2	-	-		-	-	-	10
Bolton, Mark	-	-	3	3																				6
Bomford, Andrew		-	1	2	2	-	-				1		1	2	1									10
Calthorpe, David	2	-	2	1	-			2	-	2	1	3	1	1	2	2	-	-	1	-	1	-	2	23
Caracella, Blake		-	1	-	-	1	2	2	-	1	-	2	2	1				1	1				1	15
Cockatoo-Collins, Che	1		-	1	1	-	1					1			1	-		-	-	-	1	-		7
Denham, Sean	2	-	-	-			-			-						-	4	-		1			3	10
Doolan, Ben				1	-	2	-	-							-				1	2	1	-	-	7
Eastaugh, Simon			-			4	2	1	2	3	1	-	-	1								1	1	16
Fletcher, Dustin	1	-	-	-	-	2	1		2	-				1	2	-	-	2	2	-		-	1	14
Fraser, Mark	-	-	-	2	1	-		-	-	1	-				-	-	-	1	-	-	-	-		5
Hardwick, Damien	1	1	1	2	-	-	-	-	-	2	1	-	1	-	2	3	3	1	1	-	1	2	1	23
Heffernan, Chris	-	-	-	1	-		1							1	4	1					2	2	1	13
Hird, James	2	2							1	1	2	3	-				2		1	1	3	1	1	20
Johnson, Jason								-									-	-	-	1	2	-	3	6
Lalich, Judd													1	1										2
Lloyd, Matthew	1	4	-	-	1	3	5	-	-	-	3	-	1	-	2	1	1	3	1	2	3	2	1	34
Long, Michael												-	-	-	1	-	-				-	1	1	3
Lucas, Scott	1	1	2	3	1	1	1	1	2	1	-	1	1	-	1	1	1	2	-	-	5	-	2	28
Mercuri, Mark	1	2	2	-			2	1	-	1	1	1	1	2	2	-		3	2	2	-	-	-	23
Misiti, Joe				-	-	-	1	1	-	1	1	-	1	2	1	-	-	-	-	-	-	-		8
Moorcroft, Gary	2	1	2	4		3	2	2	1		-	1	1	-			1	2	-	3			-	25
OConnor, Ryan	1	3		1	1	-	1	-	-		1	-						3	-	1	3			15
ODonnell, Gary	-	-	2	-	-	-		1					-		2	-	-	2	-	1	1	-	-	9
Olarenshaw, Ricky	-		-			-	1	1	-	1	-	1	-	-	-	1	1	2		2	-			10
Prior, Michael	-					-	-	-	2	-	-	-												2
Solomon, Dean					1	3	2		1			2	1	-										10
Somerville, Peter	2	-	-	1	4										-	-	2	-	3	2	4			18
Symons, Michael	2	-																				-		2
Ukovic, Andrew					2	-	1	-	-	2	-													5
Wallis, Dean										1														1
Wellman, Sean	-	-	1	1	-	-	-	-	-	-	1	1	-	1	-	-	1	1	2	2	1	1	1	14
Young, Barry																2	-						-	2
Totals	22	15	18	24	19	20	24	17	11	22	14	16	17	18	24	16	25	26	16	22	30	12	19	447
Opponent	RI	SK	CA	FR	CW	WB	GE	BL	ME	HW	SY	AD	WC	NM	PA	RI	SK	CA	FR	CW	WB	GE	NM	
