Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Alessio, Steven								4	3	4	-	2	1	11	1	4	1					2	-	33
Banks, Matthew					2																			2
Barnard, Paul	-	1				-				-	1	-	1	1	2	-	1	1	1	-	2	1	1	13
Berbakov, Peter			-		1			-	-	-	3	-	1	1	-	-	-	-	-	-	-			6
Bewick, Darren	1	5	2	3	8	-	5	-	-	3	2	3	-	4	5	2	5	2	4	1	-	4	-	59
Blumfield, Justin		5	-	1	1	-	3	3	2	1	4	1	1	3	1	3	1	4	1		1	2	1	39
Bolton, Mark	-	2	-	-																				2
Bomford, Andrew		6	6	-	3	-	2				3		3	5	4									32
Calthorpe, David	1	1	3	-	-			2	6	3	1	3	2	1	4	1	8	2	-	5	2	4	1	50
Caracella, Blake		3	-	2	-	-	-	1	-	3	2	1	-	-				1	1				3	17
Cockatoo-Collins, Che	2		-	-	2	-	-					1			1	-		-	1	2	-	-		9
Denham, Sean	1	3	5	1			3			-						3	7	1		3			1	28
Doolan, Ben				1	2	1	1	-							-				2	1	1	1	-	10
Eastaugh, Simon			1			1	2	3	4	1	6	-	4	-								5	6	33
Fletcher, Dustin	1	1	-	1	2	1	1		-	-				1	-	1	1	2	-	-		1	-	13
Fraser, Mark	3	1	1	2	1	-		-	-	1	-				1	2	1	1	2	1	3	-		20
Hardwick, Damien	-	1	3	3	-	2	1	3	-	1	2	1	5	1	3	-	1	2	-	2	2	2	5	40
Heffernan, Chris	2	4	1	-	-		-							1	1	-					3	1	1	14
Hird, James	7	3							5	3	4	5	-				3		5	2	4	8	6	55
Johnson, Jason								1									1	3	2	3	6	2	-	18
Lalich, Judd													-	-										
Lloyd, Matthew	1	-	-	-	-	1	-	2	-	-	2	-	-	1	-	1	-	-	-	-	-	1	1	10
Long, Michael												-	1	-	1	1	-				2	4	-	9
Lucas, Scott	1	-	-	-	1	-	1	1	-	-	-	-	-	-	-	1	-	-	-	2	-	-	1	8
Mercuri, Mark	3	-	2	-			1	2	1	1	1	3	3	4	1	1		1	2	-	-	1	5	32
Misiti, Joe				-	5	4	5	5	8	2	4	5	3	7	3	4	6	3	4	2	-	5		75
Moorcroft, Gary	-	1	1	-		2	1	1	1		-	-	-	3			-	-	-	-			1	11
OConnor, Ryan	-	2		1	2	-	-	3	1		-	-						-	2	2	1			14
ODonnell, Gary	5	3	2	4	1	2		-					3		3	-	-	6	-	5	1	3	-	38
Olarenshaw, Ricky	3		-			3	1	2	4	3	-	6	4	3	4	-	3	1		2	-			39
Prior, Michael	-					-	-	1	1	-	-	1												3
Solomon, Dean					2	-	2		-			-	1	1										6
Somerville, Peter	4	1	1	5	2										-	2	2	2	2	3	3			27
Symons, Michael	2	-																				-		2
Ukovic, Andrew					1	-	-	-	-	-	-													1
Wallis, Dean										-														
Wellman, Sean	-	1	1	-	-	-	1	-	-	2	-	-	-	-	1	-	-	-	-	-	1	-	-	7
Young, Barry																1	1						1	3
Totals	37	44	29	24	36	17	30	34	36	28	35	32	33	48	36	27	42	32	29	36	32	47	34	778
Opponent	RI	SK	CA	FR	CW	WB	GE	BL	ME	HW	SY	AD	WC	NM	PA	RI	SK	CA	FR	CW	WB	GE	NM	
