Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Alessio, Steven								12	9	15	1	11	11	14	11	9	7					6	4	110
Banks, Matthew					-																			
Barnard, Paul	-	-				-				-	-	-	1	1	-	-	1	-	-	2	1	-	-	6
Berbakov, Peter			-		-			-	-	1	-	-	2	-	-	-	-	-	-	-	-			3
Bewick, Darren	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Blumfield, Justin		-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	1	-		-	-	-	3
Bolton, Mark	-	-	-	-																				
Bomford, Andrew		-	1	-	-	-	-				-		-	-	-									1
Calthorpe, David	-	-	-	-	-			-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1
Caracella, Blake		-	-	-	-	-	-	1	-	-	1	1	-	-				-	-				-	3
Cockatoo-Collins, Che	-		-	-	-	-	-					-			-	-		-	-	-	-	-		
Denham, Sean	-	-	-	-			-			-						-	-	-		-			1	1
Doolan, Ben				-	-	-	-	-							-				-	-	-	-	-	
Eastaugh, Simon			2			14	11	4	20	3	29	16	14	12								22	20	167
Fletcher, Dustin	-	2	-	1	-	-	1		-	-				-	2	-	4	1	-	1		1	1	14
Fraser, Mark	-	-	-	-	-	-		-	-	-	-				-	-	-	-	-	-	-	-		
Hardwick, Damien	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Heffernan, Chris	-	-	-	-	2		-							-	-	-					-	-	1	3
Hird, James	-	-							1	-	-	-	-				1		-	1	-	-	1	4
Johnson, Jason								-									-	-	-	-	1	-	-	1
Lalich, Judd													2	1										3
Lloyd, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	2
Long, Michael												-	-	-	-	-	-				-	-	-	
Lucas, Scott	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3
Mercuri, Mark	-	-	-	-			-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	1
Misiti, Joe				-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-		2
Moorcroft, Gary	-	-	-	-		-	1	-	-		-	-	-	-			-	-	-	-			-	1
OConnor, Ryan	1	18		1	2	1	1	3	-		-	2						5	2	5	4			45
ODonnell, Gary	-	-	-	-	1	-		-					1		-	-	-	-	-	-	-	-	-	2
Olarenshaw, Ricky	-		-			-	-	-	-	-	-	-	-	-	-	-	-	-		-	-			
Prior, Michael	-					-	-	-	-	-	-	-												
Solomon, Dean					2	-	1		-			-	-	-										3
Somerville, Peter	27	8	13	16	15										5	18	17	14	32	17	30			212
Symons, Michael	-	-																				-		
Ukovic, Andrew					-	-	-	-	-	-	-													
Wallis, Dean										-														
Wellman, Sean	-	-	-	-	-	-	-	-	1	2	-	2	-	-	3	-	3	-	-	1	1	2	-	15
Young, Barry																-	-						2	2
Totals	28	28	17	18	24	15	16	21	31	21	31	32	31	28	22	27	34	22	35	28	37	31	32	609
Opponent	RI	SK	CA	FR	CW	WB	GE	BL	ME	HW	SY	AD	WC	NM	PA	RI	SK	CA	FR	CW	WB	GE	NM	
