Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Alessio, Steven								2	-	-	-	-	-	-	-	-	-					-	-	2
Banks, Matthew					-																			
Barnard, Paul	-	-				-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Berbakov, Peter			-		-			-	-	-	-	-	-	-	-	-	-	-	-	-	-			
Bewick, Darren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1
Blumfield, Justin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Bolton, Mark	-	-	-	-																				
Bomford, Andrew		-	2	-	-	-	-				-		-	-	-									2
Calthorpe, David	-	-	-	-	-			-	3	-	-	3	-	-	-	-	-	-	2	-	-	-	-	8
Caracella, Blake		-	-	-	-	-	-	-	-	-	-	-	-	-				-	-				-	
Cockatoo-Collins, Che	-		-	-	-	-	-					-			-	-		-	-	-	-	-		
Denham, Sean	-	-	-	-			-			-						-	-	-		-			-	
Doolan, Ben				-	-	-	-	-							-				-	-	-	-	-	
Eastaugh, Simon			-			1	-	-	-	-	-	-	-	-								-	-	1
Fletcher, Dustin	-	-	-	-	-	-	-		-	-				-	1	-	-	-	-	-		-	-	1
Fraser, Mark	-	-	-	-	-	-		-	-	-	-				-	-	-	-	-	-	-	-		
Hardwick, Damien	-	3	-	-	-	-	-	3	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	9
Heffernan, Chris	-	-	-	-	-		-							-	-	-					-	-	-	
Hird, James	-	-							-	-	2	-	-				-		-	2	-	-	-	4
Johnson, Jason								-									-	-	-	-	-	-	-	
Lalich, Judd													-	-										
Lloyd, Matthew	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	2	1	-	1	-	-	5
Long, Michael												-	-	-	-	2	-				-	-	-	2
Lucas, Scott	-	-	-	-	-	3	-	-	2	-	3	-	-	-	-	-	-	-	-	-	-	-	-	8
Mercuri, Mark	-	-	3	-			-	-	-	-	-	-	-	-	-	-		-	-	1	-	-	-	4
Misiti, Joe				-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-		3
Moorcroft, Gary	-	2	-	-		-	-	-	-		-	-	-	-			-	-	-	-			-	2
OConnor, Ryan	-	-		-	-	-	-	-	-		-	-						-	-	-	-			
ODonnell, Gary	-	1	-	-	-	-		-					-		-	-	-	-	-	-	-	-	-	1
Olarenshaw, Ricky	-		-			-	-	-	-	-	-	-	-	-	-	-	-	-		-	-			
Prior, Michael	-					-	-	-	-	-	-	-												
Solomon, Dean					-	-	-		-			-	-	-										
Somerville, Peter	-	-	-	-	-										-	-	-	-	-	-	-			
Symons, Michael	-	-																				-		
Ukovic, Andrew					-	-	-	-	-	-	-													
Wallis, Dean										-														
Wellman, Sean	-	-	-	-	-	-	-	-	1	2	-	-	-	-	2	-	-	-	3	-	-	-	-	8
Young, Barry																-	-						-	
Totals	0	6	5	0	0	4	0	5	6	2	6	3	0	0	3	5	4	2	6	3	1	0	0	61
Opponent	RI	SK	CA	FR	CW	WB	GE	BL	ME	HW	SY	AD	WC	NM	PA	RI	SK	CA	FR	CW	WB	GE	NM	
