Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Alessio, Steven								4	1	2	4	2	-	-	1	-	-					1	-	15
Banks, Matthew					-																			
Barnard, Paul	-	-				-				-	1	-	-	1	-	-	1	1	-	-	-	-	-	4
Berbakov, Peter			-		-			-	-	-	-	-	-	-	-	-	-	-	-	1	-			1
Bewick, Darren	4	2	-	-	2	-	1	1	3	-	-	2	2	2	1	2	3	-	2	1	1	1	2	32
Blumfield, Justin		-	-	1	2	2	-	1	-	1	-	-	2	-	2	-	-	-	1		-	-	-	12
Bolton, Mark	-	1	-	-																				1
Bomford, Andrew		-	1	-	-	-	-				-		1	1	-									3
Calthorpe, David	-	-	-	-	-			-	1	2	2	2	-	1	1	-	1	-	-	-	1	1	1	13
Caracella, Blake		2	2	1	-	1	1	2	-	-	-	1	-	1				1	-				1	13
Cockatoo-Collins, Che	-		3	-	2	-	-					-			3	-		1	-	2	-	1		12
Denham, Sean	-	1	-	-			-			1						-	-	-		1			-	3
Doolan, Ben				-	-	-	-	-							-				-	-	-	-	-	
Eastaugh, Simon			-			-	-	-	-	-	-	-	-	-								-	-	
Fletcher, Dustin	-	1	-	-	-	-	1		-	1				-	-	-	-	-	-	1		-	-	4
Fraser, Mark	-	2	1	-	-	-		1	-	1	-				-	1	-	-	2	-	-	-		8
Hardwick, Damien	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Heffernan, Chris	-	1	-	-	-		-							-	-	-					1	-	1	3
Hird, James	2	-							1	-	3	1	-				-		2	4	3	3	-	19
Johnson, Jason								-									-	1	-	-	-	1	-	2
Lalich, Judd													-	-										
Lloyd, Matthew	4	5	1	-	4	2	2	-	3	2	5	1	-	4	3	3	4	6	5	3	6	6	1	70
Long, Michael												3	-	-	1	1	3				-	-	1	9
Lucas, Scott	1	1	3	6	1	4	2	-	2	3	4	1	2	4	2	4	-	1	3	2	1	2	-	49
Mercuri, Mark	-	3	3	-			2	1	2	-	-	1	2	1	1	3		-	3	1	-	1	-	24
Misiti, Joe				-	1	1	-	-	1	-	1	-	-	-	-	-	2	-	-	-	-	-		6
Moorcroft, Gary	-	6	-	-		1	1	-	-		2	1	2	1			-	-	-	-			-	14
OConnor, Ryan	1	1		3	-	2	-	-	-		-	-						1	-	-	-			8
ODonnell, Gary	1	2	-	-	-	-		-					-		-	-	-	-	-	-	-	-	-	3
Olarenshaw, Ricky	-		-			-	-	-	-	-	1	-	-	-	1	-	-	-		-	-			2
Prior, Michael	-					-	-	-	2	-	-	-												2
Solomon, Dean					-	-	1		1			-	-	-										2
Somerville, Peter	-	-	-	-	-										-	-	-	-	-	-	-			
Symons, Michael	-	-																				-		
Ukovic, Andrew					-	-	-	2	-	-	1													3
Wallis, Dean										-														
Wellman, Sean	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	2
Young, Barry																-	-						1	1
Totals	13	28	14	11	12	13	11	12	18	13	24	15	11	16	16	14	14	12	18	16	13	18	8	340
Opponent	RI	SK	CA	FR	CW	WB	GE	BL	ME	HW	SY	AD	WC	NM	PA	RI	SK	CA	FR	CW	WB	GE	NM	
