Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						-	-	-	-	1	-	2	-	-	4	3			-	-		-	-	1	11
Brown, Mitch			-		-		1					-	-		-			-				-			1
Butler, Sam					2	-	-	-	-					-	-	-	-	-			-	1	-	-	3
Cox, Dean	-	-	5	-	-	-	-	-	-	-	-	-	2	-	-	-	3	-	-	-	-	-	-	-	10
Dalziell, Bradd			-																	-					
Darling, Jack	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	3	3	-	9
Embley, Andrew	1	-																	-	2	-	-	2	1	6
Gaff, Andrew	2	2	-	-	-	1	1	2	4	5	3	1	2	1	1	3	4	1	1	5	4	-	7	3	53
Glass, Darren	-	-		-	-	-	-	-	1	2	-	-	2	-	-	-	-		-	-	-	-	-	-	5
Hams, Ashton	-	-	4	-	-	-				-	-	-	-	-		-	-	-	-	-					4
Hill, Josh	-	-	6	-	2	-	-	1	-	-	-	-	-	1			-	-	1	2	-	-	1	2	16
Hurn, Shannon	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	3	1	-	1	-	-	7
Kennedy, Josh	-	-	-	-	-																-	-	-	1	1
Kerr, Daniel	1	-	-	1	1	-	-	-	-	-	-	1	1	-	-	3	-	1	1	-	1	-	3	1	15
Lycett, Scott						-	-																		
Lynch, Quinten	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	2			-	-	2
Mackenzie, Eric	-	-	-	-		2	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-		-	-	5
Masten, Chris	-	1	1	-	-	4	1	-	2	-	-	3	-	-	3	-	-	-	-	2	1	1	3	-	22
McGinnity, Patrick			1	-		-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	3
Naitanui, Nic	-	-	1	-	-			1	-	-	1	-	-	-	-	-	1	-	3	-	2	-	-	-	9
Neates, Ryan							-																		
Newman, Murray													-	-	-	-									
Priddis, Matt	-	1		-	-	1	-		-	1	-	-	-	3	-	-	2	-	-	2	-	-	3	-	13
Rosa, Matt	2	1		2	1	-	-	-	-	-	1	-	1	-	-	-	-				-			3	11
Schofield, Will	5	1	2	-	-			2	3	2	1			2	1	-	-	-	-	2	-	1	-	3	25
Selwood, Adam	-	-	-	-	-	-		-	-	-	-				-	-	-	-	-	-	-	-	-	-	
Selwood, Scott	-	1	1	1	-	3	1	-	2	-	2	-	1	-	1	-	-	-	-	-	1	1	-	1	16
Sheppard, Brad						-	-	1	-	-	-	-	-		-	-	1	-							2
Shuey, Luke	2	2	-	-	1	3	1	1	2		-	-	5	-			3	-	4	2	3	6	3	4	42
Smith, Ashley	-	-	-	-	1																				1
Stevens, Koby			1					-						-	-										1
Strijk, Andrew																					-	-			
Swift, Tom										-	-	-			-			-	-						
Waters, Beau	4	3	2	1	2	2	-	2	-	3		-	4			1	7	-	-	1	-	2	-		34
Totals	17	14	24	5	11	16	5	10	15	17	8	7	18	7	10	11	23	2	13	21	12	16	25	20	327
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
