Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						2	-	-	-	1	2	-	-	-	-	-			2	-		-	1	-	8
Brown, Mitch			1		-		1					-	1		1			2				-			6
Butler, Sam					-	-	1	3	-					-	-	3	1	2			1	1	2	-	14
Cox, Dean	1	-	1	1	-	1	1	1	2	1	1	-	1	1	-	1	1	2	3	2	-	1	1	1	24
Dalziell, Bradd			1																	2					3
Darling, Jack	-	1	-	-	1	-	-	-	1	1	1	1	1	-	-	1	2	1	3	1	1	-	-	-	16
Embley, Andrew	-	-																	2	-	1	1	1	1	6
Gaff, Andrew	1	-	-	-	1	-	-	-	-	-	1	-	2	1	1	1	-	-	-	2	1	-	-	1	12
Glass, Darren	2	1		-	2	-	3	1	-	-	3	1	-	-	-	2	1		1	-	-	1	2	-	20
Hams, Ashton	2	1	1	1	-	1				-	1	-	1	4		1	3	1	2	1					20
Hill, Josh	-	-	1	1	-	-	-	2	-	-	-	-	-	-			1	1	-	1	1	1	-	1	10
Hurn, Shannon	-	-	-	1	-	1	-	1	1	-	-	-	1	-	-	3	-	-	2	2	1	-	-	1	14
Kennedy, Josh	1	-	1	1	1																1	2	1	3	11
Kerr, Daniel	-	-	1	-	-	1	1	1	1	1	4	1	2	1	-	-	-	-	3	-	2	3	1	2	25
Lycett, Scott						-	-																		
Lynch, Quinten	1	1	1	-	1	3	-	-	-	-	-	1	1	1		1	1	1	1	1			2	1	18
Mackenzie, Eric	-	-	2	4		2	1	1	-	-	-	-	-	1	3	-	1	2	3	3	-		-	1	24
Masten, Chris	1	2	2	1	1	-	1	2	-	-	1	2	-	1	-	-	2	-	1	3	1	-	1	-	22
McGinnity, Patrick			1	-		1	1	1	1	1	2	-	-	1	3	1	-	-	3	-	-	-	-	-	16
Naitanui, Nic	1	-	1	3	-			1	1	2	1	1	-	2	1	-	1	1	-	1	1	-	1	1	20
Neates, Ryan							1																		1
Newman, Murray													-	-	1	-									1
Priddis, Matt	-	1		2	1	-	-		-	1	-	1	1	1	1	2	3	2	-	2	-	-	1	2	21
Rosa, Matt	-	-		1	1	-	1	1	-	-	-	2	-	-	1	-	1				1			-	9
Schofield, Will	-	1	1	-	2			-	1	-	-			2	1	-	1	-	-	1	1	1	-	-	12
Selwood, Adam	1	2	1	1	-	-		-	1	1	1				1	-	-	-	1	1	-	1	1	1	14
Selwood, Scott	-	-	1	2	3	2	1	-	1	1	-	1	1	2	-	-	-	2	3	1	-	-	3	-	24
Sheppard, Brad						1	1	1	-	-	1	-	-		1	-	1	1							7
Shuey, Luke	1	2	-	1	1	-	1	-	-		1	-	-	3			1	3	1	-	2	1	2	2	22
Smith, Ashley	-	-	-	1	1																				2
Stevens, Koby			-					-						1	1										2
Strijk, Andrew																					-	-			
Swift, Tom										1	1	-			2			-	1						5
Waters, Beau	-	-	1	2	1	-	4	-	-	2		3	3			1	1	1	-	1	2	-	1		23
Totals	12	12	18	23	17	15	19	16	10	13	21	14	15	22	18	17	22	22	32	25	17	13	21	18	432
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
