Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						2	3	-	1	4	1	3	1	1	3	2			2	2		2	3	6	36
Brown, Mitch			7		-		3					2	9		1			3				6			31
Butler, Sam					1	2	2	1	1					4	3	3	1	-			1	3	2	2	26
Cox, Dean	3	2	-	4	3	2	2	1	1	1	-	3	-	2	1	-	2	1	2	1	1	-	3	1	36
Dalziell, Bradd			2																	1					3
Darling, Jack	3	1	1	-	-	1	-	-	3	4	-	3	2	1	-	2	4	1	1	-	2	-	2	2	33
Embley, Andrew	1	-																	-	1	1	2	1	3	9
Gaff, Andrew	-	1	1	1	-	-	2	-	1	-	-	2	-	3	1	2	1	1	1	-	3	1	2	3	26
Glass, Darren	4	4		6	3	8	8	3	10	5	10	4	3	3	6	5	3		7	6	4	3	8	5	118
Hams, Ashton	-	-	-	1	3	1				-	1	1	-	-		-	1	-	1	-					9
Hill, Josh	1	3	2	2	1	-	1	1	1	2	3	-	2	2			-	1	1	4	1	3	3	2	36
Hurn, Shannon	1	1	2	2	2	-	7	3	5	3	4	2	1	2	2	-	4	4	3	2	2	-	2	1	55
Kennedy, Josh	2	-	-	-	1																1	-	1	2	7
Kerr, Daniel	2	1	1	1	3	3	2	-	1	1	3	4	-	-	3	1	-	1	3	-	1	-	2	2	35
Lycett, Scott						-	3																		3
Lynch, Quinten	1	-	1	1	1	1	1	-	-	1	-	2	3	5		2	1	5	2	2			1	3	33
Mackenzie, Eric	7	10	7	5		12	5	9	4	7	8	7	6	5	13	12	9	7	6	8	12		8	12	179
Masten, Chris	-	1	-	1	1	-	-	-	2	1	1	2	-	1	-	1	-	1	4	3	-	1	1	2	23
McGinnity, Patrick			2	-		-	2	-	2	1	1	2	1	1	-	-	-	1	1	1	1	-	-	2	18
Naitanui, Nic	2	5	2	2	2			3	3	3	4	2	2	2	2	5	4	4	4	1	2	-	1	6	61
Neates, Ryan							-																		
Newman, Murray													-	1	-	-									1
Priddis, Matt	-	-		-	1	-	-		2	1	3	2	3	1	2	1	-	1	1	1	1	3	1	1	25
Rosa, Matt	2	-		1	1	-	-	-	-	4	3	3	3	-	5	1	3				2			1	29
Schofield, Will	5	7	5	4	7			1	5	9	7			5	3	2	3	5	2	4	4	2	4	5	89
Selwood, Adam	2	7	4	2	1	-		-	2	1	2				3	2	2	2	2	-	-	2	-	4	38
Selwood, Scott	-	2	2	3	1	3	-	-	-	-	2	1	4	1	3	1	1	1	2	1	-	1	4	1	34
Sheppard, Brad						1	2	4	2	2	-	1	1		2	2	-	-							17
Shuey, Luke	2	2	1	-	1	1	2	-	1		2	-	-	-			1	1	2	-	1	-	1	3	21
Smith, Ashley	2	3	8	3	5																				21
Stevens, Koby			1					-						-	1										2
Strijk, Andrew																					-	-			
Swift, Tom										2	1	-			1			1	-						5
Waters, Beau	4	1	2	2	4	4	3	3	3	6		2	1			1	3	4	3	2	5	5	3		61
Totals	44	51	51	41	42	41	48	29	50	58	56	48	42	40	55	45	43	45	50	40	45	34	53	69	1120
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
