Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						2	-	-	-	2	2	-	2	2	1	-			2	5		-	2	-	20
Brown, Mitch			3		1		1					-	1		3			2				-			11
Butler, Sam					-	2	2	6	-					3	-	3	3	2			2	2	4	4	33
Cox, Dean	3	1	1	2	-	2	1	3	3	1	1	-	3	3	3	2	3	2	3	2	2	1	1	2	45
Dalziell, Bradd			1																	2					3
Darling, Jack	1	1	2	-	2	-	-	2	3	2	2	2	1	-	-	1	4	1	6	1	2	4	-	1	38
Embley, Andrew	1	-																	3	-	2	5	4	4	19
Gaff, Andrew	4	-	1	1	2	2	1	1	2	-	7	-	2	3	2	2	2	1	1	4	5	-	2	3	48
Glass, Darren	2	1		-	3	1	3	1	1	-	4	1	-	-	1	3	3		1	-	-	2	3	-	30
Hams, Ashton	2	1	1	1	-	1				-	1	-	2	5		2	3	2	4	1					26
Hill, Josh	-	1	1	1	-	1	4	4	4	-	1	1	-	1			1	1	-	2	2	2	2	2	31
Hurn, Shannon	1	3	1	1	1	2	1	1	1	1	3	1	2	-	1	6	1	-	3	3	3	2	3	5	46
Kennedy, Josh	1	1	1	2	1																2	4	1	3	16
Kerr, Daniel	1	2	1	-	2	2	4	2	2	2	7	1	2	5	1	2	-	2	7	-	3	4	3	4	59
Lycett, Scott						2	-																		2
Lynch, Quinten	2	2	2	1	3	4	2	1	-	-	-	1	3	3		2	1	1	3	2			4	1	38
Mackenzie, Eric	-	-	2	6		4	1	2	-	-	1	1	2	2	5	1	1	2	6	5	1		-	2	44
Masten, Chris	1	4	6	4	3	-	3	4	2	5	3	6	1	3	3	1	3	2	4	5	1	-	3	2	69
McGinnity, Patrick			1	-		2	5	1	4	2	4	-	1	2	3	1	1	1	5	1	2	2	-	1	39
Naitanui, Nic	1	1	2	5	-			3	2	2	2	2	-	2	2	1	3	1	1	2	3	1	1	1	38
Neates, Ryan							1																		1
Newman, Murray													-	1	2	-									3
Priddis, Matt	-	2		2	3	6	-		1	2	-	4	3	6	2	4	7	2	-	3	-	1	3	2	53
Rosa, Matt	1	1		1	4	1	2	2	-	1	2	4	1	1	1	2	4				1			-	29
Schofield, Will	2	1	3	-	3			2	3	1	-			2	2	2	1	1	2	3	1	1	3	-	33
Selwood, Adam	1	4	2	4	-	2		2	4	1	3				2	3	3	1	3	1	1	6	2	3	48
Selwood, Scott	-	-	1	4	3	4	2	1	2	2	-	1	1	3	-	2	1	3	4	3	1	2	4	2	46
Sheppard, Brad						1	4	1	1	2	3	-	2		4	1	3	1							23
Shuey, Luke	2	4	-	3	1	1	1	3	-		2	4	1	5			2	3	2	2	6	4	3	3	52
Smith, Ashley	-	1	1	3	2																				7
Stevens, Koby			1					1						1	3										6
Strijk, Andrew																					-	-			
Swift, Tom										2	3	-			2			-	1						8
Waters, Beau	-	2	1	4	1	-	4	1	1	4		6	4			1	2	3	2	3	3	1	1		44
Totals	26	33	35	45	35	42	42	44	36	32	51	35	34	53	43	42	52	34	63	50	43	44	49	45	1008
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
