Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						-	-	-	-	-	-	-	-	-	-	-			-	-		-	-	-	
Brown, Mitch			-		-		-					-	-		-			-				-			
Butler, Sam					-	-	-	-	-					-	-	-	-	-			-	-	-	-	
Cox, Dean	22	20	14	22	16	32	32	22	20	31	30	29	27	24	21	27	16	28	45	24	28	28	39	31	628
Dalziell, Bradd			-																	-					
Darling, Jack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Embley, Andrew	-	-																	-	-	-	-	1	-	1
Gaff, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Glass, Darren	-	-		-	-	-	-	-	-	-	-	-	-	-	-	1	1		-	-	-	-	-	1	3
Hams, Ashton	-	-	-	-	-	-				-	-	-	-	-		-	-	-	-	-					
Hill, Josh	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	
Hurn, Shannon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kennedy, Josh	-	-	-	-	-																-	-	-	-	
Kerr, Daniel	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Lycett, Scott						4	2																		6
Lynch, Quinten	-	1	1	1	-	3	-	5	2	2	-	-	-	-		1	3	-	-	2			1	2	24
Mackenzie, Eric	-	-	-	-		1	1	-	1	-	1	-	-	1	-	1	-	4	-	-	-		-	-	10
Masten, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McGinnity, Patrick			-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Naitanui, Nic	23	22	26	26	26			22	23	41	31	15	25	24	26	19	36	25	22	19	30	24	20	18	543
Neates, Ryan							-																		
Newman, Murray													-	-	-	-									
Priddis, Matt	-	-		-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rosa, Matt	-	-		-	-	-	-	-	-	-	-	-	-	-	3	-	1				-			-	4
Schofield, Will	-	-	-	-	-			-	-	1	-			-	-	-	-	4	-	1	1	-	1	-	8
Selwood, Adam	-	-	-	-	-	-		-	-	-	-				-	-	-	-	-	-	-	-	-	-	
Selwood, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sheppard, Brad						-	-	-	-	-	-	-	-		-	-	-	-							
Shuey, Luke	-	-	-	-	-	-	-	-	-		-	-	-	-			-	-	-	-	-	-	-	-	
Smith, Ashley	-	-	-	-	-																				
Stevens, Koby			-					-						-	-										
Strijk, Andrew																					-	-			
Swift, Tom										-	-	-			-			-	-						
Waters, Beau	-	-	-	-	-	-	-	-	-	-		-	-			-	-	-	-	-	-	-	-		
Totals	45	43	41	49	42	40	35	49	47	75	62	44	52	49	50	49	57	61	67	46	59	52	62	52	1228
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
