Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						-	-	-	-	-	-	-	-	-	-	-			-	-		-	1	-	1
Brown, Mitch			-		-		-					-	-		-			-				-			
Butler, Sam					-	-	-	-	1					1	-	1	-	-			-	1	-	-	4
Cox, Dean	1	-	3	-	-	1	-	-	-	1	-	-	-	2	-	1	-	1	-	1	-	-	2	-	13
Dalziell, Bradd			3																	-					3
Darling, Jack	-	2	-	-	1	1	-	-	-	-	-	-	-	1	-	1	-	-	-	-	1	-	-	-	7
Embley, Andrew	-	-																	-	-	1	-	-	-	1
Gaff, Andrew	-	1	-	-	1	1	1	-	1	1	-	-	1	-	-	1	-	-	-	-	-	-	2	1	11
Glass, Darren	-	-		-	-	-	-	-	-	1	-	-	-	-	-	-	-		-	-	-	-	-	-	1
Hams, Ashton	-	-	-	1	-	-				-	-	-	1	1		-	2	-	2	-					7
Hill, Josh	-	2	-	1	-	1	1	1	2	-	-	1	3	-			-	1	1	3	-	-	3	1	21
Hurn, Shannon	-	-	-	-	1	1	-	-	-	1	-	-	1	-	-	-	1	-	1	-	-	-	-	-	6
Kennedy, Josh	-	-	-	-	-																-	-	1	-	1
Kerr, Daniel	-	1	1	-	-	-	-	-	1	-	1	-	-	-	-	1	-	-	2	-	-	-	1	-	8
Lycett, Scott						1	-																		1
Lynch, Quinten	-	-	-	-	-	-	-	-	-	-	-	1	-	-		-	1	-	-	-			2	-	4
Mackenzie, Eric	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Masten, Chris	1	3	2	1	2	-	-	1	-	-	-	-	2	1	-	-	3	-	-	2	-	1	1	-	20
McGinnity, Patrick			-	-		1	-	-	-	-	-	-	1	-	1	1	-	-	1	-	2	1	1	3	12
Naitanui, Nic	2	1	1	-	-			1	-	1	-	1	1	-	-	-	1	-	-	-	1	-	2	-	12
Neates, Ryan							-																		
Newman, Murray													-	-	-	-									
Priddis, Matt	-	1		-	2	1	-		1	-	-	-	1	-	-	-	1	-	2	1	1	1	-	-	12
Rosa, Matt	-	1		-	-	-	-	-	1	-	-	-	2	-	1	-	2				2			-	9
Schofield, Will	-	2	1	-	-			-	-	-	1			-	2	1	-	-	-	-	-	-	2	-	9
Selwood, Adam	-	-	-	-	-	-		-	-	-	-				-	1	-	-	-	-	-	-	-	-	1
Selwood, Scott	3	-	1	-	2	-	2	-	-	2	1	-	3	-	1	1	2	1	-	-	2	-	-	-	21
Sheppard, Brad						-	-	2	-	-	1	2	1		-	-	-	-							6
Shuey, Luke	1	-	1	-	-	1	-	-	1		-	3	1	-			3	-	1	-	1	-	-	1	14
Smith, Ashley	-	1	-	-	-																				1
Stevens, Koby			2					-						-	-										2
Strijk, Andrew																					-	-			
Swift, Tom										1	1	-			-			-	-						2
Waters, Beau	1	1	-	-	1	1	-	2	-	2		1	-			-	-	-	-	-	-	1	-		10
Totals	9	16	15	3	10	10	4	7	8	10	5	9	18	6	5	9	16	3	10	7	11	5	18	6	220
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
