Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						-	-	-	-	-	-	-	2	1	3	1			1	-		1	1	-	10
Brown, Mitch			-		-		-					-	2		-			-				1			3
Butler, Sam					1	2	-	2	1					-	-	1	-	-			-	-	1	-	8
Cox, Dean	2	1	3	2	1	5	4	4	1	1	4	2	3	1	5	-	2	3	6	3	1	2	2	2	60
Dalziell, Bradd			1																	-					1
Darling, Jack	-	1	-	2	1	-	2	-	-	-	2	1	-	2	-	-	-	3	-	3	-	1	-	1	19
Embley, Andrew	-	-																	-	-	1	-	1	1	3
Gaff, Andrew	-	1	1	-	-	-	-	-	-	-	-	-	-	1	3	-	1	-	2	-	-	1	-	-	10
Glass, Darren	-	-		2	-	1	3	1	-	1	1	-	-	-	-	-	2		3	2	-	-	2	4	22
Hams, Ashton	3	3	1	3	3	2				2	-	2	2	-		1	2	1	-	-					25
Hill, Josh	2	-	1	-	1	2	-	1	1	1	-	1	1	1			-	-	1	1	-	-	1	-	15
Hurn, Shannon	-	-	-	-	-	-	-	1	2	1	-	-	-	1	-	1	-	-	1	-	-	2	2	-	11
Kennedy, Josh	3	2	-	-	-																2	-	-	-	7
Kerr, Daniel	-	1	-	3	2	3	1	1	3	3	3	3	1	2	1	1	-	2	3	-	-	2	-	1	36
Lycett, Scott						1	-																		1
Lynch, Quinten	1	4	-	-	1	1	-	3	1	-	-	1	1	1		-	1	-	-	1			-	2	18
Mackenzie, Eric	-	-	-	4		-	-	-	-	-	-	1	-	2	2	-	-	1	-	-	1		-	-	11
Masten, Chris	1	1	2	1	-	-	1	1	-	-	1	-	1	-	-	-	1	1	-	2	-	1	-	1	15
McGinnity, Patrick			1	-		2	-	1	1	-	1	-	-	-	-	2	1	1	1	2	1	-	-	-	14
Naitanui, Nic	1	1	3	4	-			3	-	1	3	-	1	2	1	-	1	3	2	1	3	-	-	1	31
Neates, Ryan							1																		1
Newman, Murray													1	-	1	-									2
Priddis, Matt	-	3		2	2	2	-		1	3	-	1	1	3	1	2	4	-	2	2	3	2	-	-	34
Rosa, Matt	-	3		1	-	-	-	1	-	1	1	-	-	2	2	-	-				-			-	11
Schofield, Will	-	-	2	-	-			1	-	2	-			1	1	-	1	1	2	-	-	-	-	-	11
Selwood, Adam	1	3	1	1	1	2		2	1	2	1				-	6	2	1	5	-	2	3	2	2	38
Selwood, Scott	1	1	2	4	3	-	1	-	2	2	1	-	-	3	2	-	1	-	1	1	2	1	1	1	30
Sheppard, Brad						-	-	-	-	-	1	-	-		2	2	-	-							5
Shuey, Luke	4	7	2	1	1	4	5	2	4		4	-	1	3			2	2	1	2	6	1	2	-	54
Smith, Ashley	-	-	-	-	1																				1
Stevens, Koby			2					-						-	-										2
Strijk, Andrew																					-	-			
Swift, Tom										1	-	-			1			-	-						2
Waters, Beau	-	-	1	3	3	2	1	1	1	-		-	1			-	2	-	1	4	-	1	-		21
Totals	19	32	23	33	21	29	19	25	19	21	23	12	18	26	25	17	23	19	32	24	22	19	15	16	532
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
