Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						-	-	-	On	-	-	-	-	-	-	-			-	-		On	Off	-	2/1
Brown, Mitch			-		Off		-					Off	-		-			-				-			0/2
Butler, Sam					-	-	-	-	Off					-	-	-	-	-			-	-	-	-	0/1
Cox, Dean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dalziell, Bradd			Off																	On					1/1
Darling, Jack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	-	-	-	0/1
Embley, Andrew	On	Off																	On	-	-	-	-	-	2/1
Gaff, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	-	-	-	-	-	0/1
Glass, Darren	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	
Hams, Ashton	-	On	-	-	-	-				On	-	-	-	-		-	-	-	-	-					2/0
Hill, Josh	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	
Hurn, Shannon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kennedy, Josh	-	-	-	-	-																-	-	-	-	
Kerr, Daniel	Off	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	-	0/2
Lycett, Scott						-	-																		
Lynch, Quinten	-	-	-	Off	-	-	-	-	-	-	Off	-	-	-		-	-	-	-	-			-	On	1/2
Mackenzie, Eric	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off		-	-	0/1
Masten, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McGinnity, Patrick			On	On		-	-	-	-	Off	-	-	-	-	-	-	On	-	-	-	-	-	-	-	3/1
Naitanui, Nic	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Neates, Ryan							On																		1/0
Newman, Murray													On	Off	-	On									2/1
Priddis, Matt	-	-		-	-	-	Off		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0/1
Rosa, Matt	-	-		-	-	-	-	-	-	-	-	-	-	-	-	Off	-				-			Off	0/2
Schofield, Will	-	-	-	-	-			-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	
Selwood, Adam	-	-	-	-	On	Off		Off	-	-	-				-	-	-	-	-	Off	-	-	-	-	1/3
Selwood, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sheppard, Brad						On	-	-	-	-	-	-	-		-	-	-	Off							1/1
Shuey, Luke	-	-	-	-	-	-	-	-	-		-	-	-	-			-	-	-	-	-	-	-	-	
Smith, Ashley	-	-	-	-	-																				
Stevens, Koby			-					On						On	On										3/0
Strijk, Andrew																					On	Off			1/1
Swift, Tom										-	On	On			-			On	Off						3/1
Waters, Beau	-	-	-	-	-	-	-	-	-	-		-	-			-	-	-	-	-	-	-	On		1/0
Totals																									
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
