Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						-	-	-	-	-	-	-	-	-	-	-			-	-		-	-	-	
Brown, Mitch			-		-		-					-	-		-			-				-			
Butler, Sam					-	-	-	-	-					-	-	-	-	-			-	-	-	-	
Cox, Dean	-	-	-	-	-	-	-	3	-	-	-	-	-	3	-	-	-	-	3	-	-	-	-	-	9
Dalziell, Bradd			-																	-					
Darling, Jack	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Embley, Andrew	-	-																	-	-	-	-	-	-	
Gaff, Andrew	-	-	-	-	1	-	-	-	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	4
Glass, Darren	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	
Hams, Ashton	-	-	-	-	-	-				-	-	-	-	-		-	-	-	-	-					
Hill, Josh	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	
Hurn, Shannon	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Kennedy, Josh	3	-	-	-	-																-	-	-	-	3
Kerr, Daniel	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	2	-	-	-	7
Lycett, Scott						-	-																		
Lynch, Quinten	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-			-	-	
Mackenzie, Eric	-	-	-	2		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	2
Masten, Chris	-	-	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	3
McGinnity, Patrick			-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Naitanui, Nic	-	-	-	-	-			-	-	-	2	-	2	-	-	-	3	-	-	-	3	-	-	-	10
Neates, Ryan							-																		
Newman, Murray													-	-	-	-									
Priddis, Matt	-	3		-	-	-	-		-	2	-	-	-	2	-	-	-	-	-	2	-	-	-	-	9
Rosa, Matt	-	-		-	-	-	-	-	3	-	-	-	-	-	-	-	-				-			-	3
Schofield, Will	-	-	-	-	-			-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	
Selwood, Adam	-	-	-	-	-	-		-	-	-	-				-	-	-	-	-	-	-	-	-	-	
Selwood, Scott	1	2	1	-	-	3	-	-	-	-	3	-	-	-	-	-	-	-	-	3	-	2	-	-	15
Sheppard, Brad						-	-	-	-	-	-	-	-		-	-	-	-							
Shuey, Luke	2	1	3	-	-	-	-	1	-		-	-	3	-			-	-	-	-	1	-	-	-	11
Smith, Ashley	-	-	-	-	-																				
Stevens, Koby			-					-						-	-										
Strijk, Andrew																					-	-			
Swift, Tom										-	-	-			-			-	-						
Waters, Beau	-	-	-	-	-	2	-	-	-	-		-	-			-	2	-	-	-	-	-	-		4
Totals	6	6	6	5	3	5	0	4	6	2	5	0	6	5	0	0	6	0	5	5	6	2	0	0	83
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
