Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Brennan, Jacob						2	-	-	-	-	-	-	-	-	-	1			-	-		-	-	-	3
Brown, Mitch			-		-		-					-	-		-			-				-			
Butler, Sam					-	-	-	-	1					-	1	1	-	1			3	1	1	-	9
Cox, Dean	1	2	3	1	-	6	7	4	1	3	4	5	2	2	3	-	2	2	5	3	2	1	2	2	63
Dalziell, Bradd			-																	-					
Darling, Jack	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	1	4
Embley, Andrew	2	-																	-	2	2	6	1	2	15
Gaff, Andrew	1	2	1	-	2	1	1	2	2	1	2	2	-	1	3	3	3	3	-	1	3	-	3	3	40
Glass, Darren	-	-		-	-	-	-	-	1	2	-	-	-	-	1	1	-		-	-	-	-	-	-	5
Hams, Ashton	-	2	-	1	1	2				2	-	1	2	-		-	2	-	1	-					14
Hill, Josh	-	1	1	3	2	-	-	-	1	-	1	-	-	-			-	1	-	1	-	1	1	-	13
Hurn, Shannon	-	-	3	-	-	-	1	-	-	1	1	1	-	1	2	2	1	2	-	-	2	1	-	1	19
Kennedy, Josh	-	-	-	-	-																-	-	-	1	1
Kerr, Daniel	-	3	2	9	8	4	4	7	4	6	10	9	1	4	6	4	-	11	7	4	12	2	7	5	129
Lycett, Scott						-	-																		
Lynch, Quinten	-	-	1	-	-	2	-	-	-	-	-	1	-	-		-	-	1	-	2			1	-	8
Mackenzie, Eric	-	-	1	2		-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-		-	-	5
Masten, Chris	1	2	3	1	-	1	1	2	2	5	1	1	7	3	1	2	3	2	1	4	-	2	4	3	52
McGinnity, Patrick			3	1		1	-	1	-	-	-	-	-	-	-	1	2	1	2	-	2	1	-	1	16
Naitanui, Nic	2	4	3	6	2			4	1	4	4	2	1	5	1	2	2	1	6	3	1	2	5	3	64
Neates, Ryan							-																		
Newman, Murray													-	-	-	-									
Priddis, Matt	17	8		2	9	9	-		5	8	9	3	7	7	9	9	7	5	4	3	10	6	6	5	148
Rosa, Matt	2	3		1	-	2	2	1	5	1	2	2	1	4	3	-	2				-			-	31
Schofield, Will	-	-	-	-	-			-	-	2	1			-	-	-	-	-	1	-	-	-	-	-	4
Selwood, Adam	-	1	3	1	-	2		2	1	1	1				-	4	-	-	-	-	-	-	3	-	19
Selwood, Scott	4	7	3	7	5	9	3	7	4	5	5	3	11	2	9	3	3	3	10	5	4	8	4	2	126
Sheppard, Brad						1	-	1	1	1	-	1	2		1	-	-	-							8
Shuey, Luke	6	6	3	4	5	6	5	6	7		9	3	5	6			10	2	9	3	6	4	5	5	115
Smith, Ashley	-	-	1	-	-																				1
Stevens, Koby			2					-						1	1										4
Strijk, Andrew																					-	-			
Swift, Tom										2	1	2			1			-	2						8
Waters, Beau	-	-	-	-	-	1	-	-	-	-		-	-			-	2	-	-	-	-	-	-		3
Totals	36	42	33	39	34	49	24	37	36	44	51	36	39	38	43	33	39	35	48	31	47	36	43	34	927
Opponent	WB	ME	GW	HW	RI	NM	ES	SK	FR	BL	CA	CW	GC	NM	SY	AD	BL	FR	GE	PA	CW	HW	NM	CW	
