Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Bishop, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Brogan, Dean	1	-	2	1	-	1	1	-	2	1	-	-	1	1	-	-	1	-			1	-	-	1	-	14
Burgoyne, Peter	2	1	2	2	-	-	-	-	1			1	1	-	2	-	-	-	-	-	-	-	-	-	-	12
Burgoyne, Shaun	1	2	2	-	1	3	1	-	2	2	-	-	-	-	-	-	-	1	2	-	-	-	-	-	1	18
Carr, Josh	1	-	1	-	-	-						-	2	1	-	-	1	-		2	1	-	-	1	1	11
Cassisi, Domenic	1	1	-	-	-	-	1	-	-	-	-	-	-	4	3	1	1	-	-	1	-	1	-	1	-	15
Chaplin, Troy				-																						
Cochrane, Stuart	-	-	-	-	-	-	-	-	1	-	-		-	-	-			-	-	-	1	-				2
Cornes, Chad	1	-	-		1	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	4
Cornes, Kane	-	1	-	1	2	-	1	-	-	1	-	-	1	-	-	2	-	-	1	1	-	-	-	1	-	12
Dew, Stuart	6	1	2		1	2	-	-	1	1	1	2	1		4	-	-	2	1	1		-	3	1	1	31
Ebert, Brett		-	2	2	2	1	2	-	1	4	3	-	-	-	-	-		-								17
Hardwick, Damien									-	-	-			-	-	-	-		-	1	-	-	-	-	-	1
James, Roger							-	1	-	1	-	-	3	1	-	-	-	-	-	1	-	1	-	1	-	9
Kingsley, Adam	-	2	1	-	1		-					-	1	-	-	-	-	-	-	1	-		1	-	1	8
Lade, Brendon	-	1		1	2	1	-	1	-	1	-	3	-	1	1	2	1	3	1	2	2	1	4	2	1	31
Mahoney, Josh				-				-	1	2	1	-	-	3	-	1	1	1	2	3	-	-	3	1	1	20
Montgomery, Brett	-	-	2	-	-	-												1	-	2	-	-	-	-	-	5
Pettigrew, Michael	-	-																								
Pickett, Byron	3									-	1	3	-	-	1	1	1	-			2	1	4	-	3	20
Poulton, Jared			1	-		1	-	-	-	-	-	-				1	-	-	1	-						4
Primus, Matthew			4																							4
Salopek, Steven	-	-	1	-	1	-	-	1	3	-	-															6
Schofield, Jarrad	-	1	-	-	-	-	-	2	-	1	-	1	2	-	-	-	1	-	1	2	1	-	1	-	-	13
Surjan, Jacob	-	-			1	1	-																			2
Symes, Brad								-																		
Thurstans, Toby	-	3	-	1	2	-	-	-	-	1	-	1	3	-	-	2	1	-	1	2	2	2	-	-	3	24
Tredrea, Warren	6	5	4	2	2	4	7	-	3	1	2	4	2	2	6	3	6	3	6	-	3	4	2	3	1	81
Wakelin, Darryl			-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Wanganeen, Gavin	1	-	1	-	1	-	-			1	2	3	-	1					-	4	2	2	-	2	4	24
White, Damon								1	3							1	2		1	-						8
Wilson, Michael	-	-	1	-	-	-	-	1	1	1	1	-	-	-	1	1	-		1		1	-	-	-	-	9
Totals	23	18	26	10	17	14	13	7	19	18	12	20	17	14	18	15	16	11	18	23	16	12	18	14	17	406
Opponent	ES	WC	HW	ME	WB	CW	AD	KA	RI	GE	BL	SY	FR	SK	CA	HW	WC	ES	ME	WB	CW	AD	GE	SK	BL	
