Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Addison, Dylan																				5		1			6
Baird, Travis																1	4	3							8
Birss, Shane																			4	-	3				7
Boyd, Matthew	4	4	3	3	3	2	2	5	6	7	1	7	3	5	4	4	2	4	3	6	4	4	1	2	89
Cooney, Adam	2	1	2	7	2	1	3	4	3	-	2	2	1	2	3	4	3	1	3	6	-	1	3	4	60
Cross, Daniel	3	7	2	6	3	6	6	5	7	9	2	8	1	1	6	6	4	1	2	3	5	9	-	6	108
Eagleton, Nathan	2	3	2	2	2	3	5	1	1	-	-	3	1	1	-	3	-	3	-				2	1	35
Faulkner, Cameron																		1	2	2					5
Giansiracusa, Daniel	2	3	2	6	5	3	2	4	1				1	2	1						2	4	1	-	39
Gilbee, Lindsay	-	-	2	-	2	1	1	1	2	3	1	1	1	2	-	1	-	1	3	2	3	1	2	2	32
Grant, Chris	-	3	1	2	1	4	2	2	3	1	1	-	-	3	1	1	1	1	5	2	1	2	-	1	38
Griffen, Ryan	3	3	2	5	1	1	3	7	4	5	2	2	1	1	2	7	3	5	2	-	1	2	2	5	69
Hahn, Mitch	6	4	4	1	1	6	4	1		-	1	1													29
Hargrave, Ryan	2	1			3	-	-	-	1	3	2	2	1	1	2	5	3	1	1	1	4	3	2	2	40
Higgins, Shaun									2	3	1	3	-												9
Johnson, Brad	1	2	1	1	2	3	-	1	2	1	-	2	2	-	5	1	1	1	2	1	1	-	-	-	30
Lake, Brian	3	-	2	4	5	-	-	2	6	3	1	2	1	1	-	2	2	4	1	1	1	-	4	4	49
McCormack, Damien															1	1	1	-							3
McGuinness, Kieran								4						2					3						9
McMahon, Jordan	1	1	-	2	5	-	2	4	2	1	2	4	3	2	2	4	4	3	1	1	5	6	-	1	56
Minson, Will	1	1	-												1	3	5	1	2	-	5	2	1	2	24
Montgomery, Brett			1	2	1	2	2	4	-	1	1	1	2	1	-						4	1	-	-	23
Morgan, Adam	3	-	2																						5
Morris, Dale	7	1	3	1	4	-	-	6	-	2	-	5	2	1	-	4	3	1	1	3	2	1	5	4	56
Murphy, Robert	-	2	2	-	2	1	3	1	-																11
Power, Sam	-	4	2	1						-	2	3	2	1	2	-	-	2	1	-	2	1	3	3	29
Ray, Farren				3	-	1	1	-	1	1	5	1	3	-	1	-	5	1	1	4	-	-	4	2	34
Robbins, Matthew	3	3	4	3	2	-	1	3	3	4	2	-	2	3	2	1	4	-	3	4	1	1	1	2	52
Skipper, Wayde	2	2	4	1	-		-		1	2	-	2	2	2											18
Smith, Rohan	-	3	1	1	2	3	3	2	3	3	4	1	-	1	-	2	1	3	1	3	2	1	2	3	45
Street, Peter				7	3	2	2	3	-	1	3	2	3	5	1	2	1	1	-	1	1	5	1	1	45
West, Scott	3	4	1	1	3	2	6	4	1	3	1	3	4	7	3	4	4	3	3	1	3	3	5	5	77
Wight, Cameron						2										1	2			2	2	1	-	3	13
Totals	48	52	43	59	52	43	48	64	49	53	34	55	36	44	37	57	53	41	44	48	52	49	39	53	1153
Opponent	RI	ME	ES	GE	AD	SK	PA	SY	CW	HW	FR	BL	WC	KA	CA	GE	ME	RI	PA	AD	SK	ES	CW	WC	
