Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Addison, Dylan																				-		-			
Baird, Travis																-	-	-							
Birss, Shane																			-	-	-				
Boyd, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Cooney, Adam	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	2	-	-	-	-	4
Cross, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	1	2	-	-	2	-	-	-	8
Eagleton, Nathan	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-				-	-	1
Faulkner, Cameron																		-	-	-					
Giansiracusa, Daniel	2	-	2	-	-	-	1	-	-				-	-	-						-	-	-	-	5
Gilbee, Lindsay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1
Grant, Chris	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Griffen, Ryan	-	-	-	-	-	-	-	-	-	2	-	-	-	3	-	-	-	-	-	-	-	-	-	-	5
Hahn, Mitch	-	-	-	-	-	-	-	-		-	-	-													
Hargrave, Ryan	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Higgins, Shaun									-	-	-	-	-												
Johnson, Brad	1	2	-	-	-	-	3	-	-	3	-	2	-	-	3	2	-	-	-	-	-	3	-	-	19
Lake, Brian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McCormack, Damien															-	-	-	-							
McGuinness, Kieran								-						-					-						
McMahon, Jordan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Minson, Will	-	-	-												-	-	-	-	-	-	-	-	-	-	
Montgomery, Brett			-	-	-	-	-	-	-	-	-	-	-	-	-						-	-	-	-	
Morgan, Adam	-	-	-																						
Morris, Dale	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Murphy, Robert	-	3	-	1	-	-	2	-	-																6
Power, Sam	-	-	-	-						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ray, Farren				-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	2
Robbins, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1
Skipper, Wayde	-	-	-	-	-		-		-	-	-	-	-	-											
Smith, Rohan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Street, Peter				-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
West, Scott	3	1	1	3	-	-	-	-	3	-	3	3	2	-	-	-	-	-	-	3	-	1	-	-	23
Wight, Cameron						-										-	-			-	-	-	-	-	
Totals	6	6	6	4	0	0	6	0	3	5	5	6	6	4	5	2	1	3	0	5	2	4	0	0	79
Opponent	RI	ME	ES	GE	AD	SK	PA	SY	CW	HW	FR	BL	WC	KA	CA	GE	ME	RI	PA	AD	SK	ES	CW	WC	
