Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Addison, Dylan																				1		1			2
Baird, Travis																-	1	2							3
Birss, Shane																			2	-	2				4
Boyd, Matthew	3	2	4	5	1	4	4	1	4	-	6	4	4	4	4	3	3	7	1	3	4	7	5	-	83
Cooney, Adam	5	1	-	2	5	2	1	6	3	4	3	6	3	2	2	1	5	1	3	4	4	5	4	2	74
Cross, Daniel	3	4	1	1	-	3	1	1	3	4	2	2	3	3	5	1	3	2	2	3	4	3	4	1	59
Eagleton, Nathan	4	4	3	6	5	4	3	3	6	3	2	4	4	8	3	6	7	4	2				3	2	86
Faulkner, Cameron																		2	2	2					6
Giansiracusa, Daniel	6	7	7	5	3	3	3	2	1				4	3	2						3	4	4	1	58
Gilbee, Lindsay	6	3	3	3	1	4	1	2	2	1	2	-	1	3	5	8	4	5	10	3	7	6	1	1	82
Grant, Chris	3	2	2	1	1	2	-	2	-	1	1	1	-	1	3	3	2	2	2	3	1	2	-	2	37
Griffen, Ryan	4	3	1	2	2	2	2	3	3	4	3	2	4	4	5	6	4	2	3	2	2	1	4	-	68
Hahn, Mitch	6	3	3	3	6	6	5	-		1	4	1													38
Hargrave, Ryan	2	3			1	2	1	2	3	1	1	1	1	6	1	-	1	2	2	2	1	-	3	-	36
Higgins, Shaun									4	7	-	3	-												14
Johnson, Brad	4	4	2	2	1	1	3	2	3	6	3	6	5	4	6	2	1	5	1	4	6	3	5	2	81
Lake, Brian	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	-	-	-	2	-	-	7
McCormack, Damien															-	2	3	1							6
McGuinness, Kieran								-						2					-						2
McMahon, Jordan	6	5	4	2	-	2	2	2	5	5	3	2	2	2	2	5	6	9	2	7	2	4	3	3	85
Minson, Will	1	1	-												1	-	-	2	-	-	-	2	3	-	10
Montgomery, Brett			3	2	-	1	2	1	1	5	1	4	2	3	-						2	2	2	3	34
Morgan, Adam	-	-	-																						
Morris, Dale	-	-	1	1	-	-	-	1	-	1	2	4	-	-	-	2	1	1	1	1	2	2	1	-	21
Murphy, Robert	2	4	6	3	2	2	7	2	1																29
Power, Sam	1	1	7	-						2	2	1	2	1	5	3	1	2	5	4	-	2	2	-	41
Ray, Farren				2	4	6	6	1	8	-	6	5	3	4	7	6	3	3	2	2	3	2	8	2	83
Robbins, Matthew	1	1	1	1	1	2	6	1	4	2	1	1	1	1	1	-	2	-	1	2	-	2	2	-	34
Skipper, Wayde	-	4	1	3	-		1		2	1	-	1	3	2											18
Smith, Rohan	6	3	6	3	4	-	8	1	2	5	-	1	4	3	2	3	5	5	4	5	-	4	2	5	81
Street, Peter				2	-	2	1	2	1	-	3	1	-	1	-	-	1	3	1	-	1	-	-	3	22
West, Scott	3	2	2	2	2	1	2	3	3	2	4	7	3	2	2	2	1	1	2	2	4	6	4	1	63
Wight, Cameron						-										-	-			-	1	1	1	-	3
Totals	67	57	57	51	39	49	59	38	59	55	49	57	49	59	56	54	56	62	48	50	49	61	61	28	1270
Opponent	RI	ME	ES	GE	AD	SK	PA	SY	CW	HW	FR	BL	WC	KA	CA	GE	ME	RI	PA	AD	SK	ES	CW	WC	
