Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Addison, Dylan																				-		-			
Baird, Travis																2	-	2							4
Birss, Shane																			2	-	-				2
Boyd, Matthew	2	-	-	-	-	-	2	-	-	-	2	2	-	-	-	-	-	-	-	1	-	-	-	-	9
Cooney, Adam	-	2	2	2	2	1	3	-	-	1	2	1	1	-	2	-	-	2	-	5	-	1	3	-	30
Cross, Daniel	2	1	1	-	-	-	1	-	-	1	-	-	-	-	-	-	2	-	1	-	-	-	-	-	9
Eagleton, Nathan	4	-	2	2	-	-	3	1	3	1	1	-	-	1	-	-	1	1	-				-	-	20
Faulkner, Cameron																		1	-	-					1
Giansiracusa, Daniel	-	-	-	1	1	2	1	-	-				-	-	3						-	4	1	-	13
Gilbee, Lindsay	1	-	1	-	-	-	-	-	-	-	-	-	-	1	-	2	-	1	-	-	1	-	2	-	9
Grant, Chris	-	1	2	-	-	2	2	1	4	1	-	4	1	2	1	1	1	2	1	-	1	-	-	1	28
Griffen, Ryan	1	1	-	-	-	-	2	-	-	1	-	1	-	-	-	-	-	-	-	1	-	-	-	-	7
Hahn, Mitch	1	1	2	2	-	3	1	-		1	-	1													12
Hargrave, Ryan	-	-			-	-	-	-	1	1	-	1	1	-	-	-	-	-	-	-	-	-	-	-	4
Higgins, Shaun									-	2	1	-	-												3
Johnson, Brad	5	3	-	2	1	2	4	5	1	4	3	6	4	-	3	5	1	3	4	3	6	5	1	3	74
Lake, Brian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1
McCormack, Damien															-	-	-	-							
McGuinness, Kieran								-						-					-						
McMahon, Jordan	-	-	-	-	-	-	-	-	1	1	1	-	-	-	-	1	-	-	-	1	-	1	-	-	6
Minson, Will	-	1	-												1	-	1	-	2	-	1	1	1	-	8
Montgomery, Brett			1	-	-	-	2	-	-	1	-	1	1	-	-						1	3	4	-	14
Morgan, Adam	2	-	-																						2
Morris, Dale	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Murphy, Robert	2	4	2	3	-	-	1	-	1																13
Power, Sam	-	-	-	-						-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Ray, Farren				-	2	-	1	1	-	-	1	-	-	-	-	-	1	-	-	1	-	-	2	-	9
Robbins, Matthew	3	3	1	1	1	-	2	5	1	1	2	2	-	4	3	1	1	1	3	2	1	3	3	1	45
Skipper, Wayde	1	1	-	-	-		-		1	-	1	-	1	-											5
Smith, Rohan	-	1	1	1	-	1	-	-	2	-	1	-	1	3	2	-	1	2	-	2	-	2	1	-	21
Street, Peter				-	-	-	-	-	1	-	-	2	-	1	-	-	-	-	-	-	1	-	-	-	5
West, Scott	1	1	-	-	-	1	-	-	-	-	-	1	-	-	1	-	-	-	-	-	1	-	-	-	6
Wight, Cameron						-										-	-			-	-	1	-	-	1
Totals	25	20	15	14	7	12	25	14	16	16	15	22	10	12	16	13	9	15	13	16	13	22	18	5	363
Opponent	RI	ME	ES	GE	AD	SK	PA	SY	CW	HW	FR	BL	WC	KA	CA	GE	ME	RI	PA	AD	SK	ES	CW	WC	
