Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Addison, Dylan																				-		2			2
Baird, Travis																-	-	-							
Birss, Shane																			1	-	-				1
Boyd, Matthew	2	1	1	2	-	3	-	-	2	1	1	2	1	2	2	5	1	1	5	2	-	1	1	4	40
Cooney, Adam	1	1	1	-	1	-	-	3	1	2	2	3	1	3	1	2	3	1	1	3	2	2	1	3	38
Cross, Daniel	3	2	2	-	2	2	2	1	2	4	1	1	1	3	1	1	2	1	1	1	2	1	3	3	42
Eagleton, Nathan	1	2	-	-	4	-	1	2	1	1	3	4	3	2	2	2	1	1	1				2	-	33
Faulkner, Cameron																		1	1	-					2
Giansiracusa, Daniel	2	1	-	-	-	1	3	-	-				2	1	1						-	3	-	2	16
Gilbee, Lindsay	1	6	4	5	5	3	1	6	6	6	5	7	6	4	4	6	2	10	7	6	7	9	2	3	121
Grant, Chris	1	1	3	2	-	2	-	3	1	3	1	1	-	-	-	-	3	3	1	-	2	2	6	1	36
Griffen, Ryan	2	-	3	5	3	-	5	6	6	1	1	2	4	5	-	3	2	-	1	-	1	4	3	4	61
Hahn, Mitch	1	1	-	1	2	-	-	-		2	1	-													8
Hargrave, Ryan	3	2			4	2	8	3	1	3	3	4	1	2	3	-	4	3	7	3	3	3	1	7	70
Higgins, Shaun									2	1	-	-	-												3
Johnson, Brad	1	2	2	3	-	2	-	1	-	1	-	-	-	1	1	2	-	1	-	1	-	1	3	2	24
Lake, Brian	5	3	5	4	3	5	2	7	3	4	6	6	9	3	5	7	3	5	5	2	3	2	5	6	108
McCormack, Damien															2	-	-	-							2
McGuinness, Kieran								-						-					2						2
McMahon, Jordan	7	8	7	6	7	7	5	7	2	-	3	2	4	2	10	3	1	5	4	2	5	2	3	5	107
Minson, Will	-	-	1												1	-	1	-	-	-	1	-	-	-	4
Montgomery, Brett			1	1	3	1	1	5	-	-	-	-	-	-	-						1	1	-	-	14
Morgan, Adam	-	-	1																						1
Morris, Dale	2	3	7	2	3	1	2	-	1	2	2	2	1	2	2	3	1	4	2	4	2	3	1	2	54
Murphy, Robert	1	-	-	-	-	3	-	-	-																4
Power, Sam	-	2	-	1						4	1	6	4	2	5	1	3	1	3	-	1	-	-	3	37
Ray, Farren				2	1	3	-	-	1	3	2	-	2	5	2	2	-	-	4	1	1	1	2	2	34
Robbins, Matthew	-	-	-	2	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	4
Skipper, Wayde	2	-	1	-	-		1		-	-	-	-	1	1											6
Smith, Rohan	1	3	-	-	3	-	3	1	2	1	3	2	-	-	-	2	1	-	2	1	-	1	1	1	28
Street, Peter				1	-	3	1	2	1	-	-	1	1	2	1	-	-	2	-	2	-	-	-	1	18
West, Scott	2	-	1	4	2	2	1	1	3	3	4	4	5	2	-	2	-	2	2	4	2	1	4	3	54
Wight, Cameron						-										-	-			1	-	-	2	1	4
Totals	38	38	40	41	43	40	37	48	35	42	39	47	46	42	43	41	28	41	50	33	34	39	40	53	978
Opponent	RI	ME	ES	GE	AD	SK	PA	SY	CW	HW	FR	BL	WC	KA	CA	GE	ME	RI	PA	AD	SK	ES	CW	WC	
