Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Allen, Scott							-	-			-										-	-	-	
Beveridge, Luke	-								-	-	-	-	-	-	-	-	-	-						
Cameron, Leon	1	3	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	7
Cox, Simon									-	-														
Croft, Matthew	-	-	-	-	-	-						-	-	-	-	-								
Darcy, Luke							-	-		-														
Dimattina, Paul																		-	-					
Ellen, Shane																	-	-	-	-	-	-	-	
Ellis, Craig																				-	-			
Grant, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	2		-	-	-	-	-	-	-	-	2
Grgic, Ilija	-	-	-	-	-	-	-		-		-	-	-	-	-	-	1	-	-	-	-	-	-	1
Griffin, Daryl									-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Hargraves, Daniel		-	-		-	-					-				-	-	-	-	-	-	-	-	-	
Hunter, Mark	-	-	-				-	-						-	-		-						-	
Johnson, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	
Johnston, Michael				-									-											
Kellett, Nigel	-	-	-	-	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	
Kolyniuk, Steven	-	-	-	-	-	-		-	-	-					-	-	-	-	-	-	-			
Koster, Kym				-	-	-	-					-	-		-	-	-	-	-	-	3	-	-	3
Kretiuk, Steven	-	-			-	-				-														
Lane, Tyson	-	2	-	1	-	-				-	-									-				3
Liberatore, Tony	3	-	-	-	1	-	-	-	-	-	-	3	3	-	2	-	-	-	-	-	2	-	-	14
MacPherson, Stephen							-	-	-	-	-	-	-	-										
Martin, Michael								-	-		-													
Nichol, Andrew												-	-	-										
Nicholson, Brad				-				-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	
Osborne, Richard	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1
Phillipou, Sam								-	-	-														
Quill, Peter				-	-		-					-	-	-	-	-	-	-	-	-	-	-	-	
Romero, Jose	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-				-		
Sexton, Ben	-		-	-											-				-	-	-	-	-	
Sir, Sedat	-	-	-			-	-	-																
Smith, Rohan		-	-	3	-	-	1	-	-	-	2	-	-	-	-	3	-	-	3	-	-	-	-	12
Southern, Daniel			-		-	-	-	-	-	-	-	-	-	-	1	-	-	-						1
Standfield, Barry	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	2	2	-			-	-	5
Wallis, Stephen	-	-	-	-	-	-	-	1	-	-	-	-												1
Watts, Jason	-	-	-	-	-	-													-	-	-	-	-	
West, Scott	-	-	2	-	-	-	-	-	2	-	-	2	-	-	-	-	-	-	2	-	1	-	-	9
Wynd, Scott	-	-					-	-	-	-	-	-	1	3	3	2	-	-	-	-	-	-	-	9
Totals	4	5	2	4	3	0	1	1	2	0	2	6	4	6	6	6	3	2	5	0	6	0	0	68
Opponent	SY	HW	CA	ME	FR	GE	SK	NM	ES	RI	AD	CW	BB	FI	WC	SY	HW	CA	ME	FR	GE	SK	GE	
